,CourseID,Description
22,"('BrownCut.pdf', 'AFRI 2001')",theories africana thought intellectual theory.this close reading various theories thinkers writers whose constituted africana intellectual tradition review examine questions formation thought intellectual traditions aboutthe various fields shaped africana therefore spend time working intellectual critical thought theory enrollmentlimited graduate henry 
23,"('BrownCut.pdf', 'AFRI 2002')",theories africana thought literary africana central notion constitutes black culture modern claim distinctions cultures diaspora western cultural practices role did enslavement migration play africana culture modern west play central role literary musical philosophical historical sociological culture people descent frame graduate 
24,"('BrownCut.pdf', 'AFRI 2102')",interdisciplinary methods africana graduate focuses interdisciplinary explores scholars interdisciplinary methods developed novel studentswill critically examine key methodological issues africana andhow issues similar differ economics sociology literature prerequisite prior undergraduate graduate level methods limited perry 
25,"('BrownCut.pdf', 'AFRI 2450')",exchange 
26,"('BrownCut.pdf', 'AFRI 2970')",preliminary examination preparation.for graduate met tuition requirement arepaying registration continue while fora preliminary 
27,"('BrownCut.pdf', 'AFRI 2980')",graduate level independent reading research.a program intensive reading research section numbers varyby please correct section number andcrn registering 
28,"('BrownCut.pdf', 'AFRI 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time xlist interest concentrators africana up-to-date information please visit brown.edu https //cab.brown.edu 
29,"('BrownCut.pdf', 'AMST 0190O')",worlds landscape life u.s. explores material presence mid-twentieth present fields knowing cultural ecology endeavors ubiquitous life landscape states federal system invites practice hearing feeling lively consider effectsof across time space ecologies 
30,"('BrownCut.pdf', 'AMST 1600H')",woods literature 
31,"('BrownCut.pdf', 'ENGL 1711N')",woods literature.this focuses literary visual culture grappled entity race gender time caribbean parts u.s. present readings james book women jean rhys wide 
32,"('BrownCut.pdf', 'AMST 1700F')",life fear junior examines important concept public popular public life citizen thus participate pays particular attention aboutthe new media internet into community cultural andpolitical publics open sophomores enrollmentlimited 
33,"('BrownCut.pdf', 'AMST 1700N')",public memory explores theories practices public memory related media questions historyand memory pursued reading verbal questions developed material questions embodied memory explored performance readings freud derrida taylor young field understanding public memory works material embodied past 
34,"('BrownCut.pdf', 'AMST 1700X')",global race gender action globally popular genre action sort does movie role women genre global popular critically deep dangerous masculinity war violence civil society short rio paris mexico city makes action 
35,"('BrownCut.pdf', 'AMST 1800')",honors seminar.this second-semester junior concentrators interested writing honors thesis intheir senior thesis along bibliography research covered research methods associated thesis interdisciplinary integrating new media into thesis open juniors concentrating inamerican ethnic limited 20. 
36,"('BrownCut.pdf', 'AMST 1800A')",cultural life built environment 
37,"('BrownCut.pdf', 'URBN 1870N')",cultural life built investigates relationship between people considers people create landscape place various conflict over space place look mostly thehistory contemporary development cities unitedstates prepare final project specific aspect environment encouraged focus research local community limited 20. urban concentrators permissionrequired zipp 
38,"('BrownCut.pdf', 'AMST 1900P')",interested means experimental effort perform willexplore reading own writing moves makes like novel consists poetry personal lists argument way understanding reading theories rodriguez 
39,"('BrownCut.pdf', 'AMST 1901B')",matters contemporary short matters advanced reading contemporary shortfiction mainly writers particularly fiction readings supplemented relevant scholars practicing writers discussion material ofthe introducing relevant critical familiarity contemporary shortfiction oral written communication rodriguez 
40,"('BrownCut.pdf', 'AMST 1903I')",museum collect heritage educate courseexamines anthropology changing andtheir changing place society considers museums conservation engagement read museum theory museum archives primary sources produce digital public 
41,"('BrownCut.pdf', 'AMST 1903Z')",house home rethinking house examine historic house museums culture founding mount popularity relevance utilizing sources avariety disciplines literature women family theory practice prevailing historic house museum paradigm house museums providence limited to20 priority given public 
42,"('BrownCut.pdf', 'AMST 1905O')",reading histories histories violence useful framework varied violence constitute western systems state power subjective violence raced violence histories voices archives consider ongoing local transnational struggles violent histories slavery empire colonialism democracy interdisciplinary models histories discussions consider histories martinez 
43,"('BrownCut.pdf', 'AMST 1906A')",speak skilled wewill look embodied knowledge words images videos instruction material culture wewill consider context changing race gender ethnicity definition nature skilled primary sources own lead up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
44,"('BrownCut.pdf', 'AMST 1906R')",law potential does law hold bring socialchange today society strategies movement activists utilized system answer questions examinationof models public interest civil rights environment justice immigrant rights same sex readings draw sociological anthropological historical texts legal cases focus exploring legal escudero 
45,"('BrownCut.pdf', 'AMST 1970')",independent reading honors candidates senior section numbers varyby please correct section number andcrn registering s/n 
46,"('BrownCut.pdf', 'CAMST 2010')",introduction interdisciplinary interdisciplinary graduate zipp 
47,"('BrownCut.pdf', 'AMST 2020E')",introduction interdisciplinary graduate-level offers introduction close reading four important different theories read seminal articles focused highlighting significance throughout goal tofamiliarize pedagogical approaches discussions community andwork material visual media secondary frank 
48,"('BrownCut.pdf', 'AMST 2220I')",deep reading race reading movement away readings stephen readings deals rather hope beyond readings thinking sustained race between race physical variation race read race rangeof works understanding event limited rodriguez 
49,"('BrownCut.pdf', 'AMST 2220J')",introduction critical race theory.this graduate foundations central race theory critical legal particular attention crt field bring crt crt society remain justice navigate tensions toolkit navigating scholarship toward socialchange realms race keene 
50,"('BrownCut.pdf', 'AMST 2220L')",cultural theory cultural introduction significant theoretical analysis cultural texts field marxist cultural school cultural scholars new chart theoretical order grapple import culturaland 
51,"('BrownCut.pdf', 'AMST 2220P')",diaspora graduate explores interrelated concepts diaspora drawing theoretical frameworks anthropology law indigenous communities united states canada middle caribbean pacific ocean process conversations focus struggles migrant justice while critically settler colonial legacies moving towards politics escudero 
52,"('BrownCut.pdf', 'AMST 2220Q')",end readings race race invented americas piece land term genre over gender equality environmental consider thefour elements universal time into questions readings theories race americas attention colonialism u.s. imperialism slavery visual performance music film add sylvia anna 
53,"('BrownCut.pdf', 'AMST 2220R')",popular music graduate offers critical exploration popular music related cultural formations emphasize approaches grounded media ethnomusicology alongside relevant critical theory consider production ongoing erosion barriers case foreground popular music scenes latinx discussions projects beyond musical transnational music practices miller 
54,"('BrownCut.pdf', 'AMST 2450')",exchange 
55,"('BrownCut.pdf', 'AMST 2520')",professional issues explores mechanics constitution field field exam lists narratives query design undergraduate begin profession end constructed assist towards chart hand 
56,"('BrownCut.pdf', 'AMST 2540')",methods public public cultural interpretation museum collecting cultural development provides overview organizations governance management 
57,"('BrownCut.pdf', 'AMST 2635')",ethical public roots classical imperial thought premodern emphasized aspirations good recent genocide frequently terms responsibility radical difference vulnerability introduce latter inform ethical public offering three case mass vienna two current projects providence up-to-date information please visit brown.edu https //cab.brown.edu 
58,"('BrownCut.pdf', 'AMST 2650')",introduction public public given graduate address public museums memorials expertise community cultural development material culture limitedto graduate martinez 
59,"('BrownCut.pdf', 'AMST 2653')",public theory offers opportunity risd interdisciplinary field public potential working public realm administrators pivotal formed public early 20th thepresent approaches community audience current defining public public space temporary public memorials case public administration models 
60,"('BrownCut.pdf', 'AMST 2655')",against asian public been living america since 1600 asian americans virtually define nation spaces available resist focus asian americans photography memory resist assert subjectivity narrate alternate histories wewill read shifting contexts camp collected family album status politics photography lee 
61,"('BrownCut.pdf', 'AMST 2660')",projects public advanced projects public detail regular projects public practical project group project essential careers museums historic cultural agencies faculty advisor written topic sectionnumbers vary please correct sectionnumber crn registering prerequisite 
62,"('BrownCut.pdf', 'AMCV 2650')",demonstrated ability 
63,"('BrownCut.pdf', 'AMST 2685')",critical approaches architectural examines modern fields historical critical point formation evolution current issues integral invention tradition therelationship between heritage programs evolution ofthe global cultural heritage industry united states abroad rise cultural heritage crimes public memorials sites andthe digital experimental 
64,"('BrownCut.pdf', 'AMST 2694')",public community experiences cultural expectations public problems possibilities intersectional field contemporary diversity cultural teach ethical public approaches different communities practice entirely different cultural interventions changing accommodate public 
65,"('BrownCut.pdf', 'AMST 2920')",independent reading research.section numbers vary search name tofind correct section number crn registering thiscourse need register maybe different instructors open s/n 
66,"('BrownCut.pdf', 'CAMST 2921')",independent reading research.section numbers vary search name tofind correct section number crn registering thiscourse need register maybe different instructors open s/n 
67,"('BrownCut.pdf', 'CAMST 2922')",independent reading research.section numbers vary search name tofind correct section number crn registering thiscourse need register maybe different instructors open s/n 
68,"('BrownCut.pdf', 'CAMST 2923')",independent reading research.section numbers vary search name tofind correct section number crn registering thiscourse need register maybe different instructors open s/n 
69,"('BrownCut.pdf', 'CAMST 2950')",independent reading research public wish research 
70,"('BrownCut.pdf', 'AMST 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time 
71,"('BrownCut.pdf', 'ETHN 0090A')",examine historical formation contemporary reality border bilingual u.s. mexican latino framework globalization border communities lives identities international particular attention peoples read materials watch films discussions english spanish comfort proficiency spanish native command limited hu-dehart up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
72,"('BrownCut.pdf', 'ETHN 0190B')",race technology asians asian americans capitalism colonialism u.s. film literature theory aims labor consumption historical backdrop evolving u.s. economy asian contemporary anxieties surrounding chinese japanese manufacturing aims cultural capitalism 
73,"('BrownCut.pdf', 'ETHN 1000')",introduction u.s. society whose identity rooted diversity explores historical contemporary ethnic groups analyzes different representation those experiences ethnic u.s. escudero 
74,"('BrownCut.pdf', 'ETHN 1200B')",contemporary indigenous past indigenous communities tool cultural genocide forcing native peoples western norms knowledge however communities managed reshape native utilizing methods technologies wellas drawing upon generations traditional indigenous create environments promote achievement focus native educational sovereignty language schools indigenous traditional ecological scientific keene 
75,"('BrownCut.pdf', 'ETHN 1200D')",latinx literature.this introduce broad array latina/o poetry drama graphic while there long tradition literature united states focus primarily present familiarize readings critical essays limited rodriguez 
76,"('BrownCut.pdf', 'ETHN 1200I')",resistance native peoples been portrayed set stereotypes indian images media hollywood sports costumes willexamine foundations focus contemporary ongoing examples urban magic america focus taking back reshaping native media design film keene 
77,"('BrownCut.pdf', 'ETHN 1200J')",asian americans largest america had ever seen workers central pacific hundred asian americans now model minority rendered current struggles justice yet draft resistors women asian americans rich legal andpolitical activism particular attention paid gender national lee 
78,"('BrownCut.pdf', 'ETHN 1200K')",introduction indian historical contemporary issues examining issues sovereignty representation culture politics because inter-disciplinary texts indigenous anthropology cultural film literature indian cultures survive shape united states special background welcome limited hoover 
79,"('BrownCut.pdf', 'ETHN 1200L')",introduction latinx latinx population united states continues popular culture discuss group mexican americans dominican americans cuban americans puerto americans central america formation state policies phenomena revolutions influence daily life latinx communities territories analyze cultural texts facility key concepts martinez 
80,"('BrownCut.pdf', 'ETHN 1650E')",food justice public food justice look like vision best public explores activists defined food justice various communities structural lack access sufficient culturally culminate exhibit exploring issues broader hoover 
81,"('BrownCut.pdf', 'ETHN 1650F')",mapping violence research project aims expose violence legacies colonization slavery intersect early although histories interdisciplinary ethnic public rethink limits research historical methods presenting findings public audiences allow historical research contribute original research mapping violence martinez 
82,"('BrownCut.pdf', 'ETHN 1750A')",immigrant movements theory legal status potential movement movement participants represented protest examine movement united states today readings films guest lectures local immigrant rights activists partof local community where semester-long escudero 
83,"('BrownCut.pdf', 'ETHN 1750B')",rights food eating local native communities local traditional food culture way explores disparate native communities efforts groups address problems increasing community access traditional whether gardening projects fishing examine native food movements local food movements struggles food hoover 
84,"('BrownCut.pdf', 'ETHN 1900E')",senior ethnic keene up-to-date information please visit brown.edu https //cab.brown.edu 
85,"('BrownCut.pdf', 'ETHN 1910')",independent study.section numbers vary please correctsection number crn registering 
86,"('BrownCut.pdf', 'ETHN 1920')",senior numbers vary please correctsection number crn registering 
87,"('BrownCut.pdf', 'ANTH 0066D')",past role past present examples parts look implicated contemporary cultural past focus archaeologists interest scientific mobilized nation-building profit entertainment different archaeological past introduction present future limited rubertone 
88,"('BrownCut.pdf', 'ANTH 0066N')",peoples cultures focus cultural known mexico incorporating south rio living time inthe united states specific covered recent gender conventions national international migration conquest colonial periods land violence popular culture protest limited 
89,"('BrownCut.pdf', 'ANTH 0100')",introduction cultural provides introduction cultural anthropology defining questions methods findings examine historyand utility anthropology method culture under anthropology findings cultures own 
90,"('BrownCut.pdf', 'ANTH 0300')",culture introduction field medical anthropology lecture discussion examine context illness cultural disease medical systems willprovide introduction theoretical frameworks approaches human related anthropology offers revealing perspective diversity characterizes human experiences sexuality disease aging mental illness disability inequality mason 
91,"('BrownCut.pdf', 'ANTH 0310')",human theory human evolution past present future evolution adaptation fossil behavioral evolution primates variation contemporary human biological 
92,"('BrownCut.pdf', 'ANTH 0500')",past anthropological offers broad human past evolutionary past facilitate explores methods concepts theories anthropologists employ places case across globe archaeology focuses inthis small-group discussion laboratory field lectures understanding past knowledge affects houston 
93,"('BrownCut.pdf', 'ANTH 0800')",sound introduction introduction language culture considers reflects reality creates 'll cases broad current relevance process learning analytical anthropological approach language power 'll consider language creates inequality difference language promotes language creatively performance literature film mass media language does important specific contexts courtrooms medical 
94,"('BrownCut.pdf', 'ANTH 1030')",architecture ancient building ancient america focus central america andes underlying concepts meaning method cosmos kingship symbol authorship empire royal court rich museum focus houston 
95,"('BrownCut.pdf', 'ANTH 1125')",indigenous indigenous archaeology sometimes defined indigenous peoples past contemporary justice addition inclusive responsible indigenous peoples seek contribute accurate understanding thus attempt broaden consideration indigenous epistemologies covers anthropological archaeology indigenous representational practices 
96,"('BrownCut.pdf', 'ANTH 1150')",middle anthropological focusing anthropological methods middle eastern cultures emphasizes studyof kinship tribal structure organization gender relations relations distinctions draws upon insights basis understanding contemporary economic dynamics 
97,"('BrownCut.pdf', 'ANTH 1240')",religion recent seem defy religious traditions modern examine theories methods religion tounderstand spiritual rituals magic experiences waysof thinking acting typically associated against theconcept singh up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
98,"('BrownCut.pdf', 'ANTH 1242')",examines point topicsinclude death suicide disability medical research population control distinguish between experiences people faced aspire then ask perspectives powerful dynamics race gender religion finally code ethics takes into account fundamentally connected life mason 
99,"('BrownCut.pdf', 'ANTH 1253')",visual anthropology documentary films lecture entails introduction documentary films anthropological continuity between visual select films weekly address exclusive authors critically either discontinuity uses films films inform understandingof written anthropological read culture fromthe visual culture 
100,"('BrownCut.pdf', 'ANTH 1300')",anthropology consider uses alcohol drugs approaches recovery cross cultural linguistic works opportunity own anthropological interviews regarding observe local step recovery enrollmentlimited 
101,"('BrownCut.pdf', 'ANTH 1301')",anthropology emerged public concern united states andin late 1970s people people living way life had large cities readings discussion experiences uncover spend least two hours per week order field placements 
102,"('BrownCut.pdf', 'ANTH 1553')",energy explores physical energy power across human enables studentsto contemporary energy simply material matter inequality instability structural indigenous sovereignty issues complex operations coal solar wind gas offers conceptual framework intersecting material dynamics power navigating today greatest resource 
103,"('BrownCut.pdf', 'ANTH 1621')",material culture theory contexts latin america identification dating analysis interpretation individual team research projects life limitedto rubertone 
104,"('BrownCut.pdf', 'ANTH 1623')",archaeology death burial memorials comparative prehistory historical periods does burial give human illuminate lives people past tell personal identities relations reveal beliefs legal excavation rubertone 
105,"('BrownCut.pdf', 'ANTH 1720')",human simply tissue human into narratives past evolution biography individual past lives lecture laboratory anatomy human functional perspective 'll forensic basic skeletal analysis prepared moreadvanced medical forensic archaeological evolutionary scherer 
106,"('BrownCut.pdf', 'ANTH 1750')",forensic forensic anthropology human answer very grounded anthropological anthropology archaeology focus understanding human violence migration embodiment forensic anthropology employed document interpret human contexts survey fields approaches human 
107,"('BrownCut.pdf', 'ANTH 1830')",pictured text.writing makes language visible thus images languagealso delimits legibility turning words into images andimages into words occurs great speed exploresthe text image across traditions—chinese mayan egyptian islamic greco-roman others extending present.topics context scribal practice shapeof writing typography pseudo-writing graffiti andcontemporary houston 
108,"('BrownCut.pdf', 'ANTH 1901')",anthropology in/of provides introduction museums politics representation identity meaning collecting collaboration community engagement assignments involve anthropology exhibitions museums dedicated natural cultural practical grounding thinking working kinds institutions suitable graduate there anthropology 
109,"('BrownCut.pdf', 'ANTH 1910B')",anthropology anthropology place serves theme anthropology subdisciplines fields ofknowledge readings discussion people lives engagement theworld implicit meanings specific over express limited rubertone up-to-date information please visit brown.edu https //cab.brown.edu 
110,"('BrownCut.pdf', 'ANTH 1911')",gender sexuality middle overview key issues gender sexuality reference middle willprovide understanding prevailing structures practices those interested middle cultures politics those interested women while focuses anthropological approaches interdisciplinary scope readings theoretical anthropology sociology 
111,"('BrownCut.pdf', 'ANTH 1940')",research different theoretical assumptions shape examine hypotheses research questions appreciate ethical scientific fieldwork projects prerequisite 
112,"('BrownCut.pdf', 'ANTH 1970')",individual research project.section numbers vary please correctsection number crn registering 
113,"('BrownCut.pdf', 'ANTH 1990')",senior making senior capstone critical look past present future anthropology proceeds premise field order build examines contributions past key questions address discipline aims 21st field successfully voices perspectives central theories continue define field does scherer 
114,"('BrownCut.pdf', 'ANTH 2000')",theory.an examination intellectual roots development method anthropology discipline nineteenthcentury sociocultural singh 
115,"('BrownCut.pdf', 'ANTH 2010')",principles cultural exploring fundamental theoretical currents 21st-century cultural mason 
116,"('BrownCut.pdf', 'ANTH 2020')",methods anthropological research.a methodological problems associated field cultural anthropology designed help prepare summer dissertation 
117,"('BrownCut.pdf', 'ANTH 2045')",writing workshop designed graduate anthropology closely related fields writing grant dissertation research grant proposals workshopped familiarity format proposals strategies needed labor offering carter 
118,"('BrownCut.pdf', 'ANTH 2050')",week contemporary sociology journalism discussion determine carefully examine methods involved research written importance anthropology fields broad geographic 
119,"('BrownCut.pdf', 'ANTH 2055')",infrastructure inequality provides introduction three literatures those inequality examinethe concepts distinct ones cases drawn wide variety mainly approaches issues appropriate graduate 
120,"('BrownCut.pdf', 'ANTH 2450')",exchange 
121,"('BrownCut.pdf', 'ANTH 2501')",principles theoretical methodological issues attention given past current archaeology scherer 
122,"('BrownCut.pdf', 'ANTH 2515')",material past decade there been interest culture explicitly interdisciplinary involving anthropology archaeology literary theory philosophy among others perspectives exhibit approaches people people mediate relationships argued having graduate designed encourage upon material culture 
123,"('BrownCut.pdf', 'ANTH 2520')",archaeology focusing current issues archaeology mexico central america draws john carter houston 
124,"('BrownCut.pdf', 'ANTH 2590')",space power critically examines politics space landscape aninterdisciplinary perspective after reading key texts cultural geography themes recent scholarship spatial production sovereignty subjectivity andthe evolving role digital public culture politics drawn archaeology 
125,"('BrownCut.pdf', 'ANTH 2800')",linguistic theory introduction theoretical methodological issues oflanguage life begin examining language classical research language phonology categories focus broader humanistic research then consider areas cognition linguistic meaning register speech performativity verbal poetics reported speech performance linguistic 
126,"('BrownCut.pdf', 'ANTH 2970')",preliminary examination preparation.for graduate met tuition requirement arepaying registration continue while fora preliminary 
127,"('BrownCut.pdf', 'ANTH 2980')",reading research.section numbers vary please correctsection number crn registering course.for up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
128,"('BrownCut.pdf', 'ANTH 2990')",thesis preparation.for graduate met residency requirement arecontinuing research time xlist interest concentrating mathematics 
129,"('BrownCut.pdf', 'APMA 0160')",introduction scientific discipline involve numerical instruction programming matlab applications solution linear equations vectors equations iteration newton method interpolation difference equations numerical integration differential 
130,"('BrownCut.pdf', 'MATH 0100')",
131,"('BrownCut.pdf', 'APMA 0330')",methods applied mathematics ii.this cover mathematical techniques involving equations analysis physical biological andeconomic phenomena emphasizes established methods andtheir applications rather foundation order differential equations introduction numerical methods solutions laplace guo 
132,"('BrownCut.pdf', 'APMA 0340')",methods applied mathematics techniques involving differential equations physical biological economic phenomena established methods rather foundations second order differential equations applications linearalgebra systems equations numerical methods nonlinear stability introduction partial differential equations introduction prerequisite 
133,"('BrownCut.pdf', 'APMA 0350')",covers differentialequations systems involving single independent processes two independent partial differential equations pde concepts see problems described seemingly contexts result similar equations methods solution analytical numerical contexts order equations second order problems involving processes systems two three together maxey 
134,"('BrownCut.pdf', 'MATH 0170')",intended special interest engineering main calculus vectors three differential equations second order infinite power fourier weekly problem 
135,"('BrownCut.pdf', 'MATH 0180')",intermediate geometry differential integral calculus two three partial multiple integrals integrals green theorem stokes theorem prerequisite katz katz nguyen nguyen 
136,"('BrownCut.pdf', 'MATH 0190')",advanced placement calculus roughly same material same 
137,"('BrownCut.pdf', 'MATH 0350')",honors calculus vector analysis multiple integration integrals green theorem stokes theorem theorem additional material selected advanced placement written 
138,"('BrownCut.pdf', 'MATH 0520')",linear spaces linear systems projections differential equations difference equations models economics biological sciences 
139,"('BrownCut.pdf', 'APMA 0360')",applied partial differential equations i.this builds 
140,"('BrownCut.pdf', 'APMA 0650')",essential probability statistics emphasizing statistical basic concepts visual numerical representative samples elementary theory distribution sampling variability inference measures examples popular life physical sciences lawrence 
141,"('BrownCut.pdf', 'APMA 1070')",quantitative models biological models help problems biology been recent introduction concepts techniques applications dynamics infectious kinetics cellular biology additional covered vary discussed arise context biologicalproblems 
142,"('BrownCut.pdf', 'APMA 1080')",inference molecular quantities fundamental biological emerged goal enable probabilistic models draw inferences problems novel statistical bayesian inferences rates statistical change point markov models filters high computing responsibility own lawrence 
143,"('BrownCut.pdf', 'APMA 1160')",introduction numerical provides introduction numerical methods non-linear problems attention given mathematical underpinnings tounderstand theoretical problems andthe algorithms designed solve methods nonlinear methods anintroduction constrained applications image processing explored basic programming level 
144,"('BrownCut.pdf', 'APMA 1170')",introduction computational linear fundamental algorithms computational linear algebra concentrators basic linear algebra etc errors errors methods techniques computation eigenvalues eigenvectors introduction least squares 
145,"('BrownCut.pdf', 'APMA 1180')",introduction numerical solution numerical techniques partialdifferential equations overview techniques approximation functions development analysis control differentialequations solution problems methods linear partial differential equations willbe matlab computer languages mathematical algorithms under consideration language therefore recommended 
146,"('BrownCut.pdf', 'APMA 1200')",operations research probabilistic probabilistic problems methods operations research methods problem chains processes stochastic service theory under dynamicprogramming applications prerequisite 
147,"('BrownCut.pdf', 'APMA 1650')",ofthe tracks integrated main topic linear models statistics specific topicsinclude tests nonparametric tests introduction approach multiple analysis variance design experiments prerequisite apma1650 1655 equivalent basic linear 
148,"('BrownCut.pdf', 'APMA 1210')",operations research introduction basic mathematical allocation effort linear programming network models programming integer 
149,"('BrownCut.pdf', 'APMA 1330')",methods applied vector calculus coordinates partial differentialequations heat conduction equations equation laplace poisson equations special functions fourier power solution differential equations problem 
150,"('BrownCut.pdf', 'APMA 1360')",applied dynamical gives overview theory applications modeled differential equations dynamics parameters varied investigate solutions arise applications additional structures time dynamics systems complicated dynamics possess sets applications chemical climate epidemiology transitions 
151,"('BrownCut.pdf', 'APMA 1655')",statistical inference 1655 depth apma1650 1655 optional recitation section additional individual applied math concentrators either version 
152,"('BrownCut.pdf', 'APMA 1660')",designed sequel 
153,"('BrownCut.pdf', 'APMA 1690')",computational probability probability theory mathematical statistics fromthe perspective computing selected random monte carlo methods theorems stochastic dependence bayesian calculus-based probability statistics e.g apma1650 isrequired programming 
154,"('BrownCut.pdf', 'APMA 1710')",information theory fundamental limits storage intended primarily advancedundergraduates beginning graduate offers information theory applications data compression communication presence channel capacity channel coding compression prerequisite 
155,"('BrownCut.pdf', 'APMA 1740')",recent applications probability statistics.this develops mathematical foundations statistics computational cognitive engineering sciences gibbs large deviations exponential models statistical generative approaches classification models dynamicprogramming mcmc computing parameter 2610 1740. calculus-based statistics programming mathematical background essential 2610 analysis 
156,"('BrownCut.pdf', 'APMA 1930T')",discuss sample physics biology aspects modeled differential equations mathematics emerging contribute understanding underlying expected familiarity theory partialdifferential equations level 
157,"('BrownCut.pdf', 'APMA 1930U')",introduction stochastic differential serves introduction stochastic differentialequations senior undergraduate level covered white noise stochastic integrals calculus solutions stochastic differentialequations formula several applications control theory mcmc methods addressed depending interests 
158,"('BrownCut.pdf', 'APMA 1940Z')",probability quantum start probability statistics good math making assumptions lead mathematically consequences almost eye most minimum mathematical foundation sufficient transition quantum familiar classical principles bell theorem quantum theorem quantum computing quantum 
159,"('BrownCut.pdf', 'APMA 1970')",independent study.section numbers vary please correctsection number crn registering course.for up-to-date information please visit brown.edu https //cab.brown.edu descriptions 
160,"('BrownCut.pdf', 'APMA 2110A')",real function theory 
161,"('BrownCut.pdf', 'MATH 2210')",real function numbers outer measures measures functions modesof spaces measures theorem measures theorem space 
162,"('BrownCut.pdf', 'APMA 2120A')",real function theory 
163,"('BrownCut.pdf', 'MATH 2220')",
164,"('BrownCut.pdf', 'APMA 2190')",nonlinear dynamical systems theory theory differential equations flows systems linear systems hamiltonian functions stability manifolds center manifolds theory nonlinear oscillations method averaging method applications biological 
