,School,CourseID,Descriptions
10,WilliamJewell,CTI 202 Performance Studies	(4 cr. hrs.),"This course trains students to read aloud a printed work in such a way that they effectively communicate to their audience the meanings and the rich complexities of the text at hand. On the premise that each academic discipline is like a subculture, students will research and analyze in writing the disciplinary cultures and methodologies their chosen text will represent in performance. Students also will analyze the conversations between cultures presented in texts and their own cultures. (Interdisciplinary humanities course) "
11,WilliamJewell,CTI 204 Cultural Values and Visual Art 	(4 cr. hrs.),"This course is an introduction to the study of visual imagery as a medium through which core cultural values find expression. Through class discussion, essay examinations and an extended research paper, students will demonstrate a clear grasp of the fundamental beliefs and values of several different worldviews. (Interdisciplinary humanities course)"
12,WilliamJewell,CTI 205 La Doulce France 	(4 cr. hrs.),"A broad perspective on France including geography, history (particularly from the 17th Century to the present), literature (in translation), art, music, government and implicit culture designed to lead students to an appreciation of French culture. Attention will be drawn to French contributions to the United States and to cultural comparisons. (Interdisciplinary humanities course)"
13,WilliamJewell,CTI 206 The Latina/o Experience	(4 cr. hrs.),"This course will trace the history of the Latina/Latino presence in the United States from the period of Spanish colonization, through the Mexican- American war and up to the present. The student will examine writings in the disciplines of history, literature and sociology in order to gain an understanding of the current and historical issues in the Latina/o community. The major questions addressed will be those of identity and the struggle for place, recognition and justice in the society at large. (Interdisciplinary humanities course)"
14,WilliamJewell,CTI 207 The Harriman-Jewell Series	 (4 cr. hrs.),"This course is a study that puts the events of the Harriman-Jewell Series into the context of the curriculum: the experiences of the performances are the subject, and readings and class sessions will provide enhancement background for them. The interdisciplinary features of the course include observation and listening to musical and dance performances, study of performance traditions, biographical study and cultural and performance history. (Interdisciplinary humanities course)"
15,WilliamJewell,CTI 208 Women Writers of World Literature 	(4 cr. hrs.),"An introduction to women’s literature (literature by women about women), specifically to the novel of the twentieth century, from various world perspectives. The history, geography and culture (including such topics as religion, social norms, economy, racial and ethnic concerns and political events) of specific countries and regions of the world will add to a greater understanding of women’s experience of these novels and their search for identity, fulfillment and self-expression. Brief discussion of theory concerning women’s writing will add to the students’ appreciation of the act of writing as a mode of self-expression and self-exploration as well as an act of communication. (Interdisciplinary humanities course)"
16,WilliamJewell,CTI 210 Film Worlds 	(4 cr. hrs.),"This course uses films as texts in order to explore the social, historical and cultural contexts the films depict. Interdisciplinarity is sought in the methods roughly analogous to those used in literary and historical investigation. The course will introduce students to new ways of seeing; they will watch a film against a complex matrix of interdisciplinarity that will confront their own cultural assumptions. Any particular focus of the course during a particular semester will be indicated in the class schedule. (Interdisciplinary humanities course)"
17,WilliamJewell,"CTI 215 Trust, Betrayal and Forgiveness 	(4 cr. hrs.)","The course will inquire into the nature and value of trust, betrayal and forgiveness or, more generally, in the field of personal relationships, relation, perturbation and reconciliation. It will approach these topics through philosophical analysis and literary methods. Students will read and develop philosophical analyses of the key concepts and write scenarios (biographical, autobiographical, historical and/or imaginative) that implicate the three main themes. The scenarios will be critiqued for their adequacy in light of the demands of philosophical coherence, and the philosophical analyses will be critiqued in light of their capacity to deal with the nuances of the scenarios. This approach will be extended through reading and analyzing selected works of literature. Students will also consider the nature of relations of the methods, philosophical and literary, that are used for understanding and appreciating human relations. (Interdisciplinary humanities course)"
18,WilliamJewell,CTI 216 Wagner: Lord of the Ring	(4 cr. hrs.),"The development of modern mass media and the synthesis of art and entertainment both have their genesis in Richard Wagner’s operas, especially in his epic “Der Ring des Nibelungen.” This course will explore the context and content of the 15-hour cycle, Wagner’s influence on 20th century art, politics, and the complexity of multi-media expression in cultural formation. The ways in which his thematic materials are made manifest in cinema will also be investigated. Particular attention will be given to answering the questions: Why (and how) do artistic expressions cause controversy? How does art contribute to cultural formation and ideology? When does art become entertainment and entertainment become art? (Interdisciplinary humanities course)"
19,WilliamJewell,CTI 217 The Digital Community	(4 cr. hrs.),"Combining classic and contemporary critical theory with cultural analysis, this course examines the way new means of communication and virtual representation remap (if not reconstruct) reality and the way these re-mappings affect our identities, frames of thinking, values, relations, labor and material conditions of life–our community and the way we understand its boundaries. (Interdisciplinary humanities course) "
20,WilliamJewell,CTI 219 Intercultural Communication	(4 cr. hrs.) ,"A course designed to introduce students to such concepts as cultural differences, cultural belief systems, culture shock and acculturation, language of culture and multicultural nonverbal messages. (Interdisciplinary humanities course)"
21,WilliamJewell,CTI 220 Literary Topics 	(4 cr. hrs.),"A study in comparative themes and topics found in significant literary works from more than one literary or cultural tradition. Examples include revenge literature, sexuality in literature, literature in religion, literary utopias and dystopias. The focus of any particular semester’s course will be indicated in the class schedule. (Interdisciplinary humanities course)"
22,WilliamJewell,CTI 226 Religion and Meaning	 (4 cr. hrs.),"This class will explore how religion, particularly the religion of the biblical tradition, serves to guide people in the creation of meaning for understanding both the world they live in and its ethical structures. Using biblical texts and secondary readings from the discipline of sociology, students will explore specifically the secularizing effects of modernization on religion and ways that various religious traditions have responded to the problem of secularism. (Interdisciplinary humanities/religion course)"
23,WilliamJewell,CTI 229 Christianity and Tyranny 	(4 cr. hrs.),"Using the disciplines of literature and theology, this course addresses the question of how one can live under a repressive regime. Through close reading, class discussion and the presentation of a position paper, students will apply biblical principles to the ethical dilemmas raised by this question of responding to tyranny. (Interdisciplinary humanities/religion course)"
24,WilliamJewell,"CTI 232 Relationships: Psychological, Religious and Societal Perspectives 	(4 cr. hrs.)","This course will examine the diverse ways in which human beings form, maintain and dissolve relationships with each other and with the divine. Students will demonstrate their engagement with class discussions, readings and lectures through weekly in-class writing exercises and application exercises (such as debates or simulations). (Interdisciplinary humanities/religion course)"
25,WilliamJewell,"CTI 233 Songs, Symbols and 
Services of Christian Worship 	(4 cr. hrs.)","An historical survey of Christian hymnody, liturgies and other worship practices, including devotional texts, musical styles, symbols and building design, from their Jewish antecedents to the present day. Students engage with the material through course readings, textual analysis and singing of hymn texts, worship service design, participation in worship services representing a variety of denominations, reflection papers, presentations and class discussions. Assignments require limited travel to off-campus sites for weekend worship services. "
26,WilliamJewell,"CTI 236 Magic, Science and Religion 	(4 cr. hrs.)","This course studies the distinctions that emerge between magic, science and religion when seeking to understand whether and how a civilization’s reasons for confidence in science differ from those that support its belief in religion. The course will be structured around the categories, often applied to religion, of mystery, salvation, causation and theodicy as they apply to all three topics (magic, science and religion). (Interdisciplinary humanities/religion course)"
27,WilliamJewell,CTI 238 Religion in the Modern Age 	(4 cr. hrs.),"This course studies significant shapers of modern religious studies, and students explore how human communities create and maintain worlds of meaning in response to experiences of the sacred. The ongoing significance of religion in the American, including African-American, context is given focused attention. Generally offered every semester. (Interdisciplinary humanities/religion course)"
28,WilliamJewell,"CTI 239 Judaism, Christianity and Islam 	(4 cr. hrs.)","The course offers a comparative overview of Judaism, Christianity and Islam in their comparative histories, varying theological and ethical centers and scriptures. While the course examines all three religions from a single disciplinary perspective (i.e. religious studies), the comparative method invites questions that may only be appreciated by imposing methods and assumptions from other disciplinary (i.e., non-religious studies) perspectives. (Interdisciplinary humanities/religion course)"
29,WilliamJewell,CTI 240 Reading the Bible: Then and Now	 (4 cr. hrs.),"This course explores the reading of the Bible in the context of the history of Christianity. After surveying various ways of reading the Bible throughout Christian history, special attention is given to modern and post-modern modes of biblical interpretation. Students will learn how such contemporary modes of reading take place in conversation with other academic disciplines: cultural anthropology, narrative criticism and reader response criticism. (Interdisciplinary humanities/religion course)"
30,WilliamJewell,CTI 244 The Epics of Heaven and Hell 	(4 cr. hrs.),A study of two significant works of world literature: The Divine Comedy and Paradise Lost. Students will appreciate two examples of the heroic epic and understand how each author reads and reinterprets earlier epic literature and the Christian tradition. They will explore the two cultural worlds represented by the poems (high middle ages and early modern) and reflect on how the works provide two different readings of the Christian theological tradition and the Bible (Thomist Roman Catholic and Protestant). (Interdisciplinary humanities/religion course) 
31,WilliamJewell,"CTI 246 God, Nature and Science 	(4 cr. hrs.)","Students will learn essential features of the neo-Darwinian theory of evolution, as well as religious, primarily Christian, arguments both challenging and affirming the theory. Evolution grounds human existence interdependently with nature, not over and above nature, a status that religion can either endorse or challenge. The course explores biblical responses to the issue of human ecological responsibility, including the study of both “green-friendly” and “not-so-green-friendly” texts. "
32,WilliamJewell,CTI 251 The Science of Forensics 	(4 cr. hrs.),"This course is focused on the application of scientific techniques to the collection and analysis of evidence used for investigating criminal cases. In the context of investigating criminal cases students will gain an understanding of scientific methodology, analytical thought and techniques used in the analysis of hair and fiber evidence, drugs and toxic substances, arson and explosion, firearms and tools and biological specimens. The legal and ethical issues surrounding scientific integrity in the collection, handling and analysis of evidence will also be explored. CTI 251 will meet a teaching certification requirement for a physical laboratory science. (Interdisciplinary science course) This course includes an integrated laboratory/experiential learning component."
33,WilliamJewell,CTI 253 Energy and Society	(4 cr. hrs.),"A science course approaching the topic of energy from the discipline of physics but involving, at the application level, the larger considerations of individual and societal responsibility, which transcend the paradigms and boundaries of conventional physics courses. CTI 253 will meet a teaching certification requirement for a physical laboratory science. (Interdisciplinary science course) This course includes an integrated laboratory/experiential learning component."
34,WilliamJewell,CTI 256 The Science of Sight and Sound 	(4 cr. hrs.),"The nature of sound and light is addressed in the context of our auditory and visual senses. Physics of sound, anatomy and physiology of the ear and the pathway to the cerebral cortex, and the psychology of perception are drawn upon to understand the functioning of musical instruments as well as our perception of music. The richness of color sensation in nature and art is addressed by similarly drawing on the physics of light, as well as the anatomy, physiology and psychology of vision. Technological approaches to correcting ocular and auditory defects are addressed as well as means of enhancing or extending the senses of sight and hearing. CTI 256 will meet a teaching certification requirement for a physical laboratory science. (Interdisciplinary science course) This course includes an integrated laboratory/experiential learning component."
35,WilliamJewell,CTI 259 The Ecology of Food 	(4 cr. hrs.),"The Ecology of Food is an exploration of food from the following perspectives: the importance of food (requirements for human health, supply and demand) the distribution of starvation and abundance, the ecological and economic reasons for this distribution, the amount and sources of energy involved in food production, the role of food production in sustainability issues (water, energy and soil/nutrient supply), the economics of food and food production, various forms of agriculture used to produce food, and, finally, food security in a global marketplace in an age of terrorism. CTI 259 will meet a teaching certification requirement for a biological laboratory science. (Interdisciplinary science course) This course includes an integrated laboratory/experiential learning component."
36,WilliamJewell,"CTI 260 Sustainability and the 
World’s Resources	(4 cr. hrs.)","This course is an exploration into the scientific and public policy issues surrounding the effects of global development on the world’s natural resources. Resources to be investigated include the air we breathe, sources of energy, the world’s water supply and the extraction of virgin materials such as metal ores. The recycling of metals, plastics and other materials will also be considered. Relevant scientific concepts will be explored, as well as available sustainable practices for utilization of these natural resources. CTI 260 will meet a teaching certification requirement for a physical laboratory science. (Interdisciplinary science course) This course includes an integrated laboratory/experiential learning component."
37,WilliamJewell,CTI 261 Ethnobotany	(4 cr. hrs.),"Ethnobotany is the study of the interactions between humans and plants, focusing on how plants are used every day by humans for food, medicine, recreation, housing, clothing, etc. This class explores the cultural, religious and historical importance of plants to humans as well as focusing on the study of plant biology. The course will interweave exploration of plant biology with the understanding of how plants are used by humans and have, in turn, impacted human history and culture. CTI 261 will meet a teaching certification requirement for a biological laboratory science. (Interdisciplinary science course.) This course includes an integrated laboratory/experiential learning component."
38,WilliamJewell,CTI 262 Astrobiology	(4 cr. hrs.),"Astrobiology is the study of the origin, evolution and distribution of life in the universe. It uses interdisciplinary science at the intersection of biology, geology and astronomy to discover where and under what conditions life arises and exists in the universe. This course examines the origin and evolution of life on Earth, what conditions are necessary for a habitable planet, which planets and moons in our solar system could harbor life, and the search for habitable extra-solar planets. CTI 262 will meet a teaching certification requirement for a physical laboratory science. (Interdisciplinary science course.) This course includes an integrated laboratory/experiential learning component."
39,WilliamJewell,CTI 275 Communities and Social Problems 	(4 cr. hrs.),"This course focuses on various expressions of inequality from sociological, economic, historical and psychological perspectives. Students will present oral and written reports of analyses of various social problems. There is a Service-Learning component in this course. (Interdisciplinary social science course)"
40,WilliamJewell,CTI 280 The Second World War	(4 cr. hrs.),"The course examines the military, political and social history of World War II, as well as the conflict’s origins and the causes of Allied victory. Students will consider ethical questions such as those related to the rise of fascist dictatorships in Germany and Japan; targeting civilian populations during a “total war”; the Holocaust; Japanese war-crimes in Asia; Japanese internment in the United States; racism in the Pacific War; the fire-bombing of German and Japanese cities and the use of atomic bombs; and the Nuremberg trials. (Interdisciplinary social science course)"
41,WilliamJewell,"CTI 281 Medicine, Money and Morals	 (4 cr. hrs.)","This course explores issues in the area of biomedical ethics. The interdisciplinary origin of biomedical ethics facilitates investigation into the societal impact of medicine, morality and economics. Students explore competing power structures within the healthcare industry from both an historical and contemporary perspective. Students analyze justice within existing and ideal healthcare structures with particular attention to justice for the vulnerable. (Interdisciplinary social science course)"
42,WilliamJewell,CTI 285 Comparative Revolutions 	(4 cr. hrs.),"We often label significant moments of change ‘revolutions.’ Such moments in time often reveal the significant differences between competing ideas and the reality of power and justice. This course will guide students through a comparative study of at least two revolutions, for example the French Revolution of 1789, the Russian Revolution of 1917, the Scientific Revolution of the 17th century, the American Revolution, the Industrial Revolution of the 18th century, etc. Some of the key questions involved in this course will include: How do we define revolution? What causes them? What influences their outcomes? Are revolutions primarily political events or must they also involve social and/or economic change? Who participates in revolution and why? Are some revolutions failures and others successful? "
43,WilliamJewell,"CTI 286 Gender, Power and Justice 	(4 cr. hrs.)","Gender, like race and class, is one of the fundamental categories that have affected, if not determined, one’s experience of power and justice. This course looks in particular at the experiences of women and men from the 18th century to the present. It examines both the theory and reality of women’s roles in the family, the work place and the state and how those have changed over time. (Interdisciplinary social science course)"
44,WilliamJewell,"CTI 288 Philosophy of Power, Sex and Gender	(4 cr. hrs.)","This course is an introduction to contemporary feminist theory, taught in a seminar format. We will consider the philosophical implications of claims made in other fields, including anthropology, political science, sociology, psychology and biology. Questions we will consider include: What is the relationship between sex and gender? How has the discipline of philosophy generally understood women, and presupposed a particular attitude toward gender? What are liberal feminism, radical feminism, Marxist feminism, multicultural feminism, post-modern feminism and how do they differ from one another? What are some important arguments made by feminist ethicists and feminist epistemologists? How are contemporary feminist philosophers contributing to the debate on micro-inequities and implicit bias? Students will gain familiarity with current feminist philosophical scholarship while developing their own scholarly abilities and skills of critical analysis. (Interdisciplinary social science course)"
45,WilliamJewell,CTI 289 Today’s American Political Debate	(4 cr. hrs.),"This course examines major current controversies in the national political conversation of the United States. It focuses on questions of economic policy as well as controversies over social questions. Readings reflect a diversity of political perspectives. Attention will also focus on how specific political debates are shaped by the contending world views of the participants. Among the matters covered are economic and social stratification and inequality, the condition of social capital, and the dividing line between public and private. (Interdisciplinary social science course)"
46,WilliamJewell,CTI 401 Birth by Any Means? 	(4 cr. hrs.),"In the United States today, Assisted Reproductive Technology (ART) is a virtually unregulated field of medical practice. In this capstone course, students will consider competing ethical frameworks on the technological creation of life. Students will also develop careful proposals on whether and how to regulate ART in a variety of settings, from the law and public funding to counseling briefs for hospitals."
47,WilliamJewell,"CTI 403 Plague, Piety and Public Policy 	(4 cr. hrs.)","This course will examine social and ethical responses to pandemic diseases, specifically the bubonic plague of the 14th century and AIDS. After exploring biological, ethical and social aspects of plague, students will offer recommendations and debate the appropriate policy response to AIDS. "
48,WilliamJewell,CTI 404 State and Society 	(4 cr. hrs.),"This course will focus on current debates over the proper scope of the public sector in American life. Students will examine contending perspectives on where and how to draw the line between the public and the private. The contending perspectives might include libertarianism and social justice liberalism, as well as Roman Catholic and Calvinist views of “natural law.” Students will then consider two current public questions: the regulation of tobacco and school vouchers."
49,WilliamJewell,CTI 406 Death by Any Means? 	(4 cr. hrs.),"This course will examine the current debate surrounding capital punishment. Students in this course will examine arguments in favor of and against the death penalty in the United States, and will also investigate the differing religious opinions, both Christian and non-Christian, that exist concerning this topic. Finally students will learn about the role that scientific evidence, specifically DNA testing, plays in this debate, and will also learn about the social justice issues that are imperative to understanding this topic."
50,WilliamJewell,CTI 407 The Economics of Well-Being	(4 cr. hrs.),"This course explores the economic, philosophical and religious implications of “wellbeing” by analyzing Mark Anielski’s five categories of capital (human capital, social capital, natural capital, built capital and financial capital) from his book, The Economics of Happiness, as they relate to both local (Liberty, Missouri and Kansas City, Missouri) and global applications (Bhutan’s “Gross National Happiness”)."
51,WilliamJewell,CTI 408 Health Care at Any Cost? 	(4 cr. hrs.),"As health care costs stretch our national resources, we are faced with choices about personal and societal health. In this course, students will explore the current U.S. healthcare system and how health values are shaped by and shape consumerism. We examine justice in healthcare and how current trends will impact future healthcare delivery. Students will critically appraise selected issues relating to healthcare and use a research process for analyzing cost in managed health care situations."
52,WilliamJewell,CTI 409 Immigration: E Pluribus Unum? 	(4 cr. hrs.),"This course will examine the issue of U.S. national identity as found in our conceptions of citizenship and national boundaries. We will raise these questions: What does it mean to be an American? What should it take to enter the United States legally? What does it mean to acquire United States citizenship? The goal of this examination will be to understand how various conceptions of national identity, citizenship and national borders shape the current debates over immigration policy. After exploring the ethical, economic, biological and social issues regarding immigration, students will create an immigration policy. That policy will be assessed as to its internally consistency, fit with the U.S. Constitution, moral soundness and comprehensiveness in defining the bounds of legal immigration as well as consequences of illegal entry."
53,WilliamJewell,CTI 411 Well-being by Design? 	(4 cr. hrs.) ,"This course will explore what structural attributes are needed to make a community strong and sustainable. We will survey some influential social justice philosophies while asking if it is possible to plan for the equitable, sustainable well-being of the members of an urban community. How can these philosophies be practically applied in actual communities in a way that protects individual happiness, community values and environmental capital? We will examine real-world proposals for community planning that attempt to answer questions such as: How are the values of that community translated into a healthy development plan for that community? What factors must be considered in designing the infrastructure that underlies healthy neighborhoods and communities within the urban context? "
54,WilliamJewell,BIO 133 Evolution and Ecology	(4 cr. hrs.) ,"This is the first of a four-semester introductory sequence of courses for the biology major and introduces students to the topics of evolution and ecology. The principles of ecology are studied from the individual to ecosystem level. The principles of evolution are examined, including macro- and micro-evolutionary processes. Required of all biology majors. Fall semester."
55,WilliamJewell,BIO 134 Biological Diversity	(4 cr. hrs.),"A survey of living organisms examining the 3 domains of life (Bacteria, Archaea and Eukarya) with emphasis on Eukaryotes including protists, fungi, plants and animals. The survey will focus on evolutionary relationships, structure and function of physiological systems and ecological and economic importance of organisms. The morphology and physiology of plants and animals will be covered, examining how these organisms cope with environmental stresses. Required of all biology majors. Spring semester."
56,WilliamJewell,"BIO 135 So, You Want To Be a Biologist?	(1 cr. hr.)","An introduction to skills necessary to be a successful biology major, including computer literacy, library research and scientific writing. Research opportunities, both in the department and off- campus through internships, will be discussed, as well as career options in biology. Ethical issues relevant to biological research will be examined. Required of all biology majors. This class is graded on a pass/fail basis for all students. Fall semester."
57,WilliamJewell,BIO 233 Cell and Molecular Biology	(4 cr. hrs.) ,"An introduction to the cellular and molecular levels of biological organization. Students will investigate the numerous, complex events that occur in the life of a cell. The structure and function of both prokaryotic and eukaryotic cells will be explored. This survey includes the principles of bioenergetics, cell metabolism and its regulation, photosynthesis, membrane transport, enzyme catalysis, gene expression and the cell cycle. The laboratory experience will utilize cellular and molecular biological techniques to explore these concepts further. Required of all biology majors. Prerequisite: CHE 122 or current enrollment. Fall semester."
58,WilliamJewell,BIO 234 Genetics	(4 cr. hrs.) ,"This course involves the study of classical, population and introductory molecular genetics. Classical genetics will include the study of Mendelian genetics, chromosomal and cytogenetics and quantitative inheritance. Introductory molecular genetics will include technological applications, genome editing and bioinformatics. Student learning will occur mainly by solving problems, group work and investigative laboratories. Required of all biology majors. Prerequisites: BIO 233; CTI mathematics. Spring semester."
59,WilliamJewell,BIO 310 Plant Biology	(4 cr. hrs.) ,"A survey of photosynthetic organisms, including their morphology, physiology, ecology, systematics and economic importance. Prerequisite: BIO 133 or 134. Fall of odd-numbered years."
60,WilliamJewell,BIO 312 Entomology	(4 cr. hrs.),"A study of the morphology, life histories, evolution and ecological and economic significance of the major insect groups. Prerequisites: BIO 133 and 134."
61,WilliamJewell,BIO 314 Herpetology	(4 cr. hrs.),"Herpetology is the study of the biology of amphibians and reptiles. While we recognize that birds are technically reptiles, we follow the traditional division of vertebrates because the biology of birds is typically covered in ornithology courses. This course will cover all aspects of the biology of amphibians and reptiles including taxonomy; systematics and identification; biogeography; evolutionary biology; ecology; behavior; physiology; morphology; reproductive biology; and conservation. The laboratory portion of the course will concentrate on field collecting and identifying amphibians and reptiles, curating collections of amphibians and reptiles, and a research project involving amphibian and reptile species diversity at a local nature sanctuary. Prerequisites: BIO 133 and 134. Spring of odd-numbered years."
62,WilliamJewell,BIO 316 Biogeography	(4 cr. hrs.),"This course examines the peculiarities in geographical distribution of species, which have fascinated biologists for centuries. The course will examine the answers to questions about species distribution (such as asking why giant salamanders occur only in the Ozarks and China) from geological, ecological and evolutionary perspectives. By the end of the course, students will know where major groups of organisms live and the major scientific theories explaining these patterns. Furthermore, students will be able to pose biogeographical hypotheses and test those hypotheses quantitatively. Prerequisite: BIO 133."
63,WilliamJewell,BIO 321 Microbiology	(4 cr. hrs.),"Study of the structure, physiology, genetics, taxonomy and ecology of microbes, to include Eukarya, Prokarya and viruses, including study of the immune response to those agents. Prerequisites: BIO 233; CHE 122 or current enrollment in CHE 122."
64,WilliamJewell,BIO 324 Developmental Biology	(4 cr. hrs.),"The study of cellular and molecular events in the course of animal development. The course will emphasize cellular and molecular events in gametogenesis, fertilization and development of complex organisms from a fertilized egg. We will investigate a diversity of mechanisms, ranging from ones that regulate fertilization to those governing differentiation, growth and morphogenesis of organ systems. This course will also cover the following concepts relevant to stem cell biology: pluripotent cell types, pluripotency and reprogramming, stem cells and cancer, therapeutics and ethics. Fall of odd-numbered years."
65,WilliamJewell,BIO 357 Animal Behavior	(4 cr. hrs.) ,"This course will consider the underlying principles that determine how an animal behaves. Animal behavior will be considered from a variety of perspectives, including genetic, physiological, evolutionary and ecological. Prerequisites: BIO 133, BIO 134. Spring of even-numbered years."
66,WilliamJewell,BIO 452 Molecular Genetics	(4 cr. hrs.) ,"A detailed experimental analysis of the molecular biology of genes. Emphasis will be placed on principles of gene manipulation and its associated techniques. Topics will include the molecular mechanisms of DNA replication, recombination and repair, the process and regulatory control of gene expression, the characterization and generation methods of mutations, genetic analytical tools and gene transfer processes. Prerequisite: BIO 234."
67,WilliamJewell,BIO 453 Ecology	(4 cr. hrs.),"The study of ecological principles and how they relate to population, community and ecosystem ecology. Application of principles to specific problems will be emphasized. Field work will include investigation of ecological principles as well as independent data collection and statistical analysis. Saturday field trips or trips covering several days may occur. Prerequisite: BIO 133. Fall of even-numbered years."
68,WilliamJewell,"BIO 360, 361, 460, 461Senior Thesis	(1-3 cr. hrs. each) ","A four-course laboratory, field or library research project is required for the major. BIO 360, the first course in the Senior Thesis sequence, is generally taken the fall of the junior year and will involve mainly library research. BIO 461 is generally taken the last semester of the senior year and will require presenting, in written and oral form, the results of the research project. BIO 361 and 460 will involve library and lab, field, or computer-based research. Prerequisites: admission to the major and GPA minimum of 2.5 in biology and 2.5 overall."
69,WilliamJewell,"BMS 111 So, You Want to be a Premed Student?	(1 cr. hr.) ","This course is designed for any first-year student interested in pursuing a career as a physician, dentist, optometrist or veterinarian. After exploring the spectrum of medical professions and the characteristics of competitive applicants to medical professional schools, each student will begin writing a personal statement for her/his future application. Additionally, the course exposes students to a variety of current issues in healthcare, including topics related to bioethics, clinical trials and cultural competency. By the end of the course, students will better understand their intended medical profession and how to prepare a compelling application for that program. There are no prerequisites for this course; however, instructor’s consent is required for any non- first year students to register. Fall semester."
70,WilliamJewell,BMS 126 Introduction to Microbiology 	(4 cr. hrs.) ,"The structure, genetics and physiology of microbes will be explored. This basic knowledge will be utilized to: 1) understand how microbes interact with their environment, including how they interact with humans to promote health or disease, and 2) Explore how chemical agents and our own immune system work to kill pathogenic microbes. Prerequisite: CHE 113 or an equivalent course. Spring semester. A course at another institution that has an online laboratory will not be accepted as a substitute for BMS 126 and 126L."
71,WilliamJewell,BMS 243 Human Anatomy	(4 cr. hrs.) ,"An introduction to the form of the human body. A comprehensive study of the structure of all eleven organ systems of the human body. While the study of anatomy requires a good deal of memorization, the focus of this course will be to emphasize structure as it relates to function. A course at another institution that has an online laboratory will not be accepted as a substitute for BMS 243 and 243L."
72,WilliamJewell,BMS 250 Human Physiology	(4 cr. hrs.) ,A comprehensive study of the function of all organ systems of the human body with a focus on their role in maintaining a constant internal environment (homeostasis). Prerequisite: CHE 113 or CHE 121. Fall semester. A course at another institution that has an online laboratory will not be accepted as a substitute for BMS 250 and 250L.
73,WilliamJewell,BUS 305	Marketing Principles (4),* The student must choose a course here that is not used to meet a requirement of the student’s major or of another minor.
74,WilliamJewell,ACC 311 Intermediate Financial Accounting I	(4 cr. hrs.),"Application of accounting theory, standards, principles and procedures for understanding financial accounting. Study of the objectives of external financial statements and professional accounting. Particular emphasis on assets, liabilities and corporate capitalization. Prerequisite: ACC 111 with a grade of C- or better."
75,WilliamJewell,ACC 335 Income Tax 	(4 cr. hrs.),"Theoretical basis for taxation from laws and regulations, determination of taxable income, deductions, exclusions and study of and filing returns. Prerequisite: ACC 111 with a grade of C- or better."
