,ï»¿,School,CourseID,Descriptions
42630,42630,SmithSUPERTRIMMED,GOV 221 European Politics ,thi focus on the develop of european democrat institut in the context of militari and econom conflict and cooper includ an introduct to the process of european integr s 4
42631,42631,SmithSUPERTRIMMED,GOV 223 Russian Politics ,thi examin recur issu face the russian state and it citizen the complex interplay between formal institut and inform polit pattern of cooper and antagon in relationship with other countri and the resourc curs it also address the import of public opinion in a hybrid polit regim the of the internet and the mass media and human right in contemporari russia it examin histori to provid suffici context but will concentr on the period between the end of the soviet union and the present day enrol limit of 40 s 4
42632,42632,SmithSUPERTRIMMED,GOV 224 Colloquium: Globalization From an Islamic Perspective ,thi introduc to the divers of polit and econom challeng and opportun face the muslim world in a global context we a rang of contemporari topic from the legaci of coloni evolv human secur issu and the emerg of islamist polit to the popular of islam bank and commerc as as chang gender role enrol limit to 20 s 4
42633,42633,SmithSUPERTRIMMED,GOV 225 Ethnic Politics in Comparative Perspective ,what is the relationship between ethnic and polit when doe ethnic differ lead to competit and conflict doe coethnic encourag greater cooper and provis of public good we explor these and question look at experi across the world though we read scholarship from the american context the focu is on ethnic and polit in other countri enrol limit of 20 s 4
42634,42634,SmithSUPERTRIMMED,GOV 226 Latin American Political Systems ,a compar analysi of latin american polit system emphasi on the polit of develop the problem of leadership legitimaci and regim continu a wide rang of countri and polit issu is cover
42635,42635,SmithSUPERTRIMMED,GOV 227 Contemporary African Politics ,thi survey examin the everchang polit and econom landscap of the african contin the aim to provid with an understand of the uniqu histor econom and social variabl that shape modern african polit and introduc to variou theoret and analyt approach to the studi of africaâ polit develop central theme the ongo process of nationbuild and democrat the constitut question the intern relat of africa issu of peac and secur and africaâ polit economi enrol limit to 35
42636,42636,SmithSUPERTRIMMED,GOV 229 Gender and Politics ,whi wa hillari clinton the onli femal prospect for the 2016 presidenti elect whi are so few head of state women take an intersect approach thi examin the role of gender and other ident in polit institut particip and represent in a transnat context three question are explor to what extent do women and men thinkact differ in polit and what might explain these differ to what extent are polit process and institut gender and how might they gender individualsâ polit activ whi are women underrepres in polit and to what extent do femal politician have an e
42637,42637,SmithSUPERTRIMMED,GOV 230 Chinese Politics ,the peopleâ republ of china repres approxim quarter of the worldâ popul sustain the largest bureaucraci in the histori of the world and current possess of a system of polit economi that combin element of both commun and capit thi introduc to the basic concept of polit process polit institut and polit event in china specif we examin chinaâ communist parti the peopleâ liber armi the legal system and parliament the econom reform authoritarian resili democrat and particip separat and unif and govern in rural china we end the by investig chinaâ relat with neighbor countri and with the world s 4
42638,42638,SmithSUPERTRIMMED,GOV 231 Colloquium: Women's Social Movements in the Middle East ,thi explor how womenâ movement emerg and sustain themselv in differ global context with a special focu on womenâ movement in the middl east begin with a brief overview of the statu of women global the class then shift to an investig of how the womenâ movement evolv in the us and end with a comparison of the polit strategi of secular and islam feminist in modernday egypt the cover issu affect womenâ live that rang from secur the vote gain recognit as full person and gain reproduct right it look at issu of religi freedom to inquir into how women in the middl east negoti a world of both contemporari and tradit religi and secular valu leav thi with a fuller appreci of the varieti of issu around which women mobil as as an understand of the divers strategi they adopt to their chosen goal s 4
42639,42639,SmithSUPERTRIMMED,GOV 232 Comparative Political Economy ,how do polit shape market and market shape polit whi do some countri becom rich while other stay poor whi doe capit take mani differ form and what do these differ mean for societi firm and individu thi class will be divid into three unit first we will explor the theoret text of polit economi second we learn about the âvarieti of capitalismâ and the differ form that transit from commun to capit have taken the third unit focus on the polit economi of develop the role of polit in creat pattern of wealth and poverti around the world enrol limit of 24 s 4
42640,42640,SmithSUPERTRIMMED,GOV 233 Problems in Political Development ,thi explor the practic mean of the âdevelopmentâ and it on a rang of global topic from the problem of poverti and incom inequ to the spread of democraci environment degrad urban and gender empower we examin exist theori of econom develop and consid how state govern intern donor and ngo interact to craft develop polici s 4
42641,42641,SmithSUPERTRIMMED,GOV 234 Colloquium: Comparative Responses to AIDS in Africa ,befor aid becam the intern prioriti it is today local commun and nation govern experienc the aid pandem firsthand respond in divers way whi have some state been more activ than other in respond to aid what ha been tri in the fight against aid in africa and more importantli what if anyth is work what condit are for success in thi we aim to learn about polit and polici in resourceconstrain set use the case studi of respons to aid in africa we start with learn the epidemiolog of hivaid and the experi of aid in africa we then explor the respons to aid by nation and intern actor the remaind of the focus on the intervent against hiv and aid conclud with a close look at the local realiti of the global intervent against aid enrol limit of 20 wi s 4
42642,42642,SmithSUPERTRIMMED,GOV 235 Government and Politics in East Asia ,east asia ha increasingli play a great role in global polit organ in theme and parallel case studi thi provid a comprehens and systemat introduct to the compar studi of the nation of east asia with a particular focu on japan north korea south korea china and taiwan the address sever topic area of polit cultur and heritag democrat govern structur and institut polit parti and leader social movement and womenâ polit represent and particip while thi studi east asian countri intraregion issu and issu involv relat with other part of the world are also examin enrol limit of 20 e s 4
42643,42643,SmithSUPERTRIMMED,GOV 236 Comparative Politics of Immigration ,thi examin immigr from a compar perspect by draw on european american and asian exampl part i explor theori and empir evalu of the econom humanitarian and cultur caus of immigr part explor the consequ of immigr face by receiv countri as as immigr we specif focu on how nativ citizen politician polit parti state and the media respond to increas immigr we also investig the race gender and class effect of the econom social and polit integr of immigr we end the on discuss of the mean role and enact of societ membership and citizenship e s 4
42644,42644,SmithSUPERTRIMMED,GOV 237 Colloquium: Politics of the U.S./Mexico Border ,thi examin the most import issu face the usmexico border nafta industri and the emerg of the maquiladora twin plant labor migrat and immigr the environ drug traffick the militar of the border and border cultur and ident the begin with a comparison of contend perspect on global befor proceed to a short overview of the histor literatur on the creation of the us mexico border though at the present time the border ha becom increasingli militar the boundari divid the unit state and mexico ha tradit been rel porou allow peopl capit good and idea to flow back and forth the focus on the border as a region histor mark both by conflict and interdepend to major in govern latin american studi enrol limit to 20 s 4
42645,42645,SmithSUPERTRIMMED,GOV 238 Elections Around the World ,whi and how do we hold elect in thi class we studi the rule that structur how we select leader to repres us and the subsequ polit behavior in respons to those rule our examin of elect worldwid involv a global overview of modern elect includ those held in authoritarian regim by the end of the each is an expert on an elect of their choic we have two question motiv our journey in thi first do elect matter second how should we hold elect e
42646,42646,SmithSUPERTRIMMED,GOV 327 East Asian Politics Seminar ,thi examin themat issu in east asian polit includ the format of nation and state democraci authoritarian polit parti polit economi gender and social movement the emphasi in thi pivot on understand theoret and conceptu issu that are anchor in east asian polit but that are gener pertin to compar polit in the world the ha two goal 1 to enabl to gain an empir and conceptu understand of the polit dynam of the region and 2 to prepar to address and debat theoret question through complet of an origin research propos e s 4
42647,42647,SmithSUPERTRIMMED,GOV 328 Rising China ,thi explor china rise and it global implic in particular how ha china achiev it econom miracl what are the econom and polit challeng face by china how doe a rise china influenc intern affair â uschina relat e s 4
42648,42648,SmithSUPERTRIMMED,GOV 241 International Politics ,an introduct to the theoret and empir analysi of the interact of state in the intern system emphasi is given to the histor evolut of the intern system secur polit the role of intern norm in shape behavior and the influenc of the world economi on intern relat not a in current event enrol limit to 70
42649,42649,SmithSUPERTRIMMED,GOV 242 International Political Economy ,thi begin with an examin of the broad theoret paradigm in intern polit economi ipe includ the econom nationalist structuralist and marxist perspect the analyz critic debat in the postâworld war period includ the role of the bretton wood institut world bank group and imf intern trade and develop the debt question poverti and global inequ and the broad question of âglobalizationâ 241 or permiss of the firstyear enrol onli if they have complet 241 enrol limit to 40
42650,42650,SmithSUPERTRIMMED,GOV 244 Foreign Policy of the United States ,in thi we ask and answer the follow question just what is âunit state foreign policyâ by what process doe the unit state defin it interest in the global arena what instrument doe the us possess to further those interest final what specif foreign polici question are gener debat today 241 or permiss of the s 4
42651,42651,SmithSUPERTRIMMED,GOV 246 Politics and the Experience of War ,an explor of how war impact the polit view of soldier and other particip thi survey sever conflict from the last centuri through the eye of combat consid both nation and individu motiv for go to war and evalu the effect of fight on the person polit of soldier read scholarship on polit social nation militari cultur faith and trauma as as account of war written by soldier enrol limit to 20 4
42652,42652,SmithSUPERTRIMMED,GOV 247 International Relations in Africa ,thi provid an introduct to the intern relat of contemporari africa it explor how africa ha redefin our understand of intern relat and it role as a global actor theme the polit of postindepend intern align the extern caus and effect of authoritarian rule and the contin role in the global polit economi the conclud with a consider of press current issu on the african contin includ state failur health intervent issu of peac and secur and chinaâ grow econom and polit influenc e
42653,42653,SmithSUPERTRIMMED,GOV 248 The Arab-Israeli Dispute ,thi investig the caus and effect of the arabisra disput of the past and present as as the viabil of effort to resolv them we consid the influenc of great power polit on the relationship between arab state and israel and between palestinian arab and isra our explor of the conflict touch on issu to human secur terror and polit violenc as as broader question of human right nation ident and intern govern s 4
42654,42654,SmithSUPERTRIMMED,GOV 249 International Human Rights ,thi examin intern human right and the legal regim design to protect them begin with a theoret into the justif of human right the move into an analysi of the contemporari system from the un to region associ to ngo with that background in place the turn to specif topic includ the right of vulner person women children minor commun intern and extern displac person human right concern aris from global and corpor respons environment concern and issu of peacekeep it conclud by examin enforc strategi from humanitarian intervent to polit mobil to judici enforc of right in both domest and intern tribun s 4
42655,42655,SmithSUPERTRIMMED,GOV 251 Foreign Policy of Japan ,analysi of japanâ diplomaci and foreign polici sinc world war emphasi on variou approach to the studi of japanâ extern relat and on contend nation ident debat in japan includ pacifist neomercantilist civilian norm and normal nation imag case studi focu on relat with the us europ east through central asia and other nonwestern region s 4
42656,42656,SmithSUPERTRIMMED,GOV 252 International Organizations ,what role do intern organ play in world polit and what role should they play do intern organ repres humanityâ higher aspir or are they simpli tool of the wealthi and power thi explor the problem and process of intern organ by draw on theoret histor and contemporari sourc and perspect we focu on three contemporari organ the unit nation the world trade organ and the european union 241 or permiss of the s 4
42657,42657,SmithSUPERTRIMMED,GOV 253 Colloquium:  Culture and Diplomacy in Asia ,the explor the influenc of asian cultur on the diplomaci and negoti style of east and southeast asian countri specif countri japan china north korea and the associ of southeast asian nation case studi are base on current and ongo region and global issu enrol limit to 20 s 4
42658,42658,SmithSUPERTRIMMED,GOV 254 Colloquium: Politics of the Global Environment ,an introductori survey of the environment implic of the intern polit economi the focu is on the chang role of the state and the polit of industri develop special emphasi is devot to the controversi and issu that have emerg sinc the 1950 includ the tragedi of the common sustain develop global warm and environment secur special attent is also accord to northsouth relat and the polit of indigen peopl 241 or permiss of the enrol limit to 20 s 4
42659,42659,SmithSUPERTRIMMED,GOV 256 Colloquium: Corruption and Global Governance ,what can intern institut such as the intern monetari fund and the world bank do about corrupt thi explor the theoret and practic dimens of the problem of corrupt and analyz how state and intern organ have attempt to combat the problem enrol limit to 20 s 4
42660,42660,SmithSUPERTRIMMED,GOV 257 Colloquium: Refugee Politics ,thi examin refugeesâi peopl displac their countri to anoth countri or perhap somewher âin betweenâ refuge polit prompt a consider of the caus of refuge movement persecut flight asylum and resettl dynam the intern respons to humanitarian crise and the âpositionâ of refuge in the intern system in addit to intern relat theori the seminar focus on histor studi intern law compar polit refuge polici studi and anthropolog approach to displac and âforeignnessâ although special attent is devot to the middl east other case of refuge polit are examin to major in govern other by permiss of the enrol limit to 20 s 4
42661,42661,SmithSUPERTRIMMED,GOV 261 Ancient and Medieval Political Theory ,an examin of the great thinker of the classic and time permit mediev period possibl topic famili and the state freedom and the god warfar faction polit and philosophi secular and religi author justic citizenship regim and natur law select author sophocl aeschylu aristophan thucydid xenophon plato aristotl polybiu cicero lucretiu augustin aquina and marsiliu s 4
42662,42662,SmithSUPERTRIMMED,"GOV 262 Early Modern Political Theory, 1500â1800 ",a studi of machiavellian powerpolit and of effort by social contract and utilitarian liber to render that polit safe and human topic consid polit behavior republican liberti empir and war the state of natur natur lawnatur right sovereignti and peac limit on power the gener will and liberalismâ relat to moral theori religion and econom read from machiavelli hobb lock rousseau hume smith and other also novel and play 4
42663,42663,SmithSUPERTRIMMED,GOV 263 Political Theory of the 19th Century ,a studi of the and radic polit theori of the 19th centuri with emphasi on the write of hegel marx tocquevil mill and nietzsch not to firstyear 4
42664,42664,SmithSUPERTRIMMED,GOV 264 American Political Thought ,an examin of polit thought in america from the coloni period to the present promin theme polit and religion constitut structur polit parti slaveri industri welfar foreign polici and liberalismconservat s 4
42665,42665,SmithSUPERTRIMMED,GOV 265 Reacting to the Past: Americaâs Founding ,a department version of the histor roleplay firstyear seminar by the same name featur game on the american revolut and the constitut convent satisfi the departmentâ polit theori requir and is to all level of s 4
42666,42666,SmithSUPERTRIMMED,GOV 266 Contemporary Political Theory ,a studi of idea and theori of justic and right sinc world war begin with the work of john rawl and hi critic we move to examin the debat rais by rawl in the work of other author who take serious hi idea of build a just societi for all special attent is paid to the polit of inclus for group base on race gender sexual orient and ethnic as their claim for rightsjusticeinclus present challeng to our rhetor commit to build a just and fair societi for all success complet of 100 or anoth polit theori is strongli suggest s 4
42667,42667,SmithSUPERTRIMMED,GOV 267 Problems in Democratic Thought ,what is democraci we begin with read of aristotl rousseau and mill to introduc some issu associ with the ideal of democrat selfgovern particip equal major rule vs minor right the good plural commun read select from radic socialist libertarian multiculturalist and feminist polit thought not to firstyear s 4
42668,42668,SmithSUPERTRIMMED,GOV 268 Utopian/Dystopian Visions and Political Theory ,thoma more pen hi novel utopia in 1516 and in 1868 john stuart mill coin dystopia as the antithesi of more idyl vision but the word utopia liter translat as nowher land thi will explor the question how the explor of what could be ha been and remain a central focu in the work of much of polit theori serv as both an exemplar and a warn of plan polit societi utopian and dystopian literatur is alway engag in the work of make unmak and remak the possibl for the origin polit question how should we govern enrol limit of 25
42669,42669,SmithSUPERTRIMMED,GOV 269 Politics of Gender and Society ,an examin of gender and sexual as subject of theoret investig histor construct in way that have made possibl variou form of regul and scrutini today we focu on the way in which tradit view of gender and sexual still reson with us in the modern world help to shape legisl and public opinion creat substanti barrier to cultur and polit 4
42670,42670,SmithSUPERTRIMMED,GOV 272 Conceptualizing Democracy ,in the contemporari world democraci is often consid not mere a form of govern or type of regim among mani but the veri condit of polit legitimaci but what exactli doe democraci entail is it an institut a practic a valu a virtu thi lectur provid a survey of differ histor and theoret answer to these question from the foundat of selfgovern in ancient athen through the present day s 4
42671,42671,SmithSUPERTRIMMED,GOV 363 Civil Disobedience ,thi seminar in polit theori examin the idea and practic of civil disobedi are citizen moral oblig to obey unjust law how do we know when a law is unjust what kind of protest action are justifi is violenc ever legitim thi will engag with these question by read classic and contemporari text from both philosoph and practition of form of disobedi and resist text work by john rawl judith shklar henri david thoreau mk gandhi martin luther king jr and hannah arendt coursework in polit theori or permiss of the s 4
42672,42672,SmithSUPERTRIMMED,GOV 369 African American Political Thought ,thi seminar examin central question in african american polit thought freedom and domin power powerless and subject inclus exclus and autonomi the mean of race and it relationship to citizenship democraci and nationhood and polit action resist and emancip in thi we will take up the studi of african american polit thought both as polit think gener by concret histor experi of enslav coloni violenc and resistanceresili but also as polit think that engag challeng and fundament shape the conceptu categori of modern polit theori coursework in polit theori or coursework in the histori of polit thought enrol limit of 12 s 4
42673,42673,SmithSUPERTRIMMED,GOV 404 Special Studies ,admiss for major by permiss of the depart 4
42674,42674,SmithSUPERTRIMMED,GOV 408D Special Studies ,admiss for major by permiss of the depart 8
42675,42675,SmithSUPERTRIMMED,HST 430D Honors Thesis ,thi is a fullyear 4
42676,42676,SmithSUPERTRIMMED,HST 590D Research and Thesis ,thi is a fullyear 8
42677,42677,SmithSUPERTRIMMED,HST 580 Special Problems in Historical Study ,arrang individu with 4
42678,42678,SmithSUPERTRIMMED,HST 150 (L) The Historian's Craft ,thi serv as an introduct to the studi of histori and to what historian do it is a requir for the histori at the root of thi is the question of what is histori and what it mean to studi histori key question drive the are is histori simpli the studi of the past what is the pastâ connect to the present is it even to such connect to the present and what is lost and gain in make such connect h 4
42679,42679,SmithSUPERTRIMMED,FYS 142 Reacting to the Past ,in react learn by take on role in elabor game set in the past they learn skillsâspeak write critic think problem solv leadership and teamworkâin order to prevail in complic situat react role do not have a fix script and outcom while adher to the intellectu belief of the histor figur they have been assign they must devis their own mean of express those idea in paper speech or public present class session are run entir by instructor guid and their oral and written work it draw into the past promot engag with big idea and improv intellectu and academ skill enrol limit to 24 firstyear wi h 5
42680,42680,SmithSUPERTRIMMED,FYS 154 The World of Anna Karenina ,the fy explor the social cultur and polit histori of late imperi russia through leo tolstoy icon novel anna karenina will learn about the product of the novel but also focu on such theme as modern and industri gender and sexual social construct of famili and marriag empir and coloni they will also studi the rise of realism in art and the way in which the russian educ class use the style as a form of social critiqu enrol limit to 16 firstyear e wi h 4
42681,42681,SmithSUPERTRIMMED,"FYS 183 Geisha, Wise Mothers, and Working Women ",thi examin imag of japanes women that are preval in the west and to some extent japan our focu will be on three key figur consid definit represent of japanes women the geisha the good wifewis mother and the work woman we will read popular treatment includ novel primari sourc and scholarli articl our task will be to sort through these imag keep in mind the import of percept versu realiti and over time enrol limit to 16 firstyear wi 4
42682,42682,SmithSUPERTRIMMED,HST 201 (L) The Silk Road and Premodern Eurasia ,an introduct to develop and interact among peopl in europ and asia befor modern the silk road distanc network that allow peopl good technolog religi belief and other idea to travel between china india and romemediterranean and the mani point in between develop against the backdrop of the rise and of stepp nomad empir in inner asia we examin these as interrel phenomena that shape eurasian encount to the rise of the worldconqu mongol and the journey of marco polo topic hors silk and stepp rout scythian and hun han china and rome byzantium buddhism christian and other univers religion arab and the rise of islam turk mongol empir and mediev european trade geographi and travel h 4
42683,42683,SmithSUPERTRIMMED,HST 202 (L) Ancient Greece ,a survey of the histori of the ancient greek dure their most form period from the end of the bronz age to the end of the classic age we examin the relationship between mytholog archaeolog and histor memori the evolut of the cityst game and oracl colon warfar and tyranni cityst sparta and athen and their respect pursuit of social justic war with persia cultur interact with nongreek athen naval empir and it invent of democraci famili and women and tradit religion and form of wisdom and the trial and death of socrat in 399 bc
42684,42684,SmithSUPERTRIMMED,HST 203 (L) Alexander the Great and the Hellenistic World ,the career and conquest of alexand the great d 323 bc wrought farreach consequ for mani in europ asia and africa in the ensu hellenist greekori commonwealth that span the mediterranean middl east central asia and india grecomacedonian interact with egyptian babylonian jew iranian indian and roman in way that galvan idea and institut such as the classic citi as ideal commun cult of divin king and queen âfusionâ literatur mytholog and artist canon and also provok nativist respons such as the maccabean revolt main topic greek and âbarbariansâ alexand and hi legaci hellen as ideal and practic conqueror and nativ king and citiesregion greek scienc and philosophi old and god thi provid context for understand earli christian judaism and the rise of rome
42685,42685,SmithSUPERTRIMMED,HST 204 (L) The Roman Republic ,a survey of the histori of the roman peopl as rome develop from a villag in central itali to the capit of a vast mediterranean empir of 50 million peopl we trace romeâ earli rise through mytholog and archaeolog and follow develop from monarchi to the end of the republ includ the struggl of the order conquest and citizenship war with carthag encount with local cultur in north africa gaul and the greek east challeng of expans and empir rich versu poor polit corrupt and the civil war of the late republ we also studi the famili slaveri tradit and religion and other aspect of roman cultur and societi h 4
42686,42686,SmithSUPERTRIMMED,HST 205 (L) The Roman Empire ,the histori of the roman and other mediterranean peopl from the first to the earli fifth centuri ad with emperor augustu the tradit republican form of rule wa reshap to accommod the person rule of an emperor that govern a multiethn empir of 50 million success for sever centuri imperi rome repres the paradigmat classic empir that mani later empir sought to emul we trace how thi complex imperi societi evolv to differ challeng topic the emperor and histor write corrupt of power bread and circus assimil and revolt the jewish war univers and local religion earli christian late antiqu migrat and the declin and of the roman empir thi offer context for understand the histori of christian judaism and the earli middl age
42687,42687,SmithSUPERTRIMMED,HST 208 (L) The Making of the Modern Middle East ,thi is an introductori on modern middl eastern histori 1789â2011 focus on the main sociopolit and cultur forc that affect the region it analyz how specif event and longterm process inform the realiti of middl eastern life with emphasi on signific develop includ ottoman reform role of imperi and coloni the emerg of nation the rise of nationst and ideolog such as zionism and islam h 4
42688,42688,SmithSUPERTRIMMED,JUD 288 History of Israel ,israel from the prestat origin of zionism in the late 19th centuri to the present analysi of ongo challeng with special attent to compet ident the place of religion in civil life polit conflict and tradit of critic selfreflect interpret of isra polit and cultur histori through discuss of primari sourc and documentari film h 4
42689,42689,SmithSUPERTRIMMED,HST 200 Modern East Asia ,thi introductori look compar at the histori of china japan and korea from the late 18th centuri to the present it examin the struggl of these countri to preserv or regain their independ and establish nation ident in a rapidli emerg and often violent modern world order although each of these countri ha it own distinct ident their overlap histori and dilemma give the region a coher ident we also look at how individu respond to and are shape by larger histor movement
42690,42690,SmithSUPERTRIMMED,HST 211 (L) The Emergence of China ,chines societi and civil from c 1000 bc to ad 750 topic neolith cultur of china bronz age format of a chines state golden age of chines philosophi creation of a central empir relat with nonchines famili structur role of women and introduct of buddhism h 4
42691,42691,SmithSUPERTRIMMED,"HST 212 (L) China in Transformation, A.D. 750â1900 ",chines societi and civil from the tang dynasti to the taip rebellion topic disappear of the hereditari aristocraci and rise of the scholaroffici class civil servic examin system neoconfucian orthodoxi poetri and the mongol conquest popular belief women and the famili manchu in china domest rebellion and confront with the west h 4
42692,42692,SmithSUPERTRIMMED,HST 217 (L) World War Two in East Asia: History and Memory ,examin of the factor lead to the war in asia the natur of the conflict and the legaci of the war for all those involv topic japanâ seizur of korea the invas of china the bomb of pearl harbor the war in the pacif the racial dimens of the japanes empir the comfort women biolog warfar the drop of the atom bomb and the complic relationship between histori and memori h 4
42693,42693,SmithSUPERTRIMMED,ENV 230 Colloquium: Environment and Society in Contemporary China ,china face a rang of environment challeng in the 21st centuri air pollut water contamin food scarciti energi manag and deforest the consid these environment issu examin how they have come about the chines respons to them their global and the measur be proposedâand takenâto address them environment issu are place in the context of the social econom and polit chang that have occur in china dure the past few decad econom growth global urban popul migrat and media expans final the consid chinaâ tradit attitud toward natur and the environ and ask what role those attitud play today enrol limit to 18 h n s 4
42694,42694,SmithSUPERTRIMMED,HST 281 (L) South Asian Pasts and Presents ,thi introduc to the histori cultur and polit of the region we know as south asia we begin when the british east india compani wa begin to assert it influenc over part of the subcontin we then work through the transfer of the compani indian dominion to the british crown and the rise of nation culmin in independ and partit in 1947 the second half of our shall be inform by more presentist discuss surround econom develop trajectori movement for social justic and selfdetermin and the south asian diaspora in variou part of the world e h 4
42695,42695,SmithSUPERTRIMMED,HST 224 (L) History of the Early Middle Ages ,the mediterranean world from the of rome to the age of convers the emerg of the islam world the byzantin state and the german empir topic the monast ideal sufism and the cult of saint the emerg of the papaci kinship and kingship charlemagn and the carolingian renaiss the high caliph and the continu of the eastern roman empir literaci and learn the declin of public author and the domin of person power in societi built on local relat h 4
42696,42696,SmithSUPERTRIMMED,"HST 225 (L) Making of the Medieval World, 1000â1350 ",from the high middl age through the 15th centuri topic cathedr and univers struggl between pope and emperor pilgrimag and popular religion the crusad and crusad kingdom heresi and the inquisit chivalri and arthurian romanc the expans and consolid of europ and the black death and it aftermath h 4
42697,42697,SmithSUPERTRIMMED,"HST 229 (C)  A World Before Race?: Ethnicity, Culture and Difference in the Middle Ages ",twentyfirst centuri scholar argu that race is a construct social ident that began to coalesc around the seventeenth centuri but were they right in thi we will look to the middl age to challeng the consensu that racial construct were a byproduct of modern doe race function differ between the world of latin christendom and that of the dar alislam what are the advantag and danger of use the prism of race to analyz ethnic cultur and religi differ in thi mediev period what doe studi race in the middl age teach us about contemporari concept of race enrol limit of 18 h 4
42698,42698,SmithSUPERTRIMMED,HST 236 (L) World History 1000-2000: The European Millennium? ,a critic investig of a thousand year of global center on china persia and britain how did europ a mere cape of asia come to domin much of the planet polit and cultur ventur by vike crusad conquistador missionari trader settler revolutionari and feminist how distinct form of famili state religion and economi particip in and grew out of imperi to all h 4
42699,42699,SmithSUPERTRIMMED,HST 238 (C) Gender and the British Empire ,tradit historian portray the british empir as the provinc of male explor merchant missionari soldier and bureaucrat thi treat such men as gender subject investig intersect between the empir and masculin it survey debat about white womenâ coloni experi and studi the experi of women who were colon and enslav it examin the gender structur of racial ideolog and the imperi featur of feminist concern focu is on the west indi africa and india from the late 18th to the earli 20th centuri enrol limit to 18 h 4
42700,42700,SmithSUPERTRIMMED,"HST 239 (L) Imperial Russia, 1650â1917 ",the emerg expans and mainten of the russian empir to 1929 the dynam of panimperi institut and process imperi dynasti peasantri nobil intelligentsia revolutionari movement as as the develop of the multitud of nation and ethnic group conquer by or includ into the empir focu on how the multin russian empir dealt with pressur of modern nationalist challeng in particular intern instabl and extern threat h 4
42701,42701,SmithSUPERTRIMMED,HST 240 (C) Stalin and Stalinism ,joseph stalin creat a particular type of societi in the aftermath of the russian revolut stalin becam a phenomenon that influenc the develop of the former soviet union and the communist movement worldwid thi cover the period on the eve of and dure the russian revolut stalinist transform of the ussr in the 1930 wwii and the onset of the cold war we consid sever question about stalin wa it a result of communist ideolog or a deviat did it enjoy ani social support to what extent wa it a product of larger social forc and in what degre wa it shape by stalinâ own person did it have total control over the peopleâ live whi hasnât there been a destalin similar to denazif how is stalin rememb the is a combin of lectur and class discuss
42702,42702,SmithSUPERTRIMMED,HST 241 (L) Soviet Union in the Cold War ,focus on the histori of the soviet union dure the âgreater cold warâ that is between world war and the disintegr of the ussr touch on foreign polici develop but the main focu is on the social polit and econom process and cultur develop insid the ussr itself explor soviet histori in the second half of the 20th centuri through histor work and a rang of primari sourc topic the postwar reconstruct rise of the militaryindustri complex educ popular cultur and dissent h 4
42703,42703,SmithSUPERTRIMMED,HST 243 (C) Reconstructing Historical Communities ,how much can historian learn about the daili live of the mass of the popul in the past can a peopleâ histori recaptur the thought and deed of subject as as ruler critic examin of attempt at total histori from below for select english and french local the class recreat famili congreg guild and faction in a german town amid the religi controversi and polit revolut of the 1840 h s 4
42704,42704,SmithSUPERTRIMMED,HST 246 (C) Memory and History ,contemporari debat among european historian artist and citizen over the place of memori in polit and social histori the effect of a rang of represent practic from the histor monograph to visual cultur as marker of histori and as creator of mean h 4
42705,42705,SmithSUPERTRIMMED,HST 248 (C) The French Revolution as Epic ,cultur and social interpret of the fundament event in modern histori the stage of polit from the tribun to the guillotin histori as a literari art in prose poetri drama and film focu on pari 1787â95 enrol limit to 18 h l 4
42706,42706,SmithSUPERTRIMMED,HST 249 (L) Early Modern Europe 1600â1815 ,a survey of the ancien rÃ©gime on behalf of the central state warmak absolutist enlighten philosoph and patriot republican assail privileg the era culmin in the level of european societi through the french revolut and the industri revolut h 4
42707,42707,SmithSUPERTRIMMED,HST 250 (L) Europe in the 19th Century ,1815â1914 a centuri of fundament without a gener war the intern order establish at the congress of vienna and it challeng liber nation romantic social secular capit and imperi h 4
42708,42708,SmithSUPERTRIMMED,HST 251 (L) Europe in the 20th Century ,ideolog and militari rivalri of the contemporari era special attent to the origin charact and outcom of the two world war and to the experi of fascism nazism and commun 4
42709,42709,SmithSUPERTRIMMED,HST 253 (L) Women and Gender in Contemporary Europe ,womenâ experi and construct of gender in the commonli recogn event of the 20th centuri introduct to thinker of the period through primari sourc document and novel as as to the most signific categori in the grow secondari literatur in 20thcenturi european histori of women and gender h 4
42710,42710,SmithSUPERTRIMMED,HST 254 (C) Individual and Community ,rethink individu and commun in the wake of the french and industri revolut read from de maistr saintsimon comt durkheim fourier goeth schopenhau burckhardt nietzsch marx and mill also consid are their view on art religion scienc and women enrol limit to 18
42711,42711,SmithSUPERTRIMMED,HST 255 (C) Art and Politics in the Era of Fascism ,the cultur context of fascism read from nietzsch sorel wild pareto marinetti mussolini and hitler as as studi of psycholog degener paint and music both politician and artist claim to be nietzschean free spirit who best understood hi call to ruthless creativ enrol limit to 18 a h s 4
42712,42712,SmithSUPERTRIMMED,GER 270 German History and Culture: 1871 to 1945 ,thi cover the wilhelminian empir the weimar republ and the third reich for the weimar republ the focu is on the polit econom social and cultur issu the republ wa face for the third reich we focu on the establish of dictatorship the persecut of jew everyday life in hitler germani world war resist and opposit and the end of the third reich limit to enrol in the smith program abroad in hamburg f h 4
42713,42713,SmithSUPERTRIMMED,GER 320 Germany 1945â1990 ,thi which provid a continu of 270 cover the postwar period of occup the found of two german state germangerman relat dure the cold war and the reunif of germani histor analysi read of select literari work screen of film 270 or permiss of the limit to enrol in the smith program abroad in hamburg f h l 4
