,Valpo,"GS 394 Health Care Professional Apprenticeship 1 Cr "," The course is designed to provide an opportunity for students to observe health care professionals at work in a hospital or clinic setting. The student is required to spend at least 120 hours shadowing one or more health care professionals. Students must submit a daily journal and paper detailing their experiences to their academic advisor. S/U grade. Prerequisites: Proof of instruction in safeguarding the privacy of Protected Health Information (PHI) as specified in the Health Insurance Portability and Accountability Act (HIPAA); one year in residence; a minimum cumulative grade point average of 3.200; and approval of the academic advisor. "
,Valpo,"GS 395 Independent Study Project 1-4 Cr "," An independent project is conducted on a topic selected by a group or individual. Graded S/U. Prerequisites: Approval of a faculty sponsor and the dean of the College of Arts and Sciences. This course is administered by the dean of the College for students who desire to work on a specialized academic project. A proposal for an independent study project must be submitted at least three weeks before the beginning of the registration period for the semester in which the project is to occur. The Independent Academic Work form may be obtained online at valpo.edu/registrar/forms. "
,Valpo,"GS 489 Professional and Career Development 1 Cr "," Encourages students to reflect upon their career goals, strengths, and challenges as they plan entry into the job market or prepare for job transition, to develop successful skills for a job search, and when appropriate, to prepare for graduate study. S/U grade only. Natural Science Courses "
,Valpo,"NS 101 Introduction to Forensic Science 2+3, 3 Cr "," Forensic science is the application of scientific principles to criminal and civil laws within a criminal justice system with the goal toward establishment of guilt or innocence. This course is designed to introduce some of the specialized fields of forensic science, to learn the fundamental principles of science and technology upon which they are based, and to apply them to a number of suspicious situations and criminal cases. This course is intended for non-science majors for partial fulfillment of the General Education Requirements in Natural Science. Not open to students who have received credit for CHEM 111, 115, 121, or 131 or BIO 151, 152, 171, or 172 without the consent of the instructor. Prerequisite: Grade of C- or higher in MATH 110 or placement higher than MATH 110 on the math placement process. "
,Valpo,"NS 102 Science of the Indiana Dunes 2+3, 3 Cr "," This course poses questions about how earth systems work together to produce the physical landscape of the dunes and also asks scientific questions about the human transformation of that landscape. The course is problem oriented and explores questions about the interaction among ecology/biogeography, atmosphere, water, and geology. It also examines the local environment in both regional and global contexts, considering questions about how change shapes the environment, both in the past and into the future. Throughout, students learn scientific concepts and methods and gain basic scientific literacy in order to understand the landscape. This course is intended for non-science majors for partial fulfillment of the General Education Requirements in Natural Science and includes a laboratory component. Prerequisite: MATH 110 or placement higher than MATH 110 in the math placement process. "
,Valpo,"NS 103 Practical Stream Stewardship: How to Save the Planet One Trout at a Time 2+3, 3 Cr "," An interdisciplinary course with laboratory designed to train students to apply the scientific method to restore a river. Through site visits and field observations, students will survey a river to discover limiting factors then plan and execute improvements. Discussions will include finding community partners, permitting and financing restorations, and learning a philosophy which guides us to attainable ends. Fieldwork is suited for someone with an active lifestyle who enjoys the outdoors. This will be a hybrid course taught in Summer II. Lectures will be online; laboratories (fieldwork) will be on Saturdays from 9 a.m. to 4 p.m. "
,Valpo,"NS 104 Principles of Evolution 2+2, 3 Cr "," An introduction to evolutionary principles. Topics may include mutation, selection, genetics, abiogenesis, and speciation. Responses to evolutionary theory, including social Darwinism, eugenics, and creationism, will also be discussed. This course is intended for non-science majors for partial fulfillment of the General Education requirements in Natural Science and includes a laboratory component. "
,Valpo,"NS 105 Discovering Insects: Pests or Pals? 2+3, 3 Cr "," This course introduces students to the biodiversity within the bizarre and alien world of insects. It uses insects as a platform to discuss important biological principles. Topics include insects as a life form, the interaction of insects and humans, and insects of medical/forensic importance. The lab focuses on basic insect identification and insect behavior experiments. This course is intended for non-science majors for partial fulfillment of the General Education Requirements in Natural Science and includes a laboratory component. Prerequisite: Math 110 or placement higher than MATH 110 in the math placement process. "
,Valpo,"NS 190 Topics in Natural Science 1-3 Cr "," A study of selected interdisciplinary topics in the natural sciences. Prerequisite: consent of the instructor. "
,Valpo,"NS 490 The Scientific Endeavor 3 Cr "," (Also offered as CHEM 490 and PHYS 490.) A study of foundational principles and assumptions of the scientific endeavor, its various methodologies, and its scope and limitations. This will include illustrations from historical case studies and 'scientific revolutions.' Students will also study the ethical and moral connections between their personal and professional lives. Prerequisite: junior or senior standing. This course may not be used to fulfill the requirements of a science major. This course may be used to fulfill the Humanities: Philosophy requirement of the General Education Requirements when cross-listed with CC 300. "
,Valpo,"STAT 442 Mathematical Statistics 3 Cr "," "
,Valpo,"ACRS 325/525 Actuarial Modeling 3 Cr "," A study of actuarial models in the context of insurance. Topics include mathematics of finance (including interest theory and annuities), mortality tables, basic life contingencies, and actuarial professional issues. Normally offered in alternate years. Prerequisite: STAT 441 (may be taken concurrently). "
,Valpo,"ACRS 386 Internship in Actuarial Science 1-3 Cr "," Opportunities for students to have direct, supervised experience in public agencies or private industry, such as insurance companies or consulting firms. S/U grade. Prerequisites: Actuarial Science major and approval of the chair of the Actuarial Science program. "
,Valpo,"ACRS 400 Actuarial Exam P/ Exam 1 Review 1 Cr "," A review of the material covered by the SOA exam P and CAS exam 1. S/U grade. Prerequisite or corequisite: "
,Valpo,"ACRS 402 Actuarial Exam FM/ Exam 2 Review 1 Cr "," A review of the material covered by the SOA exam FM and CAS exam 2. S/U grade. Prerequisite or corequisite: "
,Valpo,"ACRS 495 Independent Study in Actuarial Science 1-3 Cr "," Students study advanced topics in actuarial science under the supervision of a faculty member. Written work is required. Prerequisite: consent of the chair of the Actuarial Science program. "
,Valpo,"ECON 233 The Economics of Race and Gender 3 Cr "," "
,Valpo,"ART 321 American Art &amp; Architecture 3 Cr "," "
,Valpo,"AMST 495 Independent Study 3 Cr "," An independently supervised course of study taken under the direction of a member of the Administrative Committee on American Studies usually during the student's senior year. Students are expected to produce a major paper that reflects intensive reading and research in an area pertaining to American culture and to employ the interdisciplinary methods characteristics of American Studies as a field. Before registering for this course students must submit a prospectus to the administrative committee for approval. Required for majors. "
,Valpo,"ART 101 Ancient to Medieval Art History 3 Cr "," A survey of art history from prehistoric times through the Gothic period. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 102 Renaissance to Modern Art History 3 Cr "," A survey of art history from the Renaissance to the 19th century. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 311/511 Topics in the Theory and History of Art 1-4 Cr "," An investigation of major periods or developments in the visual arts. Included may be historical topics such as issues in contemporary art, symbolism, and global art history. Field trip. May be repeated for credit provided topics are different. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 318/518 Nineteenth Century European Art 3 Cr "," A seminar course tracing major themes in 19th century European art. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. Prerequisite: junior standing or approval of the chair of the department. "
,Valpo,"ART 321/521 American Art and Architecture 3 Cr "," A survey of American painting, sculpture, and the building arts, beginning with the earliest settlements in Virginia and New England. Several areas of focus will be integrated with field trips to museums and an architectural tour of landmark buildings. Emphasis will be placed on colonial and modern architecture, nineteenth century realism and romanticism, and the emergence of modernism and abstraction in the twentieth century. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 210 Museum Studies 3 Cr "," Introduces students to the practices of museums and collection maintenance, based within the nationally-recognized Brauer Museum of Art. Students learn about the duties of the director, curator, registrar, and preparator. Study includes discussion of texts and general museum operations, exposure to careers in art museums, and meetings with professionals in the field. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 121 Drawing 0+6, 3 Cr "," A basic course in the fundamentals of drawing and using various media. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 130 Introduction to 2D and 3D Design 0+6, 3 Cr "," An introduction to the visual language and materials used in the studio arts. Students explore both two-dimensional and three-dimensional elements and principles of organization within a work of art. Materials used may include ink, paint, collage, photomontage, wire, plaster, wood, etc. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 132 Introduction to Design and Digital Media 0+6, 3 Cr "," An introduction to the basic elements and principles of Digital Media Arts. Student learn basic familiarity in Adobe Photoshop, Adobe Illustrator, and time-based media. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 151 Ceramics 0+6, 3 Cr "," Basic ceramic processes including wheel throwing, hand building, and coiling. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 152 Ceramics: Advanced Studies 0+6, 3 Cr "," Advanced problems in clay construction and glaze formation with opportunities for specialization. Field trip. Prerequisite: ART 151. "
,Valpo,"ART 162 Photography I 0+6, 3 Cr "," Introduction to the techniques, history, and aesthetics of color photography. Each student must have a working 35mm camera. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 163 Introduction to Digital Photography 0+6, 3 Cr "," Introduction to digital photography, addressing how images are made, seen, and valued. Each student must have a working digital camera. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 215 Printmaking 0+6, 3 Cr "," Students will gain a basic familiarity with the various methods of creating original prints. Whereas other forms of pictorial art focus on the creation of a unique product, printmaking is primarily about creating a matrix from which multiples can be generated. Types of printmaking covered in the class will include serigraphy or screenprinting, intaglio (specifically drypoints made using plexiglass plates), monotype, and relief. Students will learn concepts such as proofing and editioning, and will use an intaglio press for particular projects. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 221 Painting 0+6, 3 Cr "," Problems in painting in oil and other media. Emphasis on color theory and composition. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 222 Painting II 0+6, 3 Cr "," Continuation of Art 221 with increased concentration on students’ individual interests. Field trip. Prerequisite: ART 221. "
,Valpo,"ART 227 Figure Drawing 0+6, 3 Cr "," An intermediate course in drawing from the human figure. Emphasis is placed on the unique, formal, technical, and conceptual issues involved in the representation of the human form. Media used may include pencil, charcoal, conté crayon, pen, brush, or ink. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 230 Graphic Design I 1+4, 3 Cr "," (Also offered as COMM 230.) Introduction to the principles of graphic design with emphasis placed on typographic solutions. Works are created on Macintosh computers. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. "
,Valpo,"ART 251 Sculpture 0+6, 3 Cr "," Problems in forming sculptural statements in various materials and techniques such as concrete casting, metal welding, wood construction, etc. Field trip. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. Prerequisites: ART 121 and 130 or consent of the instructor. "
,Valpo,"ART 252 Sculpture: Advanced Studies 0+6, 3 Cr "," Advanced problems in sculpture processes. Field trip. Prerequisite: ART 251. "
,Valpo,"ART 262/562 Advanced Black and White Photography 0+6, 3 Cr "," Advanced studies in techniques, history, and aesthetics of black and white photography. Medium and large formats are available. Each student must have a working 35 mm camera. Field trip. Prerequisite: ART 162. "
,Valpo,"ART 290 Topics in Studio Art 0+6, 3 Cr "," Specific topics based on interests of students and faculty. Topics may vary from one semester to another. May be repeated for credit if topics are different. Prerequisite: sophomore standing. "
,Valpo,"ART 324 Digital Video Art 1+4, 3 Cr "," (Also offered as COMM 324.) Students will create video and audio art with an emphasis on developing experimental techniques and understanding the function of time in this medium. Students will work collaboratively and independently, and observe a portion of the history and aesthetics of film, video, and audio art. Prerequisite: ART 132 or consent of the chair of the department. "
,Valpo,"ART 330 Graphic Design II 0+6, 3 Cr "," (Also offered as COMM 330.) Advanced problems in visual communications with emphasis on design in the commercial environment. Projects will feature brand, package, and publication design and development. Field trip. Prerequisite: ART 230, COMM 230, or consent of the instructor. "
,Valpo,"ART 331 Web Design 2+2, 3 Cr "," (Also offered as COMM 331.) This course focuses on the use of the World Wide Web for communication objectives. It includes functions and operations of advanced web design software, integration of digital audio and video with web content, and individual projects. Includes online course content delivery components. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. Prerequisite: ART 132, ART 230, or COMM 230. "
,Valpo,"ART 387 Motion Graphics 0+6, 3 Cr "," Students are introduced to motion graphics production using Adobe After Effects and other related software to create animations and sound tracks. May be used to fulfill the Humanities: Fine and Performing Arts component of the General Education Requirements. Prerequisite: Art 132 or consent of the instructor. "
,Valpo,"ART 463 Advanced Digital Photography 1+4, 3 Cr "," (Also offered as COMM 463.) Advanced studies in techniques, history, and aesthetics of digital photography in camera and software applications. Each student must have a working digital camera. Field trip. Prerequisite: ART 163. "
,Valpo,"ART 491 Applied Topics in Art 0+6, 3 Cr "," (Also offered as COMM 491.) In this course students will apply concepts to the production of student projects in one or more media. May be repeated when topics vary. Prerequisite: ART 132 or consent of instructor. "
,Valpo,"ART 492 Special Topics in Aesthetic Practice 2+2, 3 Cr "," (Also offered as COMM 492.) This course provides instruction in a special topic, combining theory and practice in a combination of lecture and lab classes. Instructor approval required. "
,Valpo,"ART 335 Studio Art Thesis Planning 2+2, 3 Cr "," This course is dedicated to the research, planning, documentation, and presentation of the student's proposal in preparation for the spring semester thesis project, and is required prior to acceptance into the Senior Thesis program. Prerequisite: senior status and consent of the chair of the department. "
,Valpo,"ART 336 Digital Media Arts Thesis Planning 2+2, 3 Cr "," This course is dedicated to the research, planning, documentation, and presentation of the student's proposal in preparation for the spring semester thesis project, and is required prior to acceptance into the Senior Thesis program. Prerequisite: senior status and consent of the chair of the department. "
,Valpo,"ART 386 Internship 1-3 Cr "," Internships in which students work with professional art-related organizations in such areas as photography, graphic design, or with an art museum. Prerequisite: consent of department chair. S/U grade only. "
,Valpo,"ART 390/590 Special Studies 3 Cr "," Specialized work in the practice of art, the teaching of art, and the history of art, arranged by a professor and one or more advanced students. Work in crafts, liturgical design, etc. may be included. An S/U grade option may be stipulated at the beginning of the course. May be repeated for credit. Field trip. Prerequisites: upper class major and consent of the instructor. A formal written proposal is required before registration. The proposal becomes a permanent part of the student’s file. "
,Valpo,"ART 399 Art Colloquium 0 Cr "," A required course for art major students, which provides weekly opportunities to examine a variety of art-related topics and events. All art major students are required to register for ART 399 each semester they are on campus. S/U grade. "
,Valpo,"ART 435 Senior Thesis in Studio Arts 2+2, 3 Cr "," This course is an intense project-driven learning experience supervised by faculty. Students will spend an entire semester working on projects designed, presented, and approved the previous semester. Final works created during this time will be exhibited at the end of the semester. Prerequisite: ART 335, senior status, and consent of the chair of the department. "
,Valpo,"ART 436 Senior Thesis in Digital Arts 2+2, 3 Cr "," This course is an intense project-driven learning experience supervised by faculty. Students will spend an entire semester working on projects designed, presented, and approved the previous semester. Final works created during this time will be exhibited at the end of the semester. Prerequisite: ART 336, senior status, and consent of the chair of the department. "
,Valpo,"ART 495 Independent Study in Art 1-4 Cr "," Independent work for junior or senior level students under the supervision of an instructor. Prerequisite: consent of the instructor. "
,Valpo,"BIO 125 Biotechnology 3+2, 4 Cr "," An introductory study of modern biology in which those aspects of biotechnology that affect the welfare of humanity are emphasized. This course is recommended for non-science majors who wish to take a biology course for partial fulfillment of the General Education Requirements in Natural Science and includes a laboratory component. Not open to students who have received credit for BIO 151 or 171. Prerequisite: MATH 110 or placement higher than MATH 110 in the math placement process. "
,Valpo,"BIO 151 Human Anatomy and Physiology I 3+3, 4 Cr "," An introductory study of the physiochemical nature of cells and tissues, cell division and human genetics, the musculoskeletal system, the nervous system and special senses, and chemical control. Course includes a laboratory component. May be used in partial fulfillment of the General Education Requirements in Natural Science. This course is required for nursing, physical education, and some allied health students. Prerequisite: MATH 110 or placement higher than MATH 110 in the math placement process. Students may register concurrently for MATH 110 and BIO 151. "
,Valpo,"BIO 152 Human Anatomy and Physiology II 3+3, 4 Cr "," A continuation of Human Anatomy and Physiology I. A study of hematology and the anatomy and physiology of the following organ systems: cardiovascular, respiratory, digestive, excretory, endocrine, and reproductive. Course includes a laboratory component. May be used for partial fulfillment of the General Education Requirements in Natural Science. Prerequisite: BIO 151, MATH 110, or placement higher than MATH 110 in the math placement process. "
,Valpo,"BIO 171 Unity of Life 3+3, 4 Cr "," A study of organic molecules, cells, tissues, and organs for biology majors and general biology minors. Emphasis is placed on the principles which unify all living forms: structure, energetics, physiology, inheritance, and development. Course includes a laboratory component. May be used in partial fulfillment of the General Education Requirements in Natural Science. This course is required for biology majors and general biology minors including pre-medical and some other pre-professional students. Prerequisite: MATH 110 or placement higher than MATH 110 in the math placement process. "
,Valpo,"BIO 172 Diversity of Life 3+3, 4 Cr "," A survey of the kingdoms of organisms, their relationships and origins, and their roles in the economy of nature. Emphasis is on the structures and their functions, life cycles, development, distribution, ecology, evolution, and the social and economic importance of representative members. Course includes a laboratory component. Field trips are required. May be used in partial fulfillment of the General Education Requirements in Natural Science. Prerequisite: Grade of C‐ or higher in BIO 171 or 151, or equivalent, or consent of the chair of the department; "
,Valpo,"BIO 195 Introduction to Biological Research 1 Cr "," An introduction to biological research methods and literature. Laboratory work is required. Typically taken in spring semester of the freshman year. Prerequisite: BIO 171 and consent of the chair of the department. S/U grade only. "
,Valpo,"BIO 205 Fundamental Nutrition 3 Cr "," A study of the basic principles of human nutrition. Emphasis is on practical application and includes a focus on sports nutrition. Not open to students who have received credit for BIO 260. "
,Valpo,"BIO 210 Microbiology 3+3, 4 Cr "," A study of bacteria, viruses, and other microorganisms. Major emphasis is given to understanding infectious disease and immunology. Course includes a laboratory component. Prerequisites: BIO 151 or 171 and CHEM 111 or 121. "
,Valpo,"BIO 215 Fundamental Microbiology for Engineers 3 Cr "," A fundamental study of the structure, function, and growth of microorganisms. Roles of microorganisms in industry and the environment will be considered. Open only to students enrolled in the College of Engineering with sophomore standing or above, or with consent of the department chair. Prerequisite: CHEM 115. "
,Valpo,"BIO 250 Human Environmental Biology 3 Cr "," A study of the relationships between humans, technology, and the environment. Emphasis is placed on ecological principles, human population growth, resources, and pollution. May be used by Elementary Education majors to fulfill the conservation requirement. Field trips are required. "
,Valpo,"BIO 260 Human Nutrition 3 Cr "," Basic principles of human nutrition including nutrient functions, recommendations, and food sources. Not open to students who have received credit for BIO 205. Prerequisite: CHEM 111, BIO 151, and BIO 152, or consent of the chair of the department. "
,Valpo,"BIO 270 Genetics and Genome Evolution 3+3, 4 Cr "," An introductory study of the basic laws of genetics, the physical and chemical basis of inheritance, genes as functional and structural units of heredity and development, mutation, variation, and evolution of genomes. Human genetics and social implications are discussed. Course includes a laboratory component. May be used in partial fulfillment of the General Education Requirements in Natural Science. Prerequisite: Grade of C‐ or higher in "
,Valpo,"BIO 290 Biological Topics 2-4 Cr "," A consideration of various topics in biology through lectures, laboratory work, field work, and conferences. The topics are related to staff and student interests. May be taken more than once if topics are different. Course may include a laboratory component. Prerequisite: certain topics may have specific course requirements. Examples of probable offerings are Tissue Culture, and Parasitology. "
,Valpo,"BIO 310 Evolution 3 Cr "," This course explores the principles of modern evolutionary biology. Topics include the history of life on earth, population genetic models to explore evolutionary change, and molecular and phylogenetic approaches to understanding evolutionary theory. The application of evolutionary theory to medicine and ecology will also be covered. Prerequisite: BIO 270. "
,Valpo,"BIO 320 Comparative Vertebrate Anatomy 2+3, 3 Cr "," A comparative study of representative vertebrate animals, with emphasis on evolution, structures, functions, and laboratory dissections. Course includes a laboratory component. Prerequisite: BIO 152 or 172. "
,Valpo,"BIO 321 Mathematical Models of Infectious Disease 3 Cr "," (Also offered as MATH 321.) An application of mathematical methods and concepts to the study of infectious diseases. Analysis of outbreaks and control methods (such as vaccinations) using differential equations and elementary matrix algebra. Prerequisite: MATH 131 and one of STAT 140, STAT 240, or PSY 201. This course is usually offered online during the summer semester. "
,Valpo,"BIO 330 Arthropods and Disease 3 Cr "," A study of the arthropods that cause disease in humans and animals. The course will focus on the biology of the arthropods that make them effective vectors of disease. Control of arthropod borne disease will be discussed. Topics will change as new diseases emerge, but possible topics include: mosquito biology, malaria, dengue hemorrhagic fever, bed bugs, and Lyme disease. Prerequisite: BIO 172. "
,Valpo,"BIO 340 Human Molecular Genetics 3 Cr "," An expansion of principles covered in BIO 270, Genetics and Genome Evolution. This course explores complications of simple Mendelian genetics and related genetic technologies. Topics may include human genome mapping, sequencing and evolution, complex genetic traits, gene therapy, genetic testing, and DNA fingerprinting. Special attention is given to the ethical issues raised by emerging technologies in genetics. Prerequisite: BIO 270. "
,Valpo,"BIO 350 Field Biology: Spring 2+4, 3 Cr "," This course is designed to acquaint students with organisms they are likely to encounter in the field in the late winter and spring months. The lectures emphasize the flowering plants and/or birds, but in the field attention is paid to other common or conspicuous organisms. Field trips are required. Course includes a laboratory component. Prerequisite: BIO 172. "
,Valpo,"BIO 360 Modern Microscopy 2+3, 3 Cr "," An advanced study of practical techniques of light microscopy, scanning electron microscopy, and digital image processing. Emphasis is placed upon producing micrographs that convincingly illustrate results of biology experiments. Collaboration with student investigators in other courses is strongly encouraged. Course includes a laboratory component. Prerequisite: BIO 152 or 172. "
