School,CourseID,Descriptions,Data Science Term,Data Science Analytics,Data Science Engineering,Data Management,Research Methods and Project Management,Business Analytics,Website,Data Visualization,Statistics,Experimental Design,Programming,Algorithms/Modeling/AI,Data Collection,Data Sources,Data Types,Data Analysis,Application,Simulation,Software,Lab,Sum,Weights,category
SmithSUPERTRIMMED,AMS 236 Difference and the Digital Media ,In examine ways “difference”—race gender sexuality disability class—is produced reproduced era digital media Some questions guide How digital technologies digital media contribute intersectional production gender sexuality disability race particularly categories overlap converged media consumption capital labor citizenship participation surveillance How concepts difference embodied technology In addition trace people technology resist challenge racial gender sexual norms Enrollment limit 20 E H S 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01613,1
SmithSUPERTRIMMED,ANT 249 Visual Anthropology ,This considers unique perspectives techniques theories anthropology offers understanding visual world We focus production visual materials photographs films particular anthropologists anthropological analysis visual artifacts produced people We consider historical particularly colonial legacies visual anthropology current manifestations contemporary debates Particular attention paid issues representation authority authenticity circulation visual materials Enrollment limited 30 4,"production, films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0.11538,3
SmithSUPERTRIMMED,ANT 251 Women and Modernity in China and Vietnam ,This explores roles representations experiences women 20thcentury China Vietnam context modernization projects countries Through ethnographic historical readings film discussion examines issues pertaining women gender relations highlighted political economic cultural institutions The compares ways Asian women experienced processes three topics war revolution gendered aspects work women relation family This cosponsored crosslisted East Asian Studies Program S 4,film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01786,1
SmithSUPERTRIMMED,ANT 257 Urban Anthropology ,This considers city setting anthropological research ethnographic object study We aim think critically theoretical methodological possibilities challenges limitations posed urban anthropology We consider concepts themes urbanization migration urban space mobility gender race ethnicity technology virtual space markets economies citizenship belonging production consumption S 4,production,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.03409,2
SmithSUPERTRIMMED,ANT 267 Contemporary South Asia ,This introduces culture politics everyday life South Asia Topics covered religion community nation caste gender development key conceptual problems study South Asia colonial construction social scientific knowledge debates “tradition” “modernity” In way address varieties lived experience subcontinent key scholarly popular political debates constituted terms understand South Asian culture Along ethnographies study discuss novels historical analysis primary historical texts popular Bollywood documentary film S 4,film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.02344,2
SmithSUPERTRIMMED,ARH 216 The Art and Architecture of the Ancient Roman World ,From North Africa Gaul Pillars Hercules Straits Gibraltar Asia Minor interrelationships art power visual culture ethnically diverse Roman empire first century BCE fourth century CE subject study We also examine works art later periods literature film structure perception Roman world Group A Counts ARU A H 4,film,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03191,2
SmithSUPERTRIMMED,ARH 280 Art Historical Studies ,Topics take four semesters ARH 280 Art Historical Studies topics different Swords Scandals Ancient Rome FilmForm Since beginning cinema decadence ancient Romans subject fascination Starting HBOs Rome 2005–2007 Ridley Scotts Gladiator 2000 explore multiple sources visual tropes used construct universe seek analyze aesthetic historical ideological terms Their twentiethcentury counterparts films silent era Hollywood epics like Spartacus 1960 Cleopatra 1963 cult classics like Caligula 1979 scrutinized order gain understanding Romans functioned cinematically cultural signs varying historical contexts Enrollment limited 20 Group A B A H 4,"cinema, films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04118,2
SmithSUPERTRIMMED,ARH 110 Art and Its Histories ,This explores art architecture profoundly shaped visual experiences shifting understandings past present Featuring different case studies section includes work original objects site visits writings art Unifying themes 1 materials techniques patterns deployed create space 2 design function symbolism images monuments 3 artistic production relation individual institutional patronage religion politics aesthetics 4 issues turning artists’ fame versus anonymity uniqueness versus reproducibility 5 crosscultural exchanges Enrollment limited 25 A H 4 Brigitte Buettner Yanlong Guo Dana Leibsohn John E Moore Frazer D Ward Normally semesters,production,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01807,2
SmithSUPERTRIMMED,ARH 216 The Art and Architecture of the Ancient Roman World ,From North Africa Gaul Pillars Hercules Straits Gibraltar Asia Minor interrelationships art power visual culture ethnically diverse Roman empire first century BCE fourth century CE subject study We also examine works art later periods literature film structure perception Roman world Group A Counts ARU A H 4,film,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03191,2
SmithSUPERTRIMMED,ARH 233 Medieval Art on the Move: Pilgrimages and Crusades ,Focusing buildings representations created 11th 13th century explores intersection artistic production movement peaceful bellicose people ideas objects Romanesque early Gothic periods Topics monastic royal patronage pilgrimage church Crusader castle specific building types iconographic programs political agendas transnational circulation artefacts crosscultural visual encounters Group A Counts ARU A H 4,production,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03061,2
SmithSUPERTRIMMED,ARH 234 The Age of Cathedrals ,Architectural sculpted pictorial North Alps c 1150–1300 Rather survey proposes thematic approach allow indepth examination key concerns Gothic era interface visual creations forms patronage devotional attitudes rise literacy secular culture development scientific rationality sustained contact Islamic world Group A Counts ARU A,arts,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02381,3
SmithSUPERTRIMMED,"ARH 253 The Arts in Britain, 1714–1820 ",Artistic production first three Hanoverian kings Great Britain Topics royal patronage urban developments London Bath Edinburgh English landscape garden English country house fittings collecting display Grand Tour aesthetic movements Gothic Revival Sublime Picturesque Neoclassicism artists’ training careers among others brothers Adam Gainsborough Hawskmoor Hogarth Reynolds Roubiliac Wright Derby maps prints books center vs periphery city vs country Reading assignments culled primary secondary sources including travel epistolary literature Group A Counts ARU A H 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,1
SmithSUPERTRIMMED,ARH 258 The Arts in Eighteenth-Century France ,A study painting sculpture architecture urban landscape designprintmaking luxury France last years Louis XIVs reign French Revolution Recurring themes artists training careers academies aesthetics art theory art criticism viewing public collecting display patronage relationship art politicsliterature science Frances pacesetting role contemporary art explored looking beyond borders courts––among Bourbon Naples Germanspeaking principalities Great Britain Russia Spain Sweden––and French Atlantic world Group A Counts ARU,arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
SmithSUPERTRIMMED,ARH 265 Modernity and Internationalism: Arts in the United States from Civil War to World War ,Art architecture late nineteenth early twentieth centuries Exploration cultural legacy Civil War cosmopolitan Gilded Age development early modernism expansive years World War II Group B Counts ARU A H 4,arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
SmithSUPERTRIMMED,ARH 275 Making the News: History of the Illustrated Press ,Prompted recent concerns ‘fake news’ proliferation digitally manipulated photographs explores history illustrated press nineteenthcentury origins today How images contribute readers’ sense worthy attention realm politics fashion How practices pictorial reporting influence unfolding events In ways periodicals prompt emergence artistic forms blurred traditional distinctions media Case studies shed light history printing graphic multifaceted legacy historical news images today Group B A H L 4,arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
SmithSUPERTRIMMED,"ARH 350 The Arts in England, 1485-1714 ",Constitutional limits monarchical power embrace Protestantism religious intolerance fanaticism revolution regicide much vaunted exaggerated misleading insularity set stage England patterns patronage relationship visual similar significantly different modes established Continental absolutist courts While critically examining perennial notion Englishness English art shall study careers painters printmakers sculptors architects landscape designers whose collective efforts made English art last reckoned,arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00893,2
SmithSUPERTRIMMED,ARS 361 Interactive Digital Multimedia ,This emphasizes individual collaborative projects computerbased interactive multimedia production Participants extend individual experimentation timebased processes development media production skills 3D animation video audio production—developed context interactive multimedia production performance installation CDROM Internet Critical examination discussion contemporary examples media art augment studio A required fee 25 groupsupplied materials charged time registration Prerequisites ARS 162 permission Enrollment limited 14 A M 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1
SmithSUPERTRIMMED,BCH 352 Biochemistry II: Biochemical Dynamics ,Chemical dynamics living systems Enzyme mechanisms metabolism regulation energy production utilization Prerequisites BCH 252 CHM 224 Laboratory 353 must taken concurrently biochemistry majors optional others N 3,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05556,2
SmithSUPERTRIMMED,BKX 140 Perspectives on Book Studies ,The gateway presents themes book studies concentration—the creation publication distribution reception survival books—in series interactive workshops exposing variety subjects relevant concentration These graphic production transmission texts literacy sociology book The features members advisory committee rotational basis supplemented occasion lectures distinguished book studies people Valley Required book studies concentrators given enrollment priority Enrollment limited 12 permission required Graded SU 1,"production, arts",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.02542,2
SmithSUPERTRIMMED,CHM 312 Polymer Chemistry ,Polymeric materials ubiquitous society play vital role many technologies daily basis eg clothing electronic devices drug formulations medical implants Chemistry central development materials advanced technologies provide introduction fields polymer chemistry macromolecular assembly Topics methods mechanisms polymer synthesis assembly characterization polymer structure properties applications polymers Special focus given polymers used biomedical applications Prerequisite CHM 111 118 CHM 222 An understanding basic chemical principles introduction organic chemistry understand topics polymer chemistry Enrollment limit 15 N 4,play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,1
SmithSUPERTRIMMED,BCH 352 Biochemistry II: Biochemical Dynamics ,Chemical dynamics living systems Enzyme mechanisms metabolism regulation energy production utilization Prerequisites BCH 252 CHM 224 Laboratory 353 must taken concurrently biochemistry majors optional others N 3,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05556,2
SmithSUPERTRIMMED,GRK 100Y Elementary Greek ,A yearlong introduction ancient Greek language Homers Iliad Odyssey two 8thcentury epics represent culmination rich tradition oral poetry The ancients regarded poems unparalleled masterpieces great tragedian Aeschylus called plays crumbs Homers table epics endured millennia still alive relevant Identity love seduction loyalty tension individualism community home adventure—these human issues Odyssey explores learn fundamentals Greek vocabulary grammar experience joy reading Homers Odyssey original 5 Rebecca Worsham,plays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03077,1
SmithSUPERTRIMMED,LAT 214 Introduction to Latin Literature in the Augustan Age ,An introduction Golden Age Latin literature flourished Romes first emperor Reading discussion authors exemplifying range genres perspectives Virgil Ovid Horace attention political cultural context work relationship literary production Augustan regime program Practice research skills reading evaluating producing critical essays Prerequisite LAT 212 permission F L 4,production,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.03261,2
SmithSUPERTRIMMED,CLS 238 The Age of Heroes: Archaeology of the Eastern Mediterranean Bronze Age ,For many us Mediterranean Bronze Age associated mythological events like Trojan War But people Bronze Age actually live This surveys archaeology Eastern Mediterranean Bronze Age including Egypt Aegean among others 3000 1100 BCE We explore pyramids palaces period also evidence daytoday living crafts production religion We also examine cultures interacted Mediterranean networks allowed flourish led collapse A H 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01695,1
SmithSUPERTRIMMED,CLS 260 Transformations of a Text: Shape-Shifting and the Role of Translation ,Whose work reading encounter text translation How author’s voice modulated translator’s What constitutes “faithful” “good” translation How translator’s language culture expectations target audience marketplace determine gets translated We consider different translations text including rogue translations adaptations translations forms opera musicals film produce translations adaptations No prerequisites taken CLT 150 urged enroll 2credit SU concurrently 4,"musicals, film",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636,1
SmithSUPERTRIMMED,CLT 100 Introduction to Comparative Literature: The Pleasures of Reading ,Topics May repeated different topic Natives Nationals Nobodies Home Food Belonging Cultural Imaginary This considers many ways experience recreate “home” place born seek refuge families emigrate Food plays central role think home—how scents spices rituals preparations inform sense self community Studying selected works fiction film oral history essays explore ways refugees migrants immigrants exiles émigrés understand conceptualize home belongig “otherness” L 4,"film, plays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04839,1
SmithSUPERTRIMMED,FYS 101 The Lives of Animals: Literature and the Nonhuman ,In track animals across range poems stories novels essays films try imagine like human From stories people transforming animals texts insist clue animals really feel consider various ways writers distinguish—or refuse distinguish—humans animals Why ask literature art haunted animal life We discuss zoos pets fables cartoons animal rights vegetarianism anthropocentrism extinction Enrollment limited 16 firstyear E WI 4,films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448,1
SmithSUPERTRIMMED,FYS 140 Literature and Medicine ,How stories heal What learn medicine stories novels poems plays case studies Comparing narratives different cultures also compose stories The also introduces broader issues medical humanities medical ethics healthcare disparities crosscultural communication Works available translation China Taiwan France Russia North Latin America Enrollment limited 16 firstyear WI L 4,plays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.05102,2
SmithSUPERTRIMMED,FYS 146 Can Women Have Adventures? ,We examine contemporary girls’ adventure novels films These fictions rework classic patterns “boys’ books” create heroic girls meant inspire young female readers We begin two classic 19thcentury boys books situate readings contemporary girls’ adventures We focus structure girls’ adventure landscape creating maps writing blog posts fiction asking questions What significant boundaries fictions imagine What gender class ideas enforce How boy girl heroes differ What girl hero Enrollment limited 16 firstyear WI 4,films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02778,1
SmithSUPERTRIMMED,"FYS 152 Demons, Deities and Despots: The Myths, Magic and Madness of Islands ",This explores island mythical blank space paradise nomans land encourages humankinds primordial impulses We associate islands adventure wilderness freedom magic dystopia utopia In cultural imaginary island exists invented discovered reinvented We consider wide range texts films isles Odyssey home seductive goddesses fairytale virgin princess giant cannibals lotus addicts Prospero’s magic kingdom Swift’s Lilliput Peter Pan’s Neverland Golding’s manmade dystopia Lord Flies Jean Rhys’s Jamaica Wide Sargasso Sea Jamaica Kincaid’s Antigua A Small Place Enrollment limited 16 firstyear WI L 4,films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,1
SmithSUPERTRIMMED,CLT 205 20th-Century Literatures of Africa ,A study writers diverse literary traditions modern Africa emphasis historical political cultural contexts emergence writing reception consumption We pay particular attention several questions contexts modern African literature emerge Is “African literature” category How African writers challenge Western representations Africa How articulate crisis independence postcoloniality How women writers reshape understanding gender politics resistance Writers Chinua Achebe Ngu˜gı˜ wa Thiong’o Tsitsi Dangarembga Chimamanda Ngozi Adichie Nadine Gordimer Njabulo Ndebele Ama Ata Aidoo We also watch critique films Blood Diamond District 9 Tsotsi The Constant Gardener L 4 Members department,films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02299,1
SmithSUPERTRIMMED,"CLT 208 Dreams, Magic and the Sublime in Modern European Literature ",Pending CAP approval Starting late eighteenth century avantgarde artists began explore claim logic rationality cannot account human experience fascinated madness dreams irrational sublime We investigating phenomenon literary artistic philosophical point view time Enlightenment philosophers twentieth century We reading stories Nerval Tolstoy Kafka Emily Brontes Wuthering Heights poems Baudelaire Rimbaud Rilke philosophical essays The class incorporate artworks Romantic Symbolist eras Surrealist films To E L 4,films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03077,1
SmithSUPERTRIMMED,RES 210 Environment and Ecology in Russian Culture ,How culture conceptualize natural environment aesthetic political even religious terms landscape “mean” context This interdisciplinary explores Russian writers filmmakers artists represented vast territory comprising Imperial Russia USSR Russian Federation Enlightenment present In addition considering artistic production reflected shaped understanding Russian “anthropocene” compare works cultural production Western tradition The also explores initiatives legislate transform Russian environment often precipitated ecological social disasters H L S 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03906,1
SmithSUPERTRIMMED,CLT 218 Holocaust Literature ,Creative responses destruction European Jewry differentiating literature written extremis ghettos concentrationextermination camps hiding vast postwar literature Holocaust How balance competing claims individual collective experience rights imagination pressures historical accuracy Selections variety artistic genres diary reportage poetry novel graphic novel film monuments museums critical theories representation All readings translation H L 4,film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01961,1
SmithSUPERTRIMMED,ENG 224 Frankenstein: The Making of a Monster ,At age 19 Mary Shelley began writing first science fiction novel Frankenstein describes fears monstrosity accelerating technology also sets stage continuing discussions gender reproduction race ethics disability To celebrate groundbreaking novel’s 200th anniversary cotaught class explore making text alongside monstrous legacy contemporary culture We look novel’s influences afterlives – Frankenstein collection Smith’s rare book room range films electronic novels comics reveal enduring role gothic monstrosity today Meets alternating days Smith Amherst College Enrollment limit 36 E L 4,films,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.03205,2
SmithSUPERTRIMMED,CLT 230 “Unnatural” Women: Mothers Who Kill their Children ,Some cultures give murdering mother central place myth literature others subject taboo How woman depicted—as monster lunatic victim savior What motives attributed reveal society’s assumptions values What difference author woman We focus literary texts also consider representations media cinema Authors studied Euripides Seneca Ovid Anouilh Christa Wolff Christopher Durang Alice Walker Toni Morrison others L 4,cinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01786,1
SmithSUPERTRIMMED,CLT 242 What and Where Is Main Street? ,Where Main Street What times spaces places expression conjure Are equivalent concepts places cultures What aesthetics life livelihoods politics associate How images concept manipulated affect us environmental issues public discourse When treasure landscape flee We begin looking American Main Streets explore concepts British French German Russian texts media Prerequisite literary studies L 4,arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
SmithSUPERTRIMMED,ENG 249 Literatures of the Black Atlantic ,Visiting pulpits meeting houses gallows British North America colonial West Indies docks Liverpool modern day Caribbean US Canada UK France analyzes literatures Black Atlantic development black literary intellectual history 18th 21st century Some key theoretical frameworks help inform study literature emerging Black Atlantic diaspora transnationalism internationalism cosmopolitanism Readings range early African diasporic sermons dying words poetry captivity slave narratives newspapers essays novels drama film L 4,"drama, film",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303,1
SmithSUPERTRIMMED,RES 275 Avant-Garde as Lifestyle: Cinema and Socialism in the Soviet Union and Eastern Europe ,Explores avantgarde film traditions Eastern Central Europe including works Soviet Union Poland Hungary Czechoslovakia Yugoslavia The focuses avantgarde filmmakers engaged socialist project USSR Eastern Bloc call forms sites life practices We investigate avantgarde cinema represents everyday life amidst public private spaces socialism In approaching relationship cinema space consider examples architecture Constructivist Functionalist Brutalist theoretical writings avantgarde Conducted English prerequisites,"cinema, film",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05085,1
SmithSUPERTRIMMED,DAN 200 Dance Production ,A laboratory based preparation performance department productions elect fulfill requirements wide array production responsibilities including stage crew It used performance choreography May taken four times maximum two per A 1,"production, productions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08333,2
SmithSUPERTRIMMED,DAN 507 Production and Management ,Firstyear MFA enroll fulfill dance production requirement usually stage managing dance concert Enrollment DAN 507 takes place completes dance production scheduled faculty 2,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08696,1
SmithSUPERTRIMMED,DAN 521 Choreography & Creative Process ,Advanced work choreographic design production design Study creative process manifested choreography Prerequisite two semesters choreography 5,production,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09375,2
SmithSUPERTRIMMED,EAL 234 Self and Society in Chinese Fiction and Drama ,This survey traditional Chinese fiction drama roughly 800–1900 reading classical tales strange vernacular stories novels zaju chuanqi drama alongside official narratives histories biographies popular genres like ballads baojuan precious scrolls tanci plucking songs We consider ways individuals family community government appear literature conflicting loyalties presented romance family state All readings English translation previous knowledge Chinese required L 4,drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448,1
SmithSUPERTRIMMED,"EAL 235 Class, Gender and Material Culture in Late Imperial China ",This class examines continuum subject object Chinese fiction drama poetry 16th 18th centuries discussing individuals participate agents objects circulation objects structure identity articulate relationships body object materiality writing illustration stage We analyze historical constructions class gender reflect individuals constructed social identities visàvis objects consumption All readings English translation L 4,drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1
SmithSUPERTRIMMED,EAL 237 Chinese Poetry and the Other Arts ,Poetry painting calligraphy visual plastic ways expressing oneself forms communication In explore relationships words images issues poetry inextricably linked What makes painting silent poem poem lyrical painting poetry painting inspire another How respond another All readings English translation,arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.02632,3
SmithSUPERTRIMMED,EAL 244 Japanese Women’s Writing ,This focuses writings Japanese women 10th century present We examine foundations Japan’s literary tradition represented early works Murasaki Shikibu’s Tale Genji Sei Shonagon’s Pillow Book We move late 19th century consider first modern examples Japanese women’s writing How existence “feminine literary tradition” premodern Japan influence writing women modern period How texts reflect resist reconfigure conventional representations gender We explore possibilities limits articulation feminine feminist subjectivities investigate production categories “race” class sexuality relation gender Taught English knowledge Japanese required L 4,production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,1
SmithSUPERTRIMMED,"EAL 245 Writing, Japan and Otherness ",An exploration representations “otherness” Japanese literature film mid19th century present How Japan’s identity modern nation configured representations nations cultures How categories race gender nationality class sexuality used construction difference This pays special attention role “otherness” development national individual identities In conjunction investigations also address varied ways Japan represented “other” writers China England France Korea United States How images Japan converse All readings English translation 4,film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01538,1
