,School,CourseID,Descriptions,Data Science Term
11,CaldwellSUPERTRIMMED_spaced,PS 405 Advanced Research in Psychology (3) ,This focuses on understanding advanced research design data collection methods data analysis and research dissemination as applied to contemporary topics in psychology This involves supervised research projects,"data analysis, data collection, methods data analysis"
12,CaldwellSUPERTRIMMED_spaced,SO 344 Methods of Social Research I (3) ,Surveys quantitative and qualitative research methods introduces to statistical applications in the social sciences and teaches data file creation and management skills using SPSS will draft an original social science research proposal,research methods
13,CaldwellSUPERTRIMMED_spaced,SO 346 Methods of Social Research II (3) ,Enables to execute an ethical study based on their own social science research proposal Hypothesis testing data analysis using SPSS and presentation of findings are stressed Skills for critically interpreting data and the methodologies used in scholarly journals will be emphasized Prerequisite SO 344,data analysis
14,CaldwellSUPERTRIMMED_spaced,CJ 390 U. S. Courts: Structure and Functioning (3) ,Covers the structure and functioning of both the state and federal court systems Discussion topics include types of jurisdiction bail the criminal trial processes and the judiciary and judicial power including the areas of separation of powers Prerequisite CJ 201 ANCJSO 410a Seminar Topics in Anthropology Sociology and Criminal Justice 3 Involves intensive study and exploration of rotating topics in the fields of anthropology sociology andor criminal justice These topics will focus on timely social issues specialized content areas andor methods of social research A minimum GPA of25 is required ANCJ 420 Forensic Anthropology 3 This is an introduction to the basic principles of forensic anthropology an applied field within the larger discipline of biological anthropology that uses human ost e ology human skeletal anatomy archaeology and other anthropological research methods to solve problems of medicolegal significance primarily the determination of personal identity and cause of death from human remains The will discuss the application of forensic anthropology to human rights missions military identifications and mass fatalities,research methods
15,2011CornellSUPERTRIMMED_spaced,BEE 1510 Introduction to Computing ,Statistics concentration must complete three advanced courses in statistics computer science operations research or computational biology including at least two from the list below for complete list go to wwwbscbcornelledumajReqphp,operations research
16,2011CornellSUPERTRIMMED_spaced,AEM 6120 Applied Econometrics ,1 Co requisite AEM 4110 D R Just Designed for MS and PhD who do not meet the prerequisites for other graduatelevel econometrics courses Complements AEM 4110 providing greater depth of understanding of econometric methods and exposure to applied econometric literature Focuses on preparing to conduct their own applied economic research,econometrics
17,2011CornellSUPERTRIMMED_spaced,AEM 7100 Econometrics I ,3 Prerequisites matrix algebra and statistical methods courses at level of ILRST 3110 or ECON 6190 T D Mount Provides together with AEM 7110 a graduate sequence in applied econometrics that is suitable for MS and PhD Covers linearregression models and the associated estimation and testing procedures,econometrics
18,2011CornellSUPERTRIMMED_spaced,AEM 7130 Dynamic Optimization ,3 Prerequisites ECON 6090 and ECON 6170 Letter grades only J M Conrad Concerned with the solution of dynamic allocation problems Objectives are to 1 pose prototype optimization problems in discrete and continuous time 2 introduce the common methods for solving prototype problems 3 present a set of numerical problems and thereby 4 equip with basic theory and methods to perform applied research on dynamic allocation problems,optimization
19,2011CornellSUPERTRIMMED_spaced,BEE 4530 Computer-Aided Engineering: Applications to Biomedical Processes ,2010 only taught in 2012 and every thereafter 3 Satisfies BE capstone design requirement Satisfies College of Engineering technical writing requirement Prerequisite heat and mass transfer BEE 3500 or equivalent Letter grades only A Halder Introduction to simulationbased design as an alternative to prototypebased design analysis and optimization of complex reallife processes for design and research using industrystandard physicsbased computational software Emphasis is on problem formulation starting from a real process and developing its computer model Covers biomedical processes in thermal therapy and drug delivery that involve heat transfer mass transfer and fluid flow Computational topics introduce the finiteelement method pre and postprocessing and pitfalls of using computational software choose their own semesterlong biomedical project which is the major part of the no final exam,optimization
20,2011CornellSUPERTRIMMED_spaced,BEE 4590 Biosensors and Bio analytical Techniques ,3 Prerequisites biochemistry and permission of instructor Letter grades only A J Bae um ner Provides with an understanding of the scientific and engineering principles of biosensors and bio analytical techniques Addresses selected topics from simple biosensors to micronano fabricated Micro Total Analysis Systems Micro T AS Biosensor and Micro T AS applications in environmental analysis food safety and medical diagnostics are explored give oral presentations in lecture analyze biosensors published in literature and theoretically design a biosensor based on criteria discussed in class Undergraduate work together in teams of two to three Meets concurrently with BEE 6590 BEE 6590 work independently on individual biosensor projects,engineering principles
21,2011CornellSUPERTRIMMED_spaced,BEE 4750 Environmental Systems Analysis ,3 Prerequisites computer programming and one year of calculus Letter grades only D A Haith Applications of mathematical modeling simulation and optimization to environmentalquality management Fate and transport models for contaminants in air water and soil Optimization methods search techniques linear programming to evaluate alternatives for solidwaste management and water and air pollution control Introduction to hydro logic simulation runoff and stream flow Software packages for watershed analyses of point and non point source water pollution,"modeling simulation, optimization, simulation"
22,2011CornellSUPERTRIMMED_spaced,BEE 4890 Entrepreneurial Management for Engineers ,4 Satisfies College of Engineering technical writing requirement Prerequisite junior standing Letter grades only No one allowed to add after second week M B Timmons Focuses on how to start a new company centered on engineering or biological technologies The covers entrepreneurship principles fund raising negotiation financial calculations internal rate of return time value of money pro forma statements legal structures of businesses project management issues related to professional ethics and technical writing and communication Majority of work done in teams including a complete business plan that is presented to angel investors Business plans must require less than 100K in startup funding and may result in actual investment by the angel investor group,project management
23,2011CornellSUPERTRIMMED_spaced,BTRY 6890 Topics in Population Genetics and Genomics ,and 1 may be repeated for Prerequisite BTRY 6820 or permission of instructor Graduate seminar on current topics in population genetic data analysis Topics this semester may include detecting signatures of natural selection estimating demographic parameters and recombination rate variation from wholegenome data statistical methods for association mapping efficient methods for disease gene mapping and use of comparative genomic data for population genetic inference Readings are chosen primarily from current literature,data analysis
24,2011CornellSUPERTRIMMED_spaced,COMM 6950 Structural Equation Modeling Techniques in Social Science Research ,3 Prerequisites in multiple regression graduate standing C Yuan Advanced research methods for graduate in the social sciences with an emphasis on data analysis using structural equation modeling The covers both its basic principles and practical applications eg multi group models growth curve models using LISRELPRELIS COMM 7810 Seminar in Psychology of Communication 3 Prerequisites COMM 6800 and 6810 or equivalent graduatelevel theory in psychology or social psychology oddnumbered years M Shapiro Discusses and analyzes selected current issues in the psychology of communication discuss and synthesize current research and theory in the mental processing of communication,"data analysis, research methods"
25,2011CornellSUPERTRIMMED_spaced,CSS 4050 Field Crop Systems ,4 Prerequisite none Two to four field trips during lab periods until 5 pm or on weekends R L Obendorf Principles of fieldcrop growth development and maturation species recognition soil and climatic adaptations tillage systems liming and mineral nutrition cropping sequences management systems nutrition and health and crop improvement are considered Grain protein oil fiber biofuel and forage crops are emphasized Laboratory utilizes living plants extensive crop garden and computer simulation Lab report and term paper on contemporary field crop systems required Designed for professional or advanced undergraduates for both CSS 4050 and CSS 2110 or CSS 3110 not permitted,simulation
26,2011CornellSUPERTRIMMED_spaced,DSOC 6150 Qualitative Research Methods ,3 L Williams This seminar introduces to a number of qualitative research methods in the social sciences Discusses field observation archival research indepth individual interviews and focus group interviews Assesses the strengths and weaknesses of various strategies of field research and consider a range of practical matters such as choice of research site and sample where appropriate Considers choice of research questions and issues of feasibility in research plans Ethical considerations are highlighted,research methods
27,2011CornellSUPERTRIMMED_spaced,EAS 6660 Applied Multivariate Statistics ,3 Prerequisites multivariable calculus matrix algebra two statistics courses alternate years D S Wilks Statistical techniques for multivariable data Topics include multivariate exploratory data analysis the multivariate normal distribution parametric and non parametric inference about multivariate means principal component analysis canonical correlation analysis discriminant analysis and cluster analysis Emphasizes geophysical applications using primarily atmospheric and oceanographic data as examples but the development is general enough to be of broader interest,data analysis
28,2011CornellSUPERTRIMMED_spaced,FDSC 3210 Food Engineering Principles ,3 Prerequisites FDSC 2000 and introductory physics Letter grades only S S H Rizvi Introduces the engineering principles underlying food processes and equipment Topics include thermodynamics mass and energy balance fluid mechanics heat and mass transport refrigeration and psych ro metrics,engineering principles
29,2011CornellSUPERTRIMMED_spaced,FDSC 4666 U.S. Food Industry and Food Science Research ,Summer 1 Prerequisite en roll ment in Food Science summer scholars program or MPS in Food Science and Technology S–U grades only M Wiedmann Introduces to the US food industry and food science research participate in weekly meetings to cover topics such as food science research methods ethics in food science and research field trips to food processing plants and RD facilities and panel discussions on food science careers in the United States are required to keep journals with weekly entries that reflect critical thinking on the challenges and opportunities in the discipline of food science,research methods
30,2011CornellSUPERTRIMMED_spaced,LA 4120 Professional Practice ,1 Presents the student with an understanding of the emerging role of the professional landscape arch it ect The helps explore various types of practice and introduces the problems and opportunities may encounter in an office or in other professional situations Topics include jobseeking preparation practice diversity marketing professional services office and project management construction management and ethics,project management
31,2011CornellSUPERTRIMMED_spaced,ARCH 3806 The Architecture of India and Its Interpretation ,3 Not every year B MacDougall Surveys the arch it ectural record of ancient and medieval India with an emphasis on stupa and temple traditions Devotes attention to European efforts to write a Westernstyle arch it ectural history for India and to the British fascination with explaining Indian ethnology and history over two centuries Attempts to evaluate the claim made by the historian James Fergusson that arch it ecture provided the basis for reconstructing an imperfectly known Indian history Also examines the notion that scholarly enterprises were closely entwined with strategies for domination To this end read 19thcentury firsthand reports on arch it ecture in antiquarian Englishlanguage journals alongside more modern accounts They are compared with indigenous arch it ecture writings that were often unacknowledged by Europeans,enterprises
32,2011CornellSUPERTRIMMED_spaced,CRP 1106 URS First-Year Seminar ,1 S–U grades only R Booth Introduces to substantive issues of the diverse disciplines that make up the planning profession through weekly interaction with CRP and other faculty members in the department have the opportunity to engage in open discussions,crp
33,2011CornellSUPERTRIMMED_spaced,CRP 3111 Immigrant Entrepreneurship ,Markets and the US City The Latinoa Case also CRP 6111 LSP,crp
34,2011CornellSUPERTRIMMED_spaced,CRP 3308 New York City Professional Internships ,6 variable in New York City Staff will work with program faculty in devising a detailed learning plan that identifies the new knowledge skills and capacities they seek to gain through their New York City–based professional internship experience will be placed in public private and nonprofit organizations where they will engage in challenging professional activities designed to assist them in acquiring these new competencies will participate in a weekly reflective seminar where they will systematically reflect upon their fieldbased learning experiences to prepare them to complete a detailed learning portfolio and capstone project through which they can demonstrate their mastery of the theoretical conceptual methodological and policy content identified in their individualized learning plans will be introduced to key concepts and methods in adult learning experiential education fieldbased research methods and organizational behavior to empower them to function as both selfdirected and reciprocal learners,research methods
35,2011CornellSUPERTRIMMED_spaced,CRP 4930 Honors Thesis Writing ,or 4 Prerequisite CRP 4920 Staff Each selected student works with his or her thesis advisor,crp
36,2011CornellSUPERTRIMMED_spaced,CRP 4080) ,4 S Schmidt For description see CRP 4080,crp
37,2011CornellSUPERTRIMMED_spaced,CRP 4170) ,4 S Christopher son For description see CRP 4170,crp
38,2011CornellSUPERTRIMMED_spaced,NTRES 4440) ,4 R Booth For description see CRP 4440,crp
39,2011CornellSUPERTRIMMED_spaced,CRP 6210 Quantitative Techniques for Policy Analysis and Program Management ,4 D Lewis Examines selected analytical techniques used in the planning and evaluation of public policy and public investments Topics include simulation modeling benefitcost and costeffectiveness analysis including capital budgeting and optimization strategies,"optimization, simulation"
40,2011CornellSUPERTRIMMED_spaced,CRP 6311 Consulting for Nonprofit and Government Organizations ,and 4 L Miller This class teaches practical skills that will enable to work with clients in the local community learn about organizational structure and culture and gain realworld experience as they complete a publicservice project receive instruction on topics such as organizational development program evaluation project management professional communication and strategic planning A significant portion of the will focus on project management,project management
41,2011CornellSUPERTRIMMED_spaced,CRP 6710 Seminar in International Planning ,1 S–U grades only W Goldsmith For description see CRP 3901,crp
42,2011CornellSUPERTRIMMED_spaced,"CRP 8300 Seminar in Regional Science, Planning, and Policy Analysis ",or 4 variable S–U grades only K Donaghy CRP 8300 is a weekly seminar at which faculty and visitors present their research on topics of current interest Presentations usually involve formal or quantitative analyses of developments in regional economies and policy or planning implications,crp
43,2011CornellSUPERTRIMMED_spaced,BIOG 3010–3020 Seminar in Research Skills for Biologists: I and II ,1 per semester Prerequisite permission of instructor Priority given to Biology Research Fellows M Shulman Designed for juniors these courses develop skills used in all fields of biological research semester I researching the primary literature critiquing scientific papers facility with spreadsheet and bibliographic software semester II experimental design data management and analysis writing research proposals Courses may be taken out of sequence,data management
44,2011CornellSUPERTRIMMED_spaced,BIOEE 2650 Tropical Field Ecology and Behavior ,Winter field based in Kenya Africa 4 Limited to 15 Prerequisite permission of instructor Letter grades only I J Lovette Gives a broad handson understanding of tropical biology ecology and behavioral ecology gain experience with experimental design and data collection field methods basic statistics interpretation and evaluation of primary scientific literature and scientific paper writing pay separately for their international airfare and there may also be a small supplementary laboratory fee,data collection
45,2011CornellSUPERTRIMMED_spaced,CIS 3000 Introduction to Computer Game Design ,4 Prerequisites at least one of the following according to student’s area of interest art music or programming Art ART 2501 or equivalent Music CS 111x or INFO 1301– 1302 MUSIC 1421 or equivalent Programming CSENGRD 2110 or equivalent Investigates the theory and practice of developing computer games from a blend of technical aesthetic and cultural perspectives Technical aspects of game arch it ecture include software engineering artificial intelligence game physics computer graphics and networking Aesthetic and cultural aspects of design include art and modeling sound and music history of games genre analysis role of violence gender issues in games game balance and careers in the industry Programmers artists and musicians collaborate to produce an original computer game,artificial intelligence
46,2011CornellSUPERTRIMMED_spaced,CS 1112 Introduction to Computing Using MATLAB ,4 Co requisite MATH 1110 1910 or equivalent Assumes student is comfortable with mathematics at level of one semester of calculus but has no prior programming experience Programming and problem solving using MATLAB Emphasizes the systematic development of algorithms and programs Topics include iteration functions arrays and MATLAB graphics Assignments are designed to build an appreciation for complexity dimension fuzzy data inexact arithmetic randomness simulation and the role of approximation,simulation
47,2011CornellSUPERTRIMMED_spaced,CS 3410 Computer System Organization and Programming ,4 Prerequisite CS 2110 or equivalent programming experience Should not be taken concurrently with CS 3110 Introduction to computer organization systems programming and the hardware software interface Topics include instruction sets computer arithmetic datapath design data formats addressing modes memory hierarchies including caches and virtual memory IO devices busbased IO systems and multicore arch it ectures learn assembly language programming and design a pipelined RISC processor,data formats
48,2011CornellSUPERTRIMMED_spaced,CS 4320 Introduction to Database Systems ,3 Prerequisites CS 3110 or CS 2110 2111 and permission of instructor Introduction to modern database systems Concepts covered include storage structures access methods query languages query processing and optimization transaction management recovery database design XML and XQuery The focuses on the design and internals of modern database systems,optimization
49,2011CornellSUPERTRIMMED_spaced,CS 4670 Introduction to Computer Vision ,or 4 Prerequisites CS 2110 CS 2800 2010 An indepth introduction to computer vision The goal of computer vision is to compute properties of our world—the 3D shape of an environment the motion of objects the names of people or things—through analysis of digital images or videos The covers a range of topics including 3D reconstruction image segmentation object recognition and vision algorithms for the Internet as well as key algorithmic and optimization techniques such as graph cuts and nonlinear least squares This emphasizes handson experience with computer vision with several large programming projects,optimization
50,2011CornellSUPERTRIMMED_spaced,CS 5150 Software Engineering ,4 Prerequisite CS 2110 or equivalent experience programming in Java or C Introduction to the practical problems of specifying designing and building large reliable software systems work in teams on projects for real clients This work includes a feasibility study requirements analysis objectoriented design implementation testing and delivery to the client Additional topics covered in lectures include professionalism project management and the legal framework for software development CS 5220 Applications of Parallel Computers or 4 Prerequisite in numerical methods at level of CS 3220 or higher Next 2011– 2012 Models for parallel programming and survey of parallel machines Existing parallel programming languages vector i zing compilers and parallel libraries and toolboxes,project management
51,2011CornellSUPERTRIMMED_spaced,CS 6650 Computational Motion ,4 Prerequisites undergraduatelevel understanding of algorithms and some scientific computing alternate years 2011 Covers computational aspects of motion broadly construed Topics include the computer representation modeling analysis and simulation of motion implement several of the algorithms covered in the and complete a final project,simulation
52,2011CornellSUPERTRIMMED_spaced,CS 6670 Computer Vision ,or 4 Prerequisites undergraduatelevel understanding of algorithms and MATH 2210 or equivalent 2011 Introduction to computer vision with an emphasis on discrete optimization algorithms and on applications in medical imaging Topics include edge detection image segmentation stereo ps is motion and optical flow active contours and the Hausdorff distance are required to implement several of the algorithms covered in the and complete a final project,optimization
53,2011CornellSUPERTRIMMED_spaced,CS 6742 Natural Language Processing and Social Interaction ,3 Prerequisites CS 2110 or equivalent programming experience in artificial intelligence or any relevant subfield eg NLP information retrieval machine learning graduate standing or permission of instructor More and more of life is now manifested online and much of the digital traces that are left by people groups and large entities is increasingly recorded in naturallanguage format This examines the opportunities for natural language processing to contribute to the analysis and construction of socially embedded processes Possible topics include sentiment analysis learning socialnetwork structure analysis of text in political or legal domains review aggregation systems analysis of online conversations and text categorization with respect to psychological categories,"artificial intelligence, machine learning, natural language processing"
54,2011CornellSUPERTRIMMED_spaced,CS 6758 Robot Learning ,4 Prerequisites knowledge of basic computer science principles and skills at a level sufficient to write a reasonably nontrivial computer program eg CS 1114 or CS 2110 or CS 3110 or equivalent any one of the following courses in probabilitystatistics or signal processing CS 2800 or ECE 2200 or ECE 3100 or ENGRD 2700 or equivalent Studies the problem of how an agent can learn to perceive its world well enough to act in it to make reliable plans and to learn from its own experience The focus is on algorithms and machine learning techniques for autonomous operation of robots Topics include filtering and state estimation Kalman filters particle filters Markov decision process learning reinforcement and supervised learning planning and control perception vision sensing The has a term project involving physical robots no final exam,machine learning
55,2011CornellSUPERTRIMMED_spaced,CS 6780 Machine Learning and Pattern Recognition ,4 Prerequisites programming skills eg CS 2110 or CS 3110 and basic knowledge of linear algebra and probability theory eg CS 2800 Gives a graduatelevel introduction to machine learning and statistical pattern recognition and indepth coverage of new and advanced methods in machine learning Emphasizes approaches with practical relevance and discusses a number of recent applications of machine learning such as robotics data mining computer vision text and web data processing An open research project is a major part of the Topics include supervised learning generative disc rim i native learning baggingboosting unsupervised learning kNN clustering dimensionality reduction online learning robot learning reinforcement learning kalman filters introduction to graphical models Masters are encouraged to take the,"data mining, machine learning"
56,2011CornellSUPERTRIMMED_spaced,CS 7594 Seminar on Computational Issues in Medicine ,1 Prerequisites none An overview of computational issues that arise in the clinical practice of medicine Topics include the role of IT in clinical practice medical imaging problems in CT and MR data mining clinical decision support workflow optimization electronic medical records and health care IT standards Lectures are given primarily by attending physicians from the Department of Radiology at Weill Cornell Medical College Open to at all levels,"data mining, optimization"
57,2011CornellSUPERTRIMMED_spaced,INFO 2950 Mathematical Methods for Information Science ,4 Co requisite MATH 2310 or equivalent Teaches basic mathematical methods for information science Topics include graph theory discrete probability Bayesian methods finite automata Markov models and hidden Markov models Uses examples and applications from various areas of information science such as the structure of the web genomics natural language processing and signal processing,natural language processing
58,2011CornellSUPERTRIMMED_spaced,STSCI 2100 Introductory Statistics ,or 4 Introduction to the basic concepts of probability statistics and data analysis Descriptive methods normal theory models and inferential procedures are considered Topics include basic statistical designs an introduction to probability estimation confidence intervals tests of significance for a single population mean and proportion the difference in two population means and proportions ANOVA multiple linear regression and contingency tables,data analysis
59,2011CornellSUPERTRIMMED_spaced,STSCI 4500 Databases and Statistical Computing ,4 Exposure to multiple linear regression and logistic regression strongly recommended The intent of the is to provide the statistician with the computational tools for statistical research and applications Topics including random number generation and Monte Carlo methods regression computations and application to statistical methods of optimization and sorting,optimization
60,2011CornellSUPERTRIMMED_spaced,STSCI 5010–5020 Applied Statistical Analysis ,Twosemester core for in master of professional studies MPS degree program in applied statistics in Department of Statistical Science Prerequisite en roll ment in MPS program Consists of a series of modules on various topics in applied statistics Some modules include guest lectures from practitioners Parallel with the complete a yearlong indepth data analysis project 5010 4 Letter grades only Topics include but are not limited to statistical computing systems statistical software packages data management statistical graphics and simulation methods and algorithms 5020 4 Letter grades only Topics include but are not limited to sample surveys and questionnaire design data sources experimental design and data mining,"data analysis, data management, simulation"
61,2011CornellSUPERTRIMMED_spaced,ENGRD 2700 ,Materials Science and Engineering ENGRD 2610 or ENGRD 2620 Mechanical Engineering ENGRD 2020 Operations Research and Engineering ENGRD,operations research
62,2011CornellSUPERTRIMMED_spaced,ENGRD 2700 Basic Engineering Probability and Statistics ,summer 3 Prerequisites MATH 1910 and 1920 MATH 2940 should be completed before or concurrently with ENGRD 2700 Gives a working knowledge of basic probability and statistics and their application to engineering Includes computer analysis of data and simulation Topics include random variables probability distributions expectation estimation testing experimental design quality control and regression,simulation
63,2011CornellSUPERTRIMMED_spaced,ENGRG 1060 Exploration in Engineering Seminar ,Summer 1 Designed for junior and senior highschool Introduction to several engineering fields such as bioengineering chemical engineering civil engineering computer science earth sciences electrical and computer engineering engineering physics materials science mechanical engineering and operations research Handson experience in weekly labs as well as design projects to introduce concepts of the engineering design process,operations research
64,2011CornellSUPERTRIMMED_spaced,ENGRI 1101 Engineering Applications of Operations Research ,3 Not open to ORIE upperlevel majors Introduction to the problems and methods of operations research and information engineering focusing on problem areas including inventory network design and resource allocation the situations in which these problems arise and several standard solution techniques In the computational laboratory encounter problem simulations and use some standard commercial software packages,operations research
65,2011CornellSUPERTRIMMED_spaced,AEP 4900–4910 Independent Study in Engineering Physics ,TBA Laboratory or theoretical work in any branch of engineering physics under the direction of a member of the faculty The study can take a number of forms for example design of laboratory apparatus performance of laboratory measurements computer simulation or software developments theoretical design and analysis Details TBA with respective faculty member,simulation
66,2011CornellSUPERTRIMMED_spaced,CHEME 7510 Mathematical Methods of Chemical Engineering Analysis ,4 Y L Joo Application of advanced mathematical techniques to chemical engineering analysis Mathematical modeling scaling regular and singular perturbations multiple scales asym p to tic analysis linear and nonlinear ordinary and partial differential equations statistics data analysis and curve fitting,data analysis
67,2011CornellSUPERTRIMMED_spaced,CHEME 7920 Principles and Practices of Graduate Research ,1 S Daniel T Hanrath and R Robinson A colloquiumdiscussion group series for firstyear graduate Topics include the culture and responsibilities of graduate research and the professional community the mechanics of conducting research experimental design data analysis serendipity in research avoiding selfdeception documenting research lab notebooks computer files and reporting research writing a technical paper and oral presentations,data analysis
68,2011CornellSUPERTRIMMED_spaced,CEE 4060 Civil Infrastructure Systems ,3 Prerequisites probability and statistics CEE 3040 or equivalent or permission of instructor Recommended engineering economics CEE 3230 or equivalent S–U or letter grades Staff Introduction to the framing and solution of civil infrastructure problems using a systems engineering approach Systems tools such as optimization lifecycle cost analysis decision analysis simulation and risk analysis are examined through case studies related to civil infrastructure,"optimization, simulation"
69,2011CornellSUPERTRIMMED_spaced,CEE 5930 Engineering Management Methods ,4 Prerequisites CEE 3230 and 3040 or equivalent M A Turn qui st Methods for managing data and transforming data into information Modeling as a means to synthesize information into knowledge that can form the basis for decisions and actions Application of statistical methods and optimization to managerial problems in operations forecasting and resource allocation,optimization
70,2011CornellSUPERTRIMMED_spaced,CEE 6150 Digital Image Processing ,3 W D Philpot An introduction to digital imageprocessing concepts and techniques with emphasis on remotesensing applications Topics include image acquisition enhancement procedures spatial and spectral feature extraction and classification with an introduction to hyper spectral data analysis Assignments require the use of imageprocessing software and graphics,data analysis
71,2011CornellSUPERTRIMMED_spaced,CEE 6930 Public Systems Modeling ,4 D P Loucks An introduction to the art of model building and use especially related to public sector planning and management issues The focuses on the quantitative systems approach for identifying and evaluating alternative possible decisions and their physical economic environmental and social impacts Modeling methods include various deterministic and probabilistic optimization and simulation models decision analysis evolutionary search algorithms and statistical models applied to a variety of public sector issues The aim of all of this “modeling technology” is to help us generate and communicate information that can assist and better inform public decisionmaking,"optimization, simulation"
72,2011CornellSUPERTRIMMED_spaced,CEE 7700 Engineering Fracture Mechanics ,3 Prerequisite CEE 6720 or equivalent and TAM 7530 or permission of instructor A In graf fe a Computational and physical modeling of crack growth processes Finite and boundary elementbased simulation of brittle fracture initiation and propagation fatigue crack growth and elastoplastic and cohesive approaches to inelastic crack growth Element formulation meshing and re meshing interactive steering Case studies across scales from geo mechanics to micro mechanics and including metals ceramics and polymers Laboratory techniques for fracture toughness crack growth rate and trajectory testing CEE 7710 Stochastic Mechanics in Science and Engineering 3 Prerequisite permission of instructor Next 2011–2012 M D Grigori u Review of probability theory stochastic processes and Ito formula with illustrations by Monte Carlo Simulation,simulation
73,2011CornellSUPERTRIMMED_spaced,CEE 7711 Stochastic Simulation Methods in Engineering and Bayesian Computation ,3 Prerequisites undergraduatelevel in probability and statistics and multivariate calculus Computer programming skills in any language also required for homework and term project P K out sour e lak is Discusses Monte Carlo methods used for the stochastic simulation of complex physical systems and machine learning problems The examines a small subset of the possible applications such as uncertainty quantification optimization dimensionalityreduction atomistic simulation static and dynamic data assimilation A central component of the is the use of Monte Carlo techniques in the context of Bayesian models The ultimate goal is to acquaint with a set of powerful tools and theories that can be directly transitioned to their research independently of their field,"machine learning, optimization, simulation"
