School,CourseID,Descriptions,Data Science Term,Data Science Analytics,Data Science Engineering,Data Management,Research Methods and Project Management,Business Analytics,Website,Data Visualization,Statistics,Experimental Design,Programming,Algorithms/Modeling/AI,Data Collection,Data Sources,Data Types,Data Analysis,Application,Simulation,Software,Lab,Sum,Weights,category
CaldwellSUPERTRIMMED_spaced,PS 402 Experimental Psychology (3) ,Focuses research methods design applied contemporary problems psychology The involves independent research projects Prerequisite PS 208,research methods,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.1875,1
CaldwellSUPERTRIMMED_spaced,PS 405 Advanced Research in Psychology (3) ,This focuses understanding advanced research design data collection methods data analysis research dissemination applied contemporary topics psychology This involves supervised research projects,"data analysis, data collection, methods data analysis",1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0.45455,1
CaldwellSUPERTRIMMED_spaced,SO 344 Methods of Social Research I (3) ,Surveys quantitative qualitative research methods introduces statistical applications social sciences teaches data file creation management skills using SPSS draft original social science research proposal,research methods,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0.1875,1
CaldwellSUPERTRIMMED_spaced,SO 346 Methods of Social Research II (3) ,Enables execute ethical study based social science research proposal Hypothesis testing data analysis using SPSS presentation findings stressed Skills critically interpreting data methodologies used scholarly journals emphasized Prerequisite SO 344,data analysis,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,5,0.13333,2
CaldwellSUPERTRIMMED_spaced,CJ 390 U. S. Courts: Structure and Functioning (3) ,Covers structure functioning state federal court systems Discussion topics types jurisdiction bail criminal trial processes judiciary judicial power including areas separation powers Prerequisite CJ 201 ANCJSO 410a Seminar Topics Anthropology Sociology Criminal Justice 3 Involves intensive study exploration rotating topics fields anthropology sociology criminal justice These topics focus timely social issues specialized content areas methods social research A GPA of25 required ANCJ 420 Forensic Anthropology 3 This introduction basic principles forensic anthropology applied field larger discipline biological anthropology uses human ost e ology human skeletal anatomy archaeology anthropological research methods solve problems medicolegal significance primarily determination personal identity cause death human remains The discuss application forensic anthropology human rights missions military identifications mass fatalities,research methods,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0307,1
2011CornellSUPERTRIMMED_spaced,BEE 1510 Introduction to Computing ,Statistics concentration must complete three advanced courses statistics computer science operations research computational biology including two list complete list go wwwbscbcornelledumajReqphp,operations research,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.16667,2
2011CornellSUPERTRIMMED_spaced,AEM 6120 Applied Econometrics ,1 Co requisite AEM 4110 D R Just Designed MS PhD prerequisites graduatelevel econometrics courses Complements AEM 4110 providing greater depth understanding econometric methods exposure applied econometric literature Focuses preparing conduct applied economic research,econometrics,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0.05882,2
2011CornellSUPERTRIMMED_spaced,AEM 7100 Econometrics I ,3 Prerequisites matrix algebra statistical methods courses level ILRST 3110 ECON 6190 T D Mount Provides together AEM 7110 sequence applied econometrics suitable MS PhD Covers linearregression models associated estimation testing procedures,econometrics,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.04688,2
2011CornellSUPERTRIMMED_spaced,AEM 7130 Dynamic Optimization ,3 Prerequisites ECON 6090 ECON 6170 Letter grades J M Conrad Concerned solution dynamic allocation problems Objectives 1 pose prototype optimization problems discrete continuous time 2 introduce methods solving prototype problems 3 present set numerical problems thereby 4 equip basic theory methods perform applied research dynamic allocation problems,optimization,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.03125,2
2011CornellSUPERTRIMMED_spaced,BEE 4530 Computer-Aided Engineering: Applications to Biomedical Processes ,2010 taught 2012 every thereafter 3 Satisfies BE capstone design requirement Satisfies College Engineering technical writing requirement Prerequisite heat mass transfer BEE 3500 equivalent Letter grades A Halder Introduction simulationbased design alternative prototypebased design analysis optimization complex reallife processes design research using industrystandard physicsbased computational software Emphasis problem formulation starting real process developing computer model Covers biomedical processes thermal therapy drug delivery heat transfer mass transfer fluid flow Computational topics introduce finiteelement method pre postprocessing pitfalls using computational software choose semesterlong biomedical project part final exam,optimization,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0.0407,0
2011CornellSUPERTRIMMED_spaced,BEE 4590 Biosensors and Bio analytical Techniques ,3 Prerequisites biochemistry permission Letter grades A J Bae um ner Provides understanding scientific engineering principles biosensors bio analytical techniques Addresses selected topics simple biosensors micronano fabricated Micro Total Analysis Systems Micro T AS Biosensor Micro T AS applications environmental analysis food safety medical diagnostics explored give oral presentations lecture analyze biosensors published literature theoretically design biosensor based criteria discussed class Undergraduate work together teams two three Meets concurrently BEE 6590 BEE 6590 work independently individual biosensor projects,engineering principles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.03846,2
2011CornellSUPERTRIMMED_spaced,BEE 4750 Environmental Systems Analysis ,3 Prerequisites computer programming calculus Letter grades D A Haith Applications mathematical modeling simulation optimization environmentalquality management Fate transport models contaminants air water soil Optimization methods search techniques linear programming evaluate alternatives solidwaste management water air pollution control Introduction hydro logic simulation runoff stream flow Software packages watershed analyses point non point source water pollution,"modeling simulation, optimization, simulation",1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,7,0.15455,0
2011CornellSUPERTRIMMED_spaced,BEE 4890 Entrepreneurial Management for Engineers ,4 Satisfies College Engineering technical writing requirement Prerequisite standing Letter grades No allowed add second week M B Timmons Focuses start company centered engineering biological technologies The covers entrepreneurship principles fund raising negotiation financial calculations internal rate return time value money pro forma statements legal structures businesses project management issues professional ethics technical writing communication Majority work done teams including complete business plan presented angel investors Business plans must less 100K startup funding result actual investment angel investor group,project management,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.05696,1
2011CornellSUPERTRIMMED_spaced,BTRY 6890 Topics in Population Genetics and Genomics ,1 repeated Prerequisite BTRY 6820 permission Graduate seminar current topics population genetic data analysis Topics detecting signatures natural selection estimating demographic parameters recombination rate variation wholegenome data statistical methods association mapping efficient methods disease gene mapping comparative genomic data population genetic inference Readings chosen primarily current literature,data analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.05319,2
2011CornellSUPERTRIMMED_spaced,COMM 6950 Structural Equation Modeling Techniques in Social Science Research ,3 Prerequisites multiple regression standing C Yuan Advanced research methods social sciences emphasis data analysis using structural equation modeling The covers basic principles practical applications eg multi group models growth curve models using LISRELPRELIS COMM 7810 Seminar Psychology Communication 3 Prerequisites COMM 6800 6810 equivalent graduatelevel theory psychology social psychology oddnumbered years M Shapiro Discusses analyzes selected current issues psychology communication discuss synthesize current research theory mental processing communication,"data analysis, research methods",1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,0.13768,0
2011CornellSUPERTRIMMED_spaced,CSS 4050 Field Crop Systems ,4 Prerequisite Two four field trips lab periods 5 pm weekends R L Obendorf Principles fieldcrop growth development maturation species recognition soil climatic adaptations tillage systems liming mineral nutrition cropping sequences management systems nutrition health crop improvement considered Grain protein oil fiber biofuel forage crops emphasized Laboratory utilizes living plants extensive crop garden computer simulation Lab report paper contemporary field crop systems required Designed professional advanced undergraduates CSS 4050 CSS 2110 CSS 3110 permitted,simulation,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,0.04054,3
2011CornellSUPERTRIMMED_spaced,DSOC 6150 Qualitative Research Methods ,3 L Williams This seminar introduces number qualitative research methods social sciences Discusses field observation archival research indepth individual interviews focus group interviews Assesses strengths weaknesses various strategies field research consider range practical matters choice research site sample appropriate Considers choice research questions issues feasibility research plans Ethical considerations highlighted,research methods,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.11,1
2011CornellSUPERTRIMMED_spaced,EAS 6660 Applied Multivariate Statistics ,3 Prerequisites multivariable calculus matrix algebra two statistics courses alternate years D S Wilks Statistical techniques multivariable data Topics multivariate exploratory data analysis multivariate normal distribution parametric non parametric inference multivariate means principal component analysis canonical correlation analysis discriminant analysis cluster analysis Emphasizes geophysical applications using primarily atmospheric oceanographic data examples development general enough broader interest,data analysis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0.09821,2
2011CornellSUPERTRIMMED_spaced,FDSC 3210 Food Engineering Principles ,3 Prerequisites FDSC 2000 introductory physics Letter grades S S H Rizvi Introduces engineering principles underlying food processes equipment Topics thermodynamics mass energy balance fluid mechanics heat mass transport refrigeration psych ro metrics,engineering principles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06061,2
2011CornellSUPERTRIMMED_spaced,FDSC 4666 U.S. Food Industry and Food Science Research ,Summer 1 Prerequisite en roll ment Food Science scholars program MPS Food Science Technology S–U grades M Wiedmann Introduces US food industry food science research participate meetings topics food science research methods ethics food science research field trips food processing plants RD facilities panel discussions food science careers United States required keep journals entries reflect critical thinking challenges opportunities discipline food science,research methods,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.05645,1
2011CornellSUPERTRIMMED_spaced,LA 4120 Professional Practice ,1 Presents understanding emerging role professional landscape arch ect The helps explore various types practice introduces problems opportunities encounter office professional situations Topics jobseeking preparation practice diversity marketing professional services office project management construction management ethics,project management,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11111,1
2011CornellSUPERTRIMMED_spaced,ARCH 3806 The Architecture of India and Its Interpretation ,3 Not every B MacDougall Surveys arch ectural record ancient medieval India emphasis stupa temple traditions Devotes attention European efforts write Westernstyle arch ectural history India British fascination explaining Indian ethnology history two centuries Attempts evaluate claim made historian James Fergusson arch ecture provided basis reconstructing imperfectly known Indian history Also examines notion scholarly enterprises closely entwined strategies domination To end read 19thcentury firsthand reports arch ecture antiquarian Englishlanguage journals alongside modern accounts They compared indigenous arch ecture writings often unacknowledged Europeans,enterprises,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0122,2
2011CornellSUPERTRIMMED_spaced,CRP 1106 URS First-Year Seminar ,1 S–U grades R Booth Introduces substantive issues diverse disciplines planning profession interaction CRP faculty members department opportunity engage discussions,crp,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.075,2
2011CornellSUPERTRIMMED_spaced,CRP 3111 Immigrant Entrepreneurship ,Markets US City The Latinoa Case also CRP 6111 LSP,crp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,2
2011CornellSUPERTRIMMED_spaced,CRP 3308 New York City Professional Internships ,6 variable New York City Staff work program faculty devising detailed learning plan identifies knowledge skills capacities seek gain New York City–based professional internship experience placed public private nonprofit organizations engage challenging professional activities designed assist acquiring competencies participate reflective seminar systematically reflect upon fieldbased learning experiences prepare complete detailed learning portfolio capstone project demonstrate mastery theoretical conceptual methodological policy content identified individualized learning plans introduced key concepts methods adult learning experiential education fieldbased research methods organizational behavior empower function selfdirected reciprocal learners,research methods,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.03012,1
2011CornellSUPERTRIMMED_spaced,CRP 4930 Honors Thesis Writing ,4 Prerequisite CRP 4920 Staff Each selected works thesis advisor,crp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,2
2011CornellSUPERTRIMMED_spaced,CRP 4080) ,4 S Schmidt For description see CRP 4080,crp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,2
2011CornellSUPERTRIMMED_spaced,CRP 4170) ,4 S Christopher son For description see CRP 4170,crp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11111,2
2011CornellSUPERTRIMMED_spaced,NTRES 4440) ,4 R Booth For description see CRP 4440,crp,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.1875,2
2011CornellSUPERTRIMMED_spaced,CRP 6210 Quantitative Techniques for Policy Analysis and Program Management ,4 D Lewis Examines selected analytical techniques used planning evaluation public policy public investments Topics simulation modeling benefitcost costeffectiveness analysis including capital budgeting optimization strategies,"optimization, simulation",1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0.12,3
2011CornellSUPERTRIMMED_spaced,CRP 6311 Consulting for Nonprofit and Government Organizations ,4 L Miller This class teaches practical skills enable work clients local community learn organizational structure culture gain realworld experience complete publicservice project receive instruction topics organizational development program evaluation project management professional communication strategic planning A significant portion focus project management,project management,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.20238,1
2011CornellSUPERTRIMMED_spaced,CRP 6710 Seminar in International Planning ,1 S–U grades W Goldsmith For description see CRP 3901,crp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,2
2011CornellSUPERTRIMMED_spaced,"CRP 8300 Seminar in Regional Science, Planning, and Policy Analysis ",4 variable S–U grades K Donaghy CRP 8300 seminar faculty visitors present research topics current interest Presentations usually formal quantitative analyses developments regional economies policy planning implications,crp,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.07407,1
2011CornellSUPERTRIMMED_spaced,BIOG 3010–3020 Seminar in Research Skills for Biologists: I and II ,1 per Prerequisite permission Priority given Biology Research Fellows M Shulman Designed juniors courses develop skills used fields biological research I researching primary literature critiquing scientific papers facility spreadsheet bibliographic software II experimental design data management analysis writing research proposals Courses taken sequence,data management,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0.10465,1
2011CornellSUPERTRIMMED_spaced,BIOEE 2650 Tropical Field Ecology and Behavior ,Winter field based Kenya Africa 4 Limited 15 Prerequisite permission Letter grades I J Lovette Gives broad handson understanding tropical biology ecology behavioral ecology gain experience experimental design data collection field methods basic statistics interpretation evaluation primary scientific literature scientific paper writing pay separately international airfare also small supplementary laboratory fee,data collection,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,0.07843,1
2011CornellSUPERTRIMMED_spaced,CIS 3000 Introduction to Computer Game Design ,4 Prerequisites following according student’s interest art music programming Art ART 2501 equivalent Music CS 111x INFO 1301– 1302 MUSIC 1421 equivalent Programming CSENGRD 2110 equivalent Investigates theory practice developing computer games blend technical aesthetic cultural perspectives Technical aspects game arch ecture software engineering artificial intelligence game physics computer graphics networking Aesthetic cultural aspects design art modeling sound music history games genre analysis role violence gender issues games game balance careers industry Programmers artists musicians collaborate produce original computer game,artificial intelligence,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,0.05625,2
2011CornellSUPERTRIMMED_spaced,CS 1112 Introduction to Computing Using MATLAB ,4 Co requisite MATH 1110 1910 equivalent Assumes comfortable mathematics level calculus programming experience Programming problem solving using MATLAB Emphasizes systematic development algorithms programs Topics iteration functions arrays MATLAB graphics Assignments designed build appreciation complexity dimension fuzzy data inexact arithmetic randomness simulation role approximation,simulation,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,0.05682,3
2011CornellSUPERTRIMMED_spaced,CS 3410 Computer System Organization and Programming ,4 Prerequisite CS 2110 equivalent programming experience Should taken concurrently CS 3110 Introduction computer organization systems programming hardware software interface Topics instruction sets computer arithmetic datapath design data formats addressing modes memory hierarchies including caches virtual memory IO devices busbased IO systems multicore arch ectures learn assembly language programming design pipelined RISC processor,data formats,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0.07547,2
2011CornellSUPERTRIMMED_spaced,CS 4320 Introduction to Database Systems ,3 Prerequisites CS 3110 CS 2110 2111 permission Introduction modern database systems Concepts covered storage structures access methods query languages query processing optimization transaction management recovery database design XML XQuery The focuses design internals modern database systems,optimization,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.06757,2
2011CornellSUPERTRIMMED_spaced,CS 4670 Introduction to Computer Vision ,4 Prerequisites CS 2110 CS 2800 2010 An indepth introduction computer vision The goal computer vision compute properties world—the 3D shape environment motion objects names people things—through analysis digital images videos The covers range topics including 3D reconstruction image segmentation object recognition vision algorithms Internet key algorithmic optimization techniques graph cuts nonlinear squares This emphasizes handson experience computer vision several programming projects,optimization,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,6,0.04839,0
2011CornellSUPERTRIMMED_spaced,CS 5150 Software Engineering ,4 Prerequisite CS 2110 equivalent experience programming Java C Introduction practical problems specifying designing building reliable software systems work teams projects real clients This work includes feasibility study requirements analysis objectoriented design implementation testing delivery client Additional topics covered lectures professionalism project management legal framework software development CS 5220 Applications Parallel Computers 4 Prerequisite numerical methods level CS 3220 higher Next 2011– 2012 Models parallel programming survey parallel machines Existing parallel programming languages vector zing compilers parallel libraries toolboxes,project management,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,5,0.10759,0
2011CornellSUPERTRIMMED_spaced,CS 6650 Computational Motion ,4 Prerequisites undergraduatelevel understanding algorithms scientific computing alternate years 2011 Covers computational aspects motion broadly construed Topics computer representation modeling analysis simulation motion implement several algorithms covered complete final project,simulation,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,0.1,3
2011CornellSUPERTRIMMED_spaced,CS 6670 Computer Vision ,4 Prerequisites undergraduatelevel understanding algorithms MATH 2210 equivalent 2011 Introduction computer vision emphasis discrete optimization algorithms applications medical imaging Topics edge detection image segmentation stereo motion optical flow active contours Hausdorff distance required implement several algorithms covered complete final project,optimization,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0625,2
2011CornellSUPERTRIMMED_spaced,CS 6742 Natural Language Processing and Social Interaction ,3 Prerequisites CS 2110 equivalent programming experience artificial intelligence relevant subfield eg NLP information retrieval machine learning standing permission More life manifested online much digital traces left people groups entities increasingly recorded naturallanguage format This examines opportunities natural language processing contribute analysis construction socially embedded processes Possible topics sentiment analysis learning socialnetwork structure analysis text political legal domains review aggregation systems analysis online conversations text categorization respect psychological categories,"artificial intelligence, machine learning, natural language processing",1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,0.14493,2
2011CornellSUPERTRIMMED_spaced,CS 6758 Robot Learning ,4 Prerequisites knowledge basic computer science principles skills level sufficient write reasonably nontrivial computer program eg CS 1114 CS 2110 CS 3110 equivalent following courses probabilitystatistics signal processing CS 2800 ECE 2200 ECE 3100 ENGRD 2700 equivalent Studies problem agent learn perceive world enough act reliable plans learn experience The focus algorithms machine learning techniques autonomous operation robots Topics filtering state estimation Kalman filters particle filters Markov decision process learning reinforcement supervised learning planning control perception vision sensing The project involving physical robots final exam,machine learning,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.03529,2
2011CornellSUPERTRIMMED_spaced,CS 6780 Machine Learning and Pattern Recognition ,4 Prerequisites programming skills eg CS 2110 CS 3110 basic knowledge linear algebra probability theory eg CS 2800 Gives graduatelevel introduction machine learning statistical pattern recognition indepth coverage advanced methods machine learning Emphasizes approaches practical relevance discusses number recent applications machine learning robotics data mining computer vision text web data processing An research project part Topics supervised learning generative disc rim native learning baggingboosting unsupervised learning kNN clustering dimensionality reduction online learning robot learning reinforcement learning kalman filters introduction graphical models Masters encouraged take,"data mining, machine learning",1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,6,0.14286,0
2011CornellSUPERTRIMMED_spaced,CS 7594 Seminar on Computational Issues in Medicine ,1 Prerequisites An overview computational issues arise clinical practice medicine Topics role IT clinical practice medical imaging problems CT MR data mining clinical decision support workflow optimization electronic medical records health care IT standards Lectures given primarily attending physicians Department Radiology Weill Cornell Medical College Open levels,"data mining, optimization",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06383,2
2011CornellSUPERTRIMMED_spaced,INFO 2950 Mathematical Methods for Information Science ,4 Co requisite MATH 2310 equivalent Teaches basic mathematical methods information science Topics graph theory discrete probability Bayesian methods finite automata Markov models hidden Markov models Uses examples applications various areas information science structure web genomics natural language processing signal processing,natural language processing,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0.13415,0
2011CornellSUPERTRIMMED_spaced,STSCI 2100 Introductory Statistics ,4 Introduction basic concepts probability statistics data analysis Descriptive methods normal theory models inferential procedures considered Topics basic statistical designs introduction probability estimation confidence intervals tests significance population mean proportion difference two population means proportions ANOVA multiple linear regression contingency tables,data analysis,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.15854,2
2011CornellSUPERTRIMMED_spaced,STSCI 4500 Databases and Statistical Computing ,4 Exposure multiple linear regression logistic regression strongly recommended The intent provide statistician computational tools statistical research applications Topics including random number generation Monte Carlo methods regression computations application statistical methods optimization sorting,optimization,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6,0.13636,0
2011CornellSUPERTRIMMED_spaced,STSCI 5010–5020 Applied Statistical Analysis ,Twosemester master professional studies MPS degree program applied statistics Department Statistical Science Prerequisite en roll ment MPS program Consists series modules various topics applied statistics Some modules guest lectures practitioners Parallel complete yearlong indepth data analysis project 5010 4 Letter grades Topics limited statistical computing systems statistical software packages data management statistical graphics simulation methods algorithms 5020 4 Letter grades Topics limited sample surveys questionnaire design data sources experimental design data mining,"data analysis, data management, simulation",1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,9,0.13889,0
2011CornellSUPERTRIMMED_spaced,ENGRD 2700 ,Materials Science Engineering ENGRD 2610 ENGRD 2620 Mechanical Engineering ENGRD 2020 Operations Research Engineering ENGRD,operations research,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.16667,2
2011CornellSUPERTRIMMED_spaced,ENGRD 2700 Basic Engineering Probability and Statistics ,3 Prerequisites MATH 1910 1920 MATH 2940 completed concurrently ENGRD 2700 Gives working knowledge basic probability statistics application engineering Includes computer analysis data simulation Topics random variables probability distributions expectation estimation testing experimental design quality control regression,simulation,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,6,0.10811,3
2011CornellSUPERTRIMMED_spaced,ENGRG 1060 Exploration in Engineering Seminar ,Summer 1 Designed senior highschool Introduction several engineering fields bioengineering chemical engineering civil engineering computer science earth sciences electrical computer engineering engineering physics materials science mechanical engineering operations research Handson experience labs design projects introduce concepts engineering design process,operations research,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.07692,2
2011CornellSUPERTRIMMED_spaced,ENGRI 1101 Engineering Applications of Operations Research ,3 Not ORIE upperlevel majors Introduction problems methods operations research information engineering focusing problem areas including inventory network design resource allocation situations problems arise several standard solution techniques In computational laboratory encounter problem simulations standard commercial software packages,operations research,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,6,0.11842,0
2011CornellSUPERTRIMMED_spaced,AEP 4900–4910 Independent Study in Engineering Physics ,TBA Laboratory theoretical work branch engineering physics direction member faculty The study take number forms example design laboratory apparatus performance laboratory measurements computer simulation software developments theoretical design analysis Details TBA respective faculty member,simulation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,0.10294,3
