,School,CourseID,Descriptions,Data Science Term
10,SmithSUPERTRIMMED,AMS 236 Difference and the Digital Media ,In this we will examine the ways that “difference”—race gender sexuality disability and class—is produced and reproduced in an era of digital media Some questions to guide our inquiry include How do digital technologies and digital media contribute to the intersectional production of gender sexuality disability and race particularly as these categories overlap with converged media consumption capital labor citizenship participation and surveillance How are concepts of difference embodied in technology In addition we will trace how people use technology to resist and challenge racial gender and sexual norms Enrollment limit of 20 E H S 4,production
11,SmithSUPERTRIMMED,ANT 249 Visual Anthropology ,This considers the unique perspectives techniques and theories that anthropology offers for understanding the visual world We focus on the production of visual materials photographs and films in particular by anthropologists as well as on the anthropological analysis of visual artifacts produced by other people We consider the historical particularly colonial legacies of visual anthropology as well as its current manifestations and contemporary debates Particular attention is paid to issues of representation authority authenticity and circulation of visual materials Enrollment limited to 30 4,"production, films"
12,SmithSUPERTRIMMED,ANT 251 Women and Modernity in China and Vietnam ,This explores the roles representations and experiences of women in 20thcentury China and Vietnam in the context of the modernization projects of these countries Through ethnographic and historical readings film and discussion this examines how issues pertaining to women and gender relations have been highlighted in political economic and cultural institutions The compares the ways that Asian women have experienced these processes through three major topics war and revolution the gendered aspects of work and women in relation to the family This is cosponsored by and crosslisted in the East Asian Studies Program S 4,film
13,SmithSUPERTRIMMED,ANT 257 Urban Anthropology ,This considers the city as both a setting for anthropological research and as an ethnographic object of study in itself We aim to think critically about the theoretical and methodological possibilities challenges and limitations that are posed by urban anthropology We consider concepts and themes such as urbanization and migration urban space and mobility gender race and ethnicity technology and virtual space markets and economies citizenship and belonging and production and consumption S 4,production
14,SmithSUPERTRIMMED,ANT 267 Contemporary South Asia ,This introduces to the culture politics and everyday life of South Asia Topics covered include religion community nation caste gender and development as well as some of the key conceptual problems in the study of South Asia such as the colonial construction of social scientific knowledge and debates over “tradition” and “modernity” In this way we address both the varieties in lived experience in the subcontinent and the key scholarly popular and political debates that have constituted the terms through which we understand South Asian culture Along with ethnographies we study and discuss novels historical analysis primary historical texts and popular Bollywood and documentary film S 4,film
15,SmithSUPERTRIMMED,ARH 216 The Art and Architecture of the Ancient Roman World ,From North Africa to Gaul from the Pillars of Hercules Straits of Gibraltar to Asia Minor the interrelationships of art and power in the visual culture of the ethnically diverse Roman empire from the first century BCE through the fourth century CE are the subject of study We also examine works of art from later periods as well as literature and film that structure our perception of the Roman world Group A Counts for ARU A H 4,film
16,SmithSUPERTRIMMED,ARH 280 Art Historical Studies ,Topics may take up to four semesters of ARH 280 Art Historical Studies as long as the topics are different Swords and Scandals Ancient Rome in FilmForm Since the beginning of cinema the decadence of the ancient Romans has been a subject of fascination Starting with HBOs Rome 2005–2007 and Ridley Scotts Gladiator 2000 well explore the multiple sources of the visual tropes used to construct this universe and seek to analyze it in aesthetic historical and ideological terms Their twentiethcentury counterparts from films of the silent era to Hollywood epics like Spartacus 1960 and Cleopatra 1963 as well as cult classics like Caligula 1979 will be scrutinized in order to gain an understanding of how the Romans functioned cinematically as cultural signs in varying historical contexts Enrollment limited to 20 Group A B A H 4,"cinema, films"
17,SmithSUPERTRIMMED,ARH 110 Art and Its Histories ,This explores how art and architecture have profoundly shaped visual experiences and shifting understandings of the past and present Featuring different case studies each section includes work with original objects site visits and writings about art Unifying themes include 1 materials techniques and the patterns deployed to create space 2 the design function and symbolism of images and monuments 3 artistic production and its relation to individual and institutional patronage religion politics and aesthetics 4 issues turning on artists’ fame versus anonymity and uniqueness versus reproducibility 5 crosscultural exchanges Enrollment limited to 25 A H 4 Brigitte Buettner Yanlong Guo Dana Leibsohn John E Moore Frazer D Ward Normally both and semesters,production
18,SmithSUPERTRIMMED,ARH 216 The Art and Architecture of the Ancient Roman World ,From North Africa to Gaul from the Pillars of Hercules Straits of Gibraltar to Asia Minor the interrelationships of art and power in the visual culture of the ethnically diverse Roman empire from the first century BCE through the fourth century CE are the subject of study We also examine works of art from later periods as well as literature and film that structure our perception of the Roman world Group A Counts for ARU A H 4,film
19,SmithSUPERTRIMMED,ARH 233 Medieval Art on the Move: Pilgrimages and Crusades ,Focusing on buildings and representations created from the 11th through the 13th century this explores the intersection between artistic production and the movement peaceful and bellicose of people ideas and objects during the Romanesque and early Gothic periods Topics include monastic and royal patronage the pilgrimage church and Crusader castle as specific building types iconographic programs and their political agendas the transnational circulation of artefacts and crosscultural visual encounters Group A Counts for ARU A H 4,production
20,SmithSUPERTRIMMED,ARH 234 The Age of Cathedrals ,Architectural sculpted and pictorial arts from North of the Alps c 1150–1300 Rather than a survey this proposes a thematic approach to allow for an indepth examination of key concerns of the Gothic era such as the interface between visual creations and new forms of patronage and devotional attitudes the rise in literacy and secular culture the development of scientific rationality or the sustained contact with the Islamic world Group A Counts for ARU A,arts
21,SmithSUPERTRIMMED,"ARH 253 The Arts in Britain, 1714–1820 ",Artistic production under the first three Hanoverian kings of Great Britain Topics include royal patronage urban developments London Bath Edinburgh the English landscape garden the English country house and its fittings collecting and display the Grand Tour aesthetic movements Gothic Revival the Sublime the Picturesque Neoclassicism artists’ training and careers among others the brothers Adam Gainsborough Hawskmoor Hogarth Reynolds Roubiliac and Wright of Derby maps prints and books center vs periphery city vs country Reading assignments culled from primary and secondary sources including travel and epistolary literature Group A Counts for ARU A H 4,production
22,SmithSUPERTRIMMED,ARH 258 The Arts in Eighteenth-Century France ,A study of painting sculpture architecture urban and landscape designprintmaking and the luxury arts in France from the last years of Louis XIVs reign to the French Revolution Recurring themes include artists training and careers academies aesthetics and art theory art criticism and the viewing public collecting and display patronage the relationship of art to politicsliterature and science Frances pacesetting role in contemporary art will be explored by looking beyond its borders to other courts––among them Bourbon Naples some Germanspeaking principalities Great Britain Russia Spain and Sweden––and to the French Atlantic world Group A Counts for ARU,arts
23,SmithSUPERTRIMMED,ARH 265 Modernity and Internationalism: Arts in the United States from Civil War to World War ,Art and architecture of the late nineteenth and early twentieth centuries Exploration of the cultural legacy of the Civil War the cosmopolitan arts of the Gilded Age the development of early modernism and the expansive years during and after World War II Group B Counts for ARU A H 4,arts
24,SmithSUPERTRIMMED,ARH 275 Making the News: History of the Illustrated Press ,Prompted by recent concerns about ‘fake news’ and the proliferation of digitally manipulated photographs the explores the history of the illustrated press from its nineteenthcentury origins to today How did images contribute to readers’ sense of what is worthy of attention in the realm of politics fashion and the arts How did practices of pictorial reporting influence the unfolding of events In what ways did arts periodicals prompt the emergence of artistic forms that blurred traditional distinctions between media Case studies shed light on the history printing the graphic arts and the multifaceted legacy of historical news images today Group B A H L 4,arts
25,SmithSUPERTRIMMED,"ARH 350 The Arts in England, 1485-1714 ",Constitutional limits on monarchical power the embrace of Protestantism religious intolerance and fanaticism revolution and regicide and a much vaunted when not exaggerated and misleading insularity set the stage in England for patterns of patronage and a relationship to the visual arts both similar to and significantly different from modes established in Continental absolutist courts While critically examining the perennial notion of the Englishness of English art we shall study the careers of the painters printmakers sculptors architects and landscape designers whose collective efforts made English art at long last one to be reckoned with,arts
26,SmithSUPERTRIMMED,ARS 361 Interactive Digital Multimedia ,This emphasizes individual and collaborative projects in computerbased interactive multimedia production Participants extend their individual experimentation with timebased processes and development of media production skills 3D animation video and audio production—developed in the context of interactive multimedia production for performance installation CDROM or Internet Critical examination and discussion of contemporary examples of new media art augment this studio A required fee of 25 to cover groupsupplied materials is charged at the time of registration Prerequisites ARS 162 and permission of the instructor Enrollment limited to 14 A M 4,production
27,SmithSUPERTRIMMED,BCH 352 Biochemistry II: Biochemical Dynamics ,Chemical dynamics in living systems Enzyme mechanisms metabolism and its regulation energy production and utilization Prerequisites BCH 252 and CHM 224 Laboratory 353 must be taken concurrently by biochemistry majors optional for others N 3,production
28,SmithSUPERTRIMMED,BKX 140 Perspectives on Book Studies ,The gateway presents the major themes of the book studies concentration—the creation publication distribution reception and survival of books—in a series of interactive workshops exposing to the variety of subjects relevant to the concentration These include graphic arts the production and transmission of texts literacy and the sociology of the book The features members of the advisory committee on a rotational basis and may be supplemented on occasion with lectures from the distinguished book studies people in the Valley Required of all book studies concentrators who are given enrollment priority Enrollment limited to 12 permission of the instructor required Graded SU only 1,"production, arts"
29,SmithSUPERTRIMMED,CHM 312 Polymer Chemistry ,Polymeric materials are ubiquitous in our society and play a vital role in many of the technologies that we use on a daily basis eg clothing electronic devices drug formulations medical implants Chemistry is central to development of new materials for advanced technologies and this will provide an introduction to the fields of polymer chemistry and macromolecular assembly Topics include methods and mechanisms in polymer synthesis and assembly characterization of polymer structure and properties and applications of polymers Special focus will be given to polymers used in biomedical applications Prerequisite CHM 111 or 118 and CHM 222 An understanding of basic chemical principles and an introduction to organic chemistry will be necessary for to understand topics in polymer chemistry Enrollment limit of 15 N 4,play
30,SmithSUPERTRIMMED,BCH 352 Biochemistry II: Biochemical Dynamics ,Chemical dynamics in living systems Enzyme mechanisms metabolism and its regulation energy production and utilization Prerequisites BCH 252 and CHM 224 Laboratory 353 must be taken concurrently by biochemistry majors optional for others N 3,production
31,SmithSUPERTRIMMED,GRK 100Y Elementary Greek ,A yearlong introduction to ancient Greek through the language of Homers Iliad and Odyssey the two 8thcentury epics that represent the culmination of a long and rich tradition of oral poetry The ancients regarded these poems as unparalleled masterpieces the great tragedian Aeschylus called his own plays crumbs from Homers table and both epics have endured over the millennia and are still alive and relevant Identity love seduction loyalty the tension between individualism and community between home and adventure—these are some of the very human issues the Odyssey explores will learn all the fundamentals of Greek vocabulary and grammar and experience the joy of reading Homers Odyssey in the original 5 Rebecca Worsham,plays
32,SmithSUPERTRIMMED,LAT 214 Introduction to Latin Literature in the Augustan Age ,An introduction to the Golden Age of Latin literature which flourished under Romes first emperor Reading and discussion of authors exemplifying a range of genres and perspectives such as Virgil Ovid and Horace with attention to the political and cultural context of their work and to the relationship between literary production and the Augustan regime and its program Practice in research skills and in reading evaluating and producing critical essays Prerequisite LAT 212 or permission of the instructor F L 4,production
33,SmithSUPERTRIMMED,CLS 238 The Age of Heroes: Archaeology of the Eastern Mediterranean Bronze Age ,For many of us the Mediterranean Bronze Age is associated with mythological events like the Trojan War But how did the people of the Bronze Age actually live This surveys the archaeology of the Eastern Mediterranean Bronze Age including Egypt and the Aegean among others from 3000 to 1100 BCE We explore not only the pyramids and palaces of the period but also the evidence for daytoday living from crafts production to religion We also examine how these cultures interacted and the Mediterranean networks that both allowed them to flourish and led to their collapse A H 4,production
34,SmithSUPERTRIMMED,CLS 260 Transformations of a Text: Shape-Shifting and the Role of Translation ,Whose work are you reading when you encounter a text in translation How is the author’s voice modulated through the translator’s What constitutes a “faithful” or a “good” translation How do the translator’s language and culture the expectations of the target audience and the marketplace determine what gets translated and how We consider different translations of the same text including rogue translations adaptations and translations into other forms opera musicals film produce their own translations or adaptations No prerequisites but who have not taken CLT 150 are urged to enroll in that 2credit SU concurrently 4,"musicals, film"
35,SmithSUPERTRIMMED,CLT 100 Introduction to Comparative Literature: The Pleasures of Reading ,Topics May be repeated once with a different topic Natives Nationals and Nobodies Home Food and Belonging in the Cultural Imaginary This considers the many ways in which we experience and recreate “home” as the place where we are born where we seek refuge where our families are where we emigrate Food plays a central role in how we think of home—how do scents spices rituals and preparations inform our sense of self and community Studying selected works of fiction film oral history and essays we will explore the ways in which you as well as refugees migrants immigrants exiles and émigrés understand and conceptualize home belongig and “otherness” L 4,"film, plays"
36,SmithSUPERTRIMMED,FYS 101 The Lives of Animals: Literature and the Nonhuman ,In this we will track animals across a range of poems stories novels essays and films that try to imagine what it is like not to be human From stories of people transforming into animals to texts that insist that we have no clue what animals really feel we will consider the various ways that writers distinguish—or refuse to distinguish—humans from other animals Why we will ask are literature and art so haunted by animal life We will discuss zoos pets fables cartoons animal rights vegetarianism anthropocentrism and extinction Enrollment limited to 16 firstyear E WI 4,films
37,SmithSUPERTRIMMED,FYS 140 Literature and Medicine ,How do stories heal What can we learn about medicine from stories novels poems plays and case studies Comparing narratives from different cultures also compose their own stories The also introduces broader issues in the medical humanities such as medical ethics healthcare disparities and crosscultural communication Works available in translation from China Taiwan France Russia and North and Latin America Enrollment limited to 16 firstyear WI L 4,plays
38,SmithSUPERTRIMMED,FYS 146 Can Women Have Adventures? ,We will examine contemporary girls’ adventure in novels and films These fictions rework the classic patterns of “boys’ books” to create heroic girls meant to inspire young female readers We begin with two classic 19thcentury boys books to situate our readings of contemporary girls’ adventures We will focus on the structure of the girls’ adventure landscape by creating maps and writing blog posts for each fiction asking questions such as What significant boundaries do the fictions imagine What gender and class ideas do they enforce How do boy and girl heroes differ What does a girl hero do Enrollment limited to 16 firstyear WI 4,films
39,SmithSUPERTRIMMED,"FYS 152 Demons, Deities and Despots: The Myths, Magic and Madness of Islands ",This explores the island as a mythical blank space a paradise a nomans land that encourages humankinds primordial impulses We associate islands with adventure wilderness freedom magic dystopia and utopia In the cultural imaginary the island exists to be invented discovered and reinvented We will consider a wide range of texts and some films from the isles of the Odyssey home to seductive goddesses a fairytale virgin princess giant cannibals and lotus addicts to Prospero’s magic kingdom Swift’s Lilliput Peter Pan’s Neverland Golding’s manmade dystopia Lord of the Flies Jean Rhys’s Jamaica Wide Sargasso Sea and Jamaica Kincaid’s Antigua A Small Place Enrollment limited to 16 firstyear WI L 4,films
40,SmithSUPERTRIMMED,CLT 205 20th-Century Literatures of Africa ,A study of the major writers and diverse literary traditions of modern Africa with emphasis on the historical political and cultural contexts of the emergence of writing reception and consumption We pay particular attention to several questions in what contexts did modern African literature emerge Is the term “African literature” a useful category How do African writers challenge Western representations of Africa How do they articulate the crisis of independence and postcoloniality How do women writers reshape our understanding of gender and the politics of resistance Writers include Chinua Achebe Ngu˜gı˜ wa Thiong’o Tsitsi Dangarembga Chimamanda Ngozi Adichie Nadine Gordimer Njabulo Ndebele and Ama Ata Aidoo We also watch and critique films such as Blood Diamond District 9 Tsotsi and The Constant Gardener L 4 Members of the department,films
41,SmithSUPERTRIMMED,"CLT 208 Dreams, Magic and the Sublime in Modern European Literature ",Pending CAP approval Starting in the late eighteenth century avantgarde artists began to explore the claim that logic and rationality cannot account for all of human experience they were fascinated by madness dreams the irrational and the sublime We will be investigating this phenomenon from a literary artistic and philosophical point of view from the time of the Enlightenment philosophers to the twentieth century We will be reading stories by Nerval Tolstoy and Kafka Emily Brontes Wuthering Heights poems by Baudelaire Rimbaud and Rilke as well as philosophical essays The class will incorporate artworks from the Romantic and Symbolist eras and Surrealist films To be once only E L 4,films
42,SmithSUPERTRIMMED,RES 210 Environment and Ecology in Russian Culture ,How does a culture conceptualize its natural environment in aesthetic political and even religious terms and what does a landscape “mean” in this context This interdisciplinary explores how Russian writers filmmakers and artists have represented the vast territory comprising Imperial Russia the USSR and the Russian Federation from the Enlightenment to present In addition to considering how artistic production has reflected and shaped understanding of the Russian “anthropocene” we will compare these works with cultural production of the Western tradition The also explores initiatives to legislate and transform the Russian environment which often precipitated ecological and social disasters H L S 4,production
43,SmithSUPERTRIMMED,CLT 218 Holocaust Literature ,Creative responses to the destruction of European Jewry differentiating between literature written in extremis in ghettos concentrationextermination camps or in hiding and the vast postwar literature about the Holocaust How to balance competing claims of individual and collective experience the rights of the imagination and the pressures for historical accuracy Selections from a variety of artistic genres diary reportage poetry novel graphic novel film monuments museums and critical theories of representation All readings in translation H L 4,film
44,SmithSUPERTRIMMED,ENG 224 Frankenstein: The Making of a Monster ,At the age of 19 Mary Shelley began writing the first science fiction novel Frankenstein not only describes fears about monstrosity and accelerating technology it also sets the stage for continuing discussions about gender reproduction race ethics and disability To celebrate this groundbreaking novel’s 200th anniversary this cotaught class will explore the making of the text alongside its monstrous legacy in contemporary culture We will look at the novel’s influences and afterlives – from the Frankenstein collection in Smith’s rare book room to a range of films electronic novels and comics that reveal the enduring role of gothic monstrosity today Meets on alternating days at Smith and Amherst College Enrollment limit of 36 E L 4,films
45,SmithSUPERTRIMMED,CLT 230 “Unnatural” Women: Mothers Who Kill their Children ,Some cultures give the murdering mother a central place in myth and literature while others treat the subject as taboo How is such a woman depicted—as monster lunatic victim savior What do the motives attributed to her reveal about a society’s assumptions and values What difference does it make if the author is a woman We focus on literary texts but also consider representations in other media especially cinema Authors to be studied include Euripides Seneca Ovid Anouilh Christa Wolff Christopher Durang Alice Walker Toni Morrison and others L 4,cinema
46,SmithSUPERTRIMMED,CLT 242 What and Where Is Main Street? ,Where is Main Street What times spaces or places does the expression conjure Are there equivalent concepts and places in other cultures What are the aesthetics the life and livelihoods the politics that we associate with it How are images and the concept manipulated to affect us in the arts in environmental issues and in public discourse When do we treasure this landscape and when do we flee it We begin by looking at American Main Streets and then explore related concepts in British French German and Russian texts and other media Prerequisite one in literary studies L 4,arts
47,SmithSUPERTRIMMED,ENG 249 Literatures of the Black Atlantic ,Visiting the pulpits meeting houses and gallows of British North America to the colonial West Indies and docks of Liverpool to the modern day Caribbean US Canada UK and France this analyzes the literatures of the Black Atlantic and the development of black literary and intellectual history from the 18th to the 21st century Some key theoretical frameworks which help inform our study of literature emerging from the Black Atlantic include diaspora transnationalism internationalism and cosmopolitanism Readings range from early African diasporic sermons dying words poetry captivity and slave narratives to newspapers essays novels drama and film L 4,"drama, film"
48,SmithSUPERTRIMMED,RES 275 Avant-Garde as Lifestyle: Cinema and Socialism in the Soviet Union and Eastern Europe ,Explores the avantgarde film traditions of Eastern and Central Europe including works from the Soviet Union Poland Hungary Czechoslovakia and Yugoslavia The focuses on how avantgarde filmmakers engaged with the socialist project in the USSR and Eastern Bloc and its call for new forms sites and life practices We will investigate how avantgarde cinema represents everyday life amidst the public and private spaces of socialism In approaching the relationship between cinema and space we will consider examples of architecture Constructivist Functionalist Brutalist as well as theoretical writings by and about the avantgarde Conducted in English no prerequisites,"cinema, film"
49,SmithSUPERTRIMMED,DAN 200 Dance Production ,A laboratory based on the preparation and performance of department productions may elect to fulfill requirements from a wide array of production related responsibilities including stage crew It may not be used for performance or choreography May be taken four times for with a maximum of two per semester A 1,"production, productions"
50,SmithSUPERTRIMMED,DAN 507 Production and Management ,Firstyear MFA enroll in this to fulfill the graduate dance production requirement usually stage managing a dance concert Enrollment in DAN 507 takes place in the semester when the student completes the dance production assignment as scheduled by the faculty 2,production
51,SmithSUPERTRIMMED,DAN 521 Choreography & Creative Process ,Advanced work in choreographic design and related production design Study of the creative process and how it is manifested in choreography Prerequisite two semesters of choreography 5,production
52,SmithSUPERTRIMMED,EAL 234 Self and Society in Chinese Fiction and Drama ,This survey of traditional Chinese fiction and drama from roughly 800–1900 reading classical tales of the strange vernacular stories novels zaju and chuanqi drama alongside official narratives such as histories and biographies as well as popular genres like ballads baojuan precious scrolls and tanci plucking songs We consider the ways individuals family community and government appear in literature along with the conflicting loyalties presented by romance family and the state All readings are in English translation no previous knowledge of Chinese required L 4,drama
53,SmithSUPERTRIMMED,"EAL 235 Class, Gender and Material Culture in Late Imperial China ",This class examines the continuum between subject and object in Chinese fiction drama and poetry from the 16th through the 18th centuries discussing how individuals participate as agents and objects of circulation how objects structure identity and articulate relationships the body as object and the materiality of writing illustration and the stage We analyze historical constructions of class and gender and reflect on how individuals constructed social identities visàvis objects and consumption All readings in English translation L 4,drama
54,SmithSUPERTRIMMED,EAL 237 Chinese Poetry and the Other Arts ,Poetry painting calligraphy and other visual and plastic arts are ways of expressing oneself and forms of communication In this we explore the relationships between words and images and the issues such as how poetry and other arts are inextricably linked What makes a painting a silent poem and a poem a lyrical painting and how do poetry and painting inspire one another How do they respond to one another All readings are in English translation,arts
55,SmithSUPERTRIMMED,EAL 244 Japanese Women’s Writing ,This focuses on the writings of Japanese women from the 10th century until the present We examine the foundations of Japan’s literary tradition represented by such early works as Murasaki Shikibu’s Tale of Genji and Sei Shonagon’s Pillow Book We then move to the late 19th century to consider the first modern examples of Japanese women’s writing How does the existence of a “feminine literary tradition” in premodern Japan influence the writing of women during the modern period How do these texts reflect resist and reconfigure conventional representations of gender We explore the possibilities and limits of the articulation of feminine and feminist subjectivities as well as investigate the production of such categories as “race” class and sexuality in relation to gender and to each other Taught in English with no knowledge of Japanese required L 4,production
56,SmithSUPERTRIMMED,"EAL 245 Writing, Japan and Otherness ",An exploration of representations of “otherness” in Japanese literature and film from the mid19th century until the present How was and is Japan’s identity as a modern nation configured through representations of other nations and cultures How are categories of race gender nationality class and sexuality used in the construction of difference This pays special attention to the role of “otherness” in the development of national and individual identities In conjunction with these investigations we also address the varied ways in which Japan is represented as “other” by writers from China England France Korea and the United States How do these images of and by Japan converse with each other All readings are in English translation 4,film
57,SmithSUPERTRIMMED,EAL 250 Cinema in South Korea: Popular Imagination of Modern History ,This introduces the main issues aesthetic characteristics and representative film directors of South Korea cinema From its first productions during the colonial period to contemporary mainstream hits South Korean cinema has been a contested sphere of the popular imagination regarding gender issues modern Korean history and political change Through an exploration of major films interrogate key problematic subjects in South Korea such as gender politics the discourse of modernity the representation of film and political trauma and the practices of film culture and the film industry H L 4,"productions, cinema, films, film"
58,SmithSUPERTRIMMED,EAL 251 Modern Korean Literature ,How have writers and film directors responded to the rapid transformation of Korean society In what ways have their works shaped the experience of Koreans This examines Korean literature and film’s representation on the diverse political and social changes that have occurred on the Korean Peninsula in the modern era Paying special attention to how gender class ethnicity and generation construct one’s sense of the nation and the self will gain an understanding of the everyday lives of the Koreans under stressful modernization and tumultuous political shifts and its literary and cinematic way of dramatization on them L 4,film
59,SmithSUPERTRIMMED,EAL 252 Women in Korean Cinema ,How does Korea’s tumultuous history affect women’s lives on the Korean screen This class aims to foster a comprehensive and critical understanding of the ways in which Korean womens roles and representations have changed in cinema from the colonial era to the present We will raise questions related to changed notion of womanhood women’s sexuality and political and national allegory surrounding the female body Through the textual analyses will interrogate how female agency joins challenges rejects or remains indifferent to the national concerns of Korea as it moves from being underdeveloped and traditional towards being modernized and globalized L 4,cinema
60,SmithSUPERTRIMMED,EAL 253 Korean Cinema: Cinema and the Masses ,This offers a survey of Korean film history in light of cinemas relationship to the masses As a popular art form cinema has always been in close contact with its audiences Cinema has contributed to the emergence of modern masses By examining how cinema has shaped its audiences and vice versa this will chart the development of Korean cinema as a popular entertainment as well as an art form during the last hundred years Our journey will start from the globalization of Korean cinema and its transnational audiences and chronologically hark back to the colonial period,"cinema, cinemas, film"
